标的,名称,开始日期,开始价格,结束日期,结束价格,本次收益,总净值
SH510880,红利ETF华泰柏瑞,2014-02-27,0.2730,2014-04-11,0.3330,25.57%,1.2557
SH510230,金融ETF,2014-04-11,0.3490,2014-05-27,0.3160,-10.20%,1.1277
SH513500,标普500ETF博时,2014-05-27,0.5280,2014-07-09,0.5480,4.36%,1.1768
SH510880,红利ETF华泰柏瑞,2014-07-09,0.2910,2014-08-20,0.4680,54.40%,1.8169
SH510880,红利ETF华泰柏瑞,2014-08-20,0.4680,2014-10-09,0.5580,17.51%,2.1351
SH510880,红利ETF华泰柏瑞,2014-10-09,0.5580,2014-11-20,0.6450,15.44%,2.4647
SH510880,红利ETF华泰柏瑞,2014-11-20,0.6450,2015-01-05,1.3930,97.82%,4.8758
SH510230,金融ETF,2015-01-05,0.9330,2015-02-16,0.8000,-12.31%,4.2756
SZ159915,创业板ETF易方达,2015-02-16,1.8300,2015-04-07,2.4380,35.78%,5.8052
SH510880,红利ETF华泰柏瑞,2015-04-07,1.9080,2015-05-20,2.1580,18.76%,6.8941
SZ159915,创业板ETF易方达,2015-05-20,3.2640,2015-07-02,2.4700,-19.62%,5.5413
SH511880,银华日利ETF,2015-07-02,76.2550,2015-08-13,76.6090,0.46%,5.5669
SH510500,中证500ETF,2015-08-13,7.2610,2015-09-28,5.2520,-27.94%,4.0113
SH511880,银华日利ETF,2015-09-28,76.9140,2015-11-16,77.2740,0.48%,4.0306
SH512070,证券保险ETF易方达,2015-11-16,0.6550,2015-12-28,0.6290,-0.15%,4.0245
SZ159901,深证100ETF易方达,2015-12-28,2.2520,2016-02-16,1.7950,-24.47%,3.0398
SH518880,黄金ETF,2016-02-16,2.5120,2016-03-29,2.5470,-0.24%,3.0326
SH510230,金融ETF,2016-03-29,0.6740,2016-05-12,0.6690,-2.21%,2.9657
SH518880,黄金ETF,2016-05-12,2.6600,2016-06-27,2.8280,5.10%,3.1168
SZ159939,信息技术ETF,2016-06-27,0.5900,2016-08-08,0.5790,0.87%,3.1441
SH510880,红利ETF华泰柏瑞,2016-08-08,1.3090,2016-09-21,1.3560,4.09%,3.2726
SZ159920,恒生ETF,2016-09-21,1.1900,2016-11-09,1.1250,-1.27%,3.2309
SH510880,红利ETF华泰柏瑞,2016-11-09,1.4350,2016-12-21,1.4590,-1.51%,3.182
SH513500,标普500ETF博时,2016-12-21,0.9910,2017-02-09,0.7280,-22.97%,2.4511
SZ159920,恒生ETF,2017-02-09,1.2100,2017-03-23,1.2650,3.64%,2.5403
SH513500,标普500ETF博时,2017-03-23,0.7780,2017-05-09,0.7770,0.26%,2.5468
SH513050,中概互联网ETF易方达,2017-05-09,1.2270,2017-06-22,1.2810,5.88%,2.6966
SH510230,金融ETF,2017-06-22,0.8490,2017-08-03,0.9460,15.07%,3.103
SH510170,大宗商品ETF,2017-08-03,0.5180,2017-09-14,0.5650,11.76%,3.4681
SZ159939,信息技术ETF,2017-09-14,0.5730,2017-11-02,0.5770,0.35%,3.4801
SZ159928,消费ETF,2017-11-02,0.5460,2017-12-14,0.5790,5.09%,3.6573
SH513500,标普500ETF博时,2017-12-14,0.8220,2018-01-26,0.8420,2.43%,3.7463
SH512200,房地产ETF,2018-01-26,3.1500,2018-03-16,2.7570,-11.91%,3.3
SZ159939,信息技术ETF,2018-03-16,0.5590,2018-05-03,0.5450,-4.78%,3.1423
SH512660,军工ETF,2018-05-03,0.8360,2018-06-14,0.7110,-13.60%,2.715
SZ159928,消费ETF,2018-06-14,0.6080,2018-07-27,0.5650,-7.68%,2.5065
SH512660,军工ETF,2018-07-27,0.7320,2018-09-07,0.7170,-1.22%,2.4758
SZ159941,纳指ETF,2018-09-07,0.4200,2018-10-29,0.3890,-8.47%,2.2661
SH518880,黄金ETF,2018-10-29,2.7530,2018-12-10,2.7670,-0.69%,2.2504
