标的,名称,开始日期,开始价格,结束日期,结束价格,本次收益,总净值
SH510880,红利ETF华泰柏瑞,2017-05-16,1.5980,2017-06-29,1.7710,10.57%,2.7067
SZ159928,消费ETF,2017-06-29,0.4500,2017-08-10,0.4680,3.56%,2.8032
SZ159928,消费ETF,2017-08-10,0.4680,2017-09-21,0.4840,4.09%,2.9177
SH513050,中概互联网ETF易方达,2017-09-21,1.4800,2017-11-09,1.5090,0.73%,2.9391
SZ159928,消费ETF,2017-11-09,0.5730,2017-12-21,0.5890,-1.34%,2.8997
SH510050,上证50ETF,2017-12-21,2.4940,2018-02-02,2.7460,10.42%,3.2017
SH510050,上证50ETF,2018-02-02,2.7460,2018-03-23,2.3820,-10.13%,2.8774
SH518880,黄金ETF,2018-03-23,2.7410,2018-05-10,2.6900,-0.88%,2.852
SZ159928,消费ETF,2018-05-10,0.5790,2018-06-22,0.5880,2.63%,2.9269
SH511260,十年国债ETF,2018-06-22,99.5950,2018-08-03,101.1070,1.61%,2.974
SZ159941,纳指ETF,2018-08-03,0.4200,2018-09-14,0.4280,3.67%,3.0831
SH513050,中概互联网ETF易方达,2018-09-14,1.2890,2018-11-05,1.1670,-4.06%,2.9578
SH513050,中概互联网ETF易方达,2018-11-05,1.1670,2018-12-17,1.1270,-6.15%,2.776
SH510880,红利ETF华泰柏瑞,2018-12-17,1.6270,2019-01-30,1.6440,2.48%,2.8448
SH513050,中概互联网ETF易方达,2019-01-30,1.1450,2019-03-20,1.2630,10.10%,3.1323
SZ159928,消费ETF,2019-03-20,0.6270,2019-05-07,0.6720,5.28%,3.2977
SH518880,黄金ETF,2019-05-07,2.7870,2019-06-19,2.9890,7.55%,3.5468
SZ159920,恒生ETF,2019-06-19,1.5140,2019-07-31,1.5070,2.89%,3.6494
SH512980,传媒ETF,2019-07-31,0.7260,2019-09-11,0.7980,9.99%,4.0138
SZ159930,能源ETF,2019-09-11,0.7410,2019-10-31,0.6810,-8.31%,3.6802
SH512690,酒ETF,2019-10-31,0.2080,2019-12-12,0.2210,7.25%,3.9469
SH512480,半导体ETF,2019-12-12,0.7290,2020-02-03,0.8250,29.75%,5.1209
SH518880,黄金ETF,2020-02-03,3.5200,2020-03-16,3.4140,2.10%,5.2284
SH511880,银华日利ETF,2020-03-16,90.2790,2020-04-28,90.4780,0.24%,5.2407
SH512690,酒ETF,2020-04-28,0.2460,2020-06-12,0.3450,47.62%,7.7363
SH512170,医疗ETF,2020-06-12,0.5990,2020-07-28,0.7220,21.88%,9.429
SH518880,黄金ETF,2020-07-28,4.1980,2020-09-08,4.0660,-3.33%,9.115
SZ159985,豆粕ETF,2020-09-08,1.0490,2020-10-28,1.1300,8.51%,9.8905
SH515030,新能源车ETF,2020-10-28,1.2500,2020-12-09,1.4090,17.23%,11.5944
SH512690,酒ETF,2020-12-09,0.8090,2021-01-21,0.9850,16.16%,13.4677
SH513050,中概互联网ETF易方达,2021-01-21,2.3360,2021-03-11,2.2050,-8.45%,12.3291
SH513080,法国CAC40ETF,2021-03-11,1.2340,2021-04-23,1.2390,4.47%,12.8806
SH512690,酒ETF,2021-04-23,0.9680,2021-06-09,1.0920,14.99%,14.8113
SH512480,半导体ETF,2021-06-09,1.1240,2021-07-22,1.4130,22.91%,18.2047
SH516780,稀土ETF,2021-07-22,1.2790,2021-09-02,1.5370,18.94%,21.6528
SH516970,基建ETF广发,2021-09-02,1.2560,2021-10-25,1.1450,-6.10%,20.3323
SZ159996,家电ETF,2021-10-25,1.2390,2021-12-06,1.2250,-3.65%,19.59
SH515220,煤炭ETF,2021-12-06,0.8270,2022-01-18,0.8410,-2.51%,19.0991
SH512930,AI人工智能ETF,2022-01-18,1.5200,2022-03-08,1.2650,-14.41%,16.347
SZ159985,豆粕ETF,2022-03-08,1.6000,2022-04-21,1.6320,1.97%,16.6685
SZ159985,豆粕ETF,2022-04-21,1.6320,2022-06-08,1.6540,1.00%,16.8345
SZ159608,稀有金属ETF,2022-06-08,0.9600,2022-07-20,1.0260,8.01%,18.1834
SZ159851,金融科技ETF,2022-07-20,0.4810,2022-08-31,0.4640,-1.47%,17.916
SH513360,教育ETF博时,2022-08-31,0.4460,2022-10-20,0.4100,-7.13%,16.6391
SH512480,半导体ETF,2022-10-20,0.8390,2022-12-01,0.8760,8.41%,18.0379
SZ159766,旅游ETF,2022-12-01,1.0450,2023-01-13,1.1180,3.60%,18.687
SH515220,煤炭ETF,2023-01-13,0.9930,2023-03-03,1.0550,5.93%,19.7951
SH516970,基建ETF广发,2023-03-03,1.2280,2023-04-17,1.3530,10.92%,21.956
SH516970,基建ETF广发,2023-04-17,1.3530,2023-06-01,1.2380,-7.21%,20.3724
SZ159869,游戏ETF,2023-06-01,1.5230,2023-07-17,1.2900,-11.20%,18.0906
SH513330,恒生互联网ETF,2023-07-17,0.4360,2023-08-28,0.4340,-3.39%,17.4781
SZ159615,恒生生物科技ETF南方,2023-08-28,0.8180,2023-10-17,0.8360,3.49%,18.0883
SH518880,黄金ETF,2023-10-17,4.4800,2023-11-28,4.5600,1.93%,18.4371
SH515220,煤炭ETF,2023-11-28,1.0650,2024-01-10,1.1280,7.43%,19.8073
SH513520,日经ETF,2024-01-10,1.3820,2024-02-29,1.5570,14.31%,22.641
SZ159995,芯片ETF,2024-02-29,0.8800,2024-04-15,0.8220,-2.42%,22.0941
SH560280,工程机械ETF,2024-04-15,1.1840,2024-05-30,1.1230,-2.43%,21.558
SZ159546,集成电路ETF,2024-05-30,0.8420,2024-07-12,0.8890,8.63%,23.4179
SH515250,智能汽车ETF,2024-07-12,0.8020,2024-08-23,0.6920,-14.09%,20.1183
SH520830,沙特ETF,2024-08-23,1.0120,2024-10-15,0.9960,-1.97%,19.7223
SH513500,标普500ETF博时,2024-10-15,2.0470,2024-11-26,2.1810,9.51%,21.5973
SH513400,道琼斯ETF,2024-11-26,1.2090,2025-01-08,1.1710,-0.51%,21.4873
SH513310,中韩半导体ETF,2025-01-08,1.5050,2025-02-27,1.6360,11.46%,23.9504
SH515210,钢铁ETF,2025-02-27,1.2150,2025-04-11,1.1170,-8.22%,21.9825
SH517520,黄金股ETF,2025-04-11,1.3370,2025-05-28,1.4030,8.69%,23.8925
SZ159509,纳指科技ETF景顺,2025-05-28,1.5390,2025-07-10,1.6830,9.40%,26.1373
SH515790,光伏ETF,2025-07-10,0.7290,2025-08-21,0.7880,10.35%,28.8424
SH515880,通信ETF,2025-08-21,0.6990,2025-10-10,0.8810,27.30%,36.716
SH560860,工业有色ETF万家,2025-10-10,1.4200,2025-11-21,1.3270,-3.94%,35.2707
SZ159972,5年地债ETF,2025-11-21,117.1520,2026-01-06,117.1140,-0.14%,35.2216
SH513310,中韩半导体ETF,2026-01-06,2.9530,2026-02-25,3.9410,37.78%,48.529
SH513310,中韩半导体ETF,2026-02-25,3.9410,2026-03-13,4.0300,4.65%,50.7847
