标的,名称,开始日期,开始价格,结束日期,结束价格,本次收益,总净值
SH518880,黄金ETF,2014-02-27,2.6020,2014-03-06,2.6230,-1.02%,0.9898
SH518880,黄金ETF,2014-03-06,2.6230,2014-03-13,2.6940,1.68%,1.0064
SH518880,黄金ETF,2014-03-13,2.6940,2014-03-20,2.6470,0.45%,1.0109
SH518880,黄金ETF,2014-03-20,2.6470,2014-03-27,2.5800,-2.46%,0.986
SH511880,银华日利ETF,2014-03-27,71.1180,2014-04-03,71.2610,0.16%,0.9876
SH511880,银华日利ETF,2014-04-03,71.2610,2014-04-11,71.3870,0.13%,0.9889
SH511880,银华日利ETF,2014-04-11,71.3870,2014-04-18,71.4400,0.11%,0.9899
SH511880,银华日利ETF,2014-04-18,71.4400,2014-04-25,71.5320,0.11%,0.991
SH511880,银华日利ETF,2014-04-25,71.5320,2014-05-06,71.6300,0.17%,0.9927
SH511880,银华日利ETF,2014-05-06,71.6300,2014-05-13,71.7110,0.12%,0.9939
SH511010,国债ETF,2014-05-13,95.9830,2014-05-20,95.8990,-0.14%,0.9925
SH511010,国债ETF,2014-05-20,95.8990,2014-05-27,96.4430,0.29%,0.9954
SH511880,银华日利ETF,2014-05-27,71.8590,2014-06-04,71.9640,0.15%,0.9969
SH511010,国债ETF,2014-06-04,97.2970,2014-06-11,96.8560,-0.12%,0.9957
SH510900,恒生中国企业ETF易方达,2014-06-11,0.9220,2014-06-18,0.9300,0.76%,1.0033
SH510900,恒生中国企业ETF易方达,2014-06-18,0.9300,2014-06-25,0.9070,-1.61%,0.9871
SH513500,标普500ETF博时,2014-06-25,0.5420,2014-07-02,0.5500,0.18%,0.9889
SH513500,标普500ETF博时,2014-07-02,0.5500,2014-07-09,0.5480,0.73%,0.9961
SH513500,标普500ETF博时,2014-07-09,0.5480,2014-07-16,0.5480,-0.36%,0.9925
SH511880,银华日利ETF,2014-07-16,72.4970,2014-07-23,72.5260,0.05%,0.9931
SH510170,大宗商品ETF,2014-07-23,0.3350,2014-07-30,0.3610,8.13%,1.0738
SH510880,红利ETF华泰柏瑞,2014-07-30,0.4180,2014-08-06,0.4550,7.03%,1.1493
SH510880,红利ETF华泰柏瑞,2014-08-06,0.4550,2014-08-13,0.4640,2.19%,1.1744
SH510880,红利ETF华泰柏瑞,2014-08-13,0.4640,2014-08-20,0.4680,1.50%,1.192
SH510880,红利ETF华泰柏瑞,2014-08-20,0.4680,2014-08-27,0.4350,-8.44%,1.0914
SH510500,中证500ETF,2014-08-27,3.6250,2014-09-03,3.7960,3.95%,1.1345
SZ159915,创业板ETF易方达,2014-09-03,1.4390,2014-09-11,1.4710,2.59%,1.1639
SZ159915,创业板ETF易方达,2014-09-11,1.4710,2014-09-18,1.4560,-1.84%,1.1424
SH510500,中证500ETF,2014-09-18,3.8870,2014-09-25,3.9710,3.06%,1.1774
SH511880,银华日利ETF,2014-09-25,73.2280,2014-10-09,73.6780,0.52%,1.1835
SH510500,中证500ETF,2014-10-09,4.1390,2014-10-16,4.0550,-0.39%,1.1789
SZ159929,医药ETF,2014-10-16,1.1600,2014-10-23,1.1040,-5.97%,1.1086
SH511010,国债ETF,2014-10-23,99.2330,2014-10-30,99.7350,0.71%,1.1164
SH511010,国债ETF,2014-10-30,99.7350,2014-11-06,100.4470,0.89%,1.1263
SH511010,国债ETF,2014-11-06,100.4470,2014-11-13,100.8340,0.35%,1.1302
SH511010,国债ETF,2014-11-13,100.8340,2014-11-20,100.4910,-0.55%,1.124
SH513500,标普500ETF博时,2014-11-20,0.5640,2014-11-27,0.5700,0.53%,1.13
SH510880,红利ETF华泰柏瑞,2014-11-27,0.7710,2014-12-04,0.9990,18.46%,1.3385
SH510880,红利ETF华泰柏瑞,2014-12-04,0.9990,2014-12-11,1.0630,18.01%,1.5796
SH510230,金融ETF,2014-12-11,0.6950,2014-12-18,0.7920,13.55%,1.7937
SH510230,金融ETF,2014-12-18,0.7920,2014-12-25,0.7900,-9.38%,1.6255
SH510230,金融ETF,2014-12-25,0.7900,2015-01-05,0.9330,23.39%,2.0056
SH510230,金融ETF,2015-01-05,0.9330,2015-01-12,0.8710,-3.92%,1.927
SH510880,红利ETF华泰柏瑞,2015-01-12,1.2440,2015-01-19,1.0930,3.16%,1.9878
SH511010,国债ETF,2015-01-19,102.4390,2015-01-26,102.7160,0.47%,1.9971
SZ159920,恒生ETF,2015-01-26,1.0920,2015-02-02,1.0640,-1.47%,1.9678
SZ159902,中小100ETF华夏,2015-02-02,2.8000,2015-02-09,2.7840,-0.39%,1.9601
SZ159915,创业板ETF易方达,2015-02-09,1.6450,2015-02-16,1.8300,6.02%,2.0781
SH511010,国债ETF,2015-02-16,103.5730,2015-03-02,103.3030,-0.22%,2.0734
SH511880,银华日利ETF,2015-03-02,75.0060,2015-03-09,75.0480,0.09%,2.0752
SH511880,银华日利ETF,2015-03-09,75.0480,2015-03-16,75.2530,0.18%,2.0789
SZ159915,创业板ETF易方达,2015-03-16,2.0610,2015-03-23,2.2060,6.73%,2.2188
SH510880,红利ETF华泰柏瑞,2015-03-23,1.6030,2015-03-30,1.6980,4.40%,2.3164
SH510880,红利ETF华泰柏瑞,2015-03-30,1.6980,2015-04-07,1.9080,11.72%,2.5878
SH510880,红利ETF华泰柏瑞,2015-04-07,1.9080,2015-04-14,2.0730,14.15%,2.954
SH510880,红利ETF华泰柏瑞,2015-04-14,2.0730,2015-04-21,2.1390,0.97%,2.9828
SH510880,红利ETF华泰柏瑞,2015-04-21,2.1390,2015-04-28,2.2020,9.24%,3.2585
SH510880,红利ETF华泰柏瑞,2015-04-28,2.2020,2015-05-06,2.0260,-7.40%,3.0172
SH510880,红利ETF华泰柏瑞,2015-05-06,2.0260,2015-05-13,2.1100,1.81%,3.0718
SZ159915,创业板ETF易方达,2015-05-13,3.0360,2015-05-20,3.2640,1.79%,3.1268
SZ159915,创业板ETF易方达,2015-05-20,3.2640,2015-05-27,3.4630,8.73%,3.3997
SZ159915,创业板ETF易方达,2015-05-27,3.4630,2015-06-03,3.7900,8.81%,3.6991
SZ159939,信息技术ETF,2015-06-03,1.3330,2015-06-10,1.1270,-8.39%,3.3886
SH510500,中证500ETF,2015-06-10,9.6170,2015-06-17,9.5650,-1.10%,3.3513
SH510880,红利ETF华泰柏瑞,2015-06-17,2.7960,2015-06-25,2.4650,-4.07%,3.2149
SH511880,银华日利ETF,2015-06-25,76.2380,2015-07-02,76.2550,0.01%,3.2153
SH511880,银华日利ETF,2015-07-02,76.2550,2015-07-09,76.3640,0.14%,3.2197
SH511880,银华日利ETF,2015-07-09,76.3640,2015-07-16,76.4290,0.08%,3.2223
SH511880,银华日利ETF,2015-07-16,76.4290,2015-07-23,76.4760,0.07%,3.2246
SH511880,银华日利ETF,2015-07-23,76.4760,2015-07-30,76.5500,0.07%,3.2268
SH511880,银华日利ETF,2015-07-30,76.5500,2015-08-06,76.5730,0.09%,3.2295
SH511880,银华日利ETF,2015-08-06,76.5730,2015-08-13,76.6090,0.02%,3.2302
SH511880,银华日利ETF,2015-08-13,76.6090,2015-08-20,76.6560,0.06%,3.2323
SH511880,银华日利ETF,2015-08-20,76.6560,2015-08-27,76.6940,0.04%,3.2337
SH511880,银华日利ETF,2015-08-27,76.6940,2015-09-07,76.8000,0.15%,3.2386
SH511880,银华日利ETF,2015-09-07,76.8000,2015-09-14,76.8230,0.02%,3.2393
SH511880,银华日利ETF,2015-09-14,76.8230,2015-09-21,76.8630,0.06%,3.2411
SH511880,银华日利ETF,2015-09-21,76.8630,2015-09-28,76.9140,0.05%,3.2426
SH511880,银华日利ETF,2015-09-28,76.9140,2015-10-12,76.9770,0.11%,3.2461
SH511880,银华日利ETF,2015-10-12,76.9770,2015-10-19,77.0570,0.09%,3.2489
SH511880,银华日利ETF,2015-10-19,77.0570,2015-10-26,77.0970,0.05%,3.2505
SH518880,黄金ETF,2015-10-26,2.3870,2015-11-02,2.3400,-2.16%,3.1801
SZ159915,创业板ETF易方达,2015-11-02,2.3110,2015-11-09,2.5830,8.47%,3.4495
SZ159915,创业板ETF易方达,2015-11-09,2.5830,2015-11-16,2.6700,1.26%,3.4929
SH512070,证券保险ETF易方达,2015-11-16,0.6550,2015-11-23,0.6360,-2.59%,3.4025
SZ159939,信息技术ETF,2015-11-23,0.7070,2015-11-30,0.6930,-2.37%,3.3217
SH511880,银华日利ETF,2015-11-30,77.3420,2015-12-07,77.4360,0.09%,3.3247
SH511880,银华日利ETF,2015-12-07,77.4360,2015-12-14,77.4750,0.06%,3.3267
SH511880,银华日利ETF,2015-12-14,77.4750,2015-12-21,77.5250,0.08%,3.3293
SH511010,国债ETF,2015-12-21,107.4170,2015-12-28,107.9610,0.47%,3.3448
SH511010,国债ETF,2015-12-28,107.9610,2016-01-05,107.3360,-0.09%,3.3419
SH511010,国债ETF,2016-01-05,107.3360,2016-01-12,108.0880,0.37%,3.3541
SH511010,国债ETF,2016-01-12,108.0880,2016-01-19,107.7760,0.25%,3.3625
SH511880,银华日利ETF,2016-01-19,77.7340,2016-01-26,77.8010,0.06%,3.3645
SH518880,黄金ETF,2016-01-26,2.3790,2016-02-02,2.3890,1.88%,3.4278
SH518880,黄金ETF,2016-02-02,2.3890,2016-02-16,2.5120,6.88%,3.6637
