标的,名称,开始日期,开始价格,结束日期,结束价格,本次收益,总净值
SH510170,大宗商品ETF,2015-08-12,0.6045,2015-08-19,0.5612,-3.91%,2.0394
SH511010,国债ETF,2015-08-19,105.1221,2015-08-26,105.5145,0.34%,2.0463
SH511010,国债ETF,2015-08-26,105.5145,2015-09-02,106.5052,1.05%,2.0677
SH510050,上证50ETF,2015-09-02,1.8676,2015-09-11,1.8317,-0.99%,2.0473
SH511010,国债ETF,2015-09-11,105.6257,2015-09-18,105.7663,-0.07%,2.0458
SH510900,恒生中国企业ETF易方达,2015-09-18,0.9270,2015-09-25,0.8831,-2.00%,2.0049
SZ159941,纳指ETF,2015-09-25,0.2288,2015-10-09,0.2317,0.98%,2.0246
SH511010,国债ETF,2015-10-09,106.2588,2015-10-16,106.4125,0.81%,2.0411
空仓,-,2015-10-16,-,2015-10-23,-,0.00%,2.0411
空仓,-,2015-10-23,-,2015-10-30,-,0.00%,2.0411
SZ159941,纳指ETF,2015-10-30,0.2490,2015-11-06,0.2500,-0.30%,2.0349
SH510230,金融ETF,2015-11-06,0.8595,2015-11-13,0.8495,2.32%,2.0821
SH511010,国债ETF,2015-11-13,106.3997,2015-11-20,106.4194,-0.00%,2.0821
SH513500,标普500ETF博时,2015-11-20,0.6115,2015-11-27,0.6120,0.49%,2.0924
SH511010,国债ETF,2015-11-27,106.8332,2015-12-04,107.0036,0.13%,2.095
SZ159901,深证100ETF易方达,2015-12-04,2.1848,2015-12-11,2.1638,-1.66%,2.0602
SH511010,国债ETF,2015-12-11,107.1445,2015-12-18,107.4804,0.06%,2.0614
SZ159915,创业板ETF易方达,2015-12-18,2.6680,2015-12-25,2.6200,-1.87%,2.0229
SH513500,标普500ETF博时,2015-12-25,0.6135,2016-01-04,0.6135,0.82%,2.0394
SH511010,国债ETF,2016-01-04,107.8794,2016-01-11,108.2686,0.00%,2.0395
SH518880,黄金ETF,2016-01-11,2.3470,2016-01-18,2.3130,-1.45%,2.0098
SZ159930,能源ETF,2016-01-18,0.7890,2016-01-25,0.8070,-3.10%,1.9475
SZ159943,深证成指ETF大成,2016-01-25,0.8910,2016-02-01,0.8291,-6.89%,1.8133
SZ159920,恒生ETF,2016-02-01,0.9443,2016-02-15,0.9034,-1.21%,1.7913
SH518880,黄金ETF,2016-02-15,2.5470,2016-02-22,2.5550,5.02%,1.8812
SZ159939,信息技术ETF,2016-02-22,1.1684,2016-02-29,0.9855,-8.38%,1.7235
SZ159928,消费ETF,2016-02-29,1.1690,2016-03-07,1.2280,3.51%,1.7839
SH510050,上证50ETF,2016-03-07,1.7632,2016-03-14,1.7340,-2.64%,1.7368
空仓,-,2016-03-14,-,2016-03-21,-,0.00%,1.7368
SZ159915,创业板ETF易方达,2016-03-21,2.1160,2016-03-28,2.0730,1.11%,1.7561
SH511010,国债ETF,2016-03-28,109.7039,2016-04-05,109.9217,0.38%,1.7628
SH510880,红利ETF华泰柏瑞,2016-04-05,1.6008,2016-04-12,1.5864,1.16%,1.7833
SH518880,黄金ETF,2016-04-12,2.6070,2016-04-19,2.5880,-1.12%,1.7634
SZ159928,消费ETF,2016-04-19,1.2790,2016-04-26,1.2610,-0.70%,1.751
SH511010,国债ETF,2016-04-26,108.5631,2016-05-04,109.0862,0.66%,1.7625
SZ159929,医药ETF,2016-05-04,1.3200,2016-05-11,1.2800,-3.44%,1.7019
SH513500,标普500ETF博时,2016-05-11,0.6280,2016-05-18,0.6155,-0.40%,1.6951
SH510170,大宗商品ETF,2016-05-18,0.3702,2016-05-25,0.3800,2.31%,1.7343
SZ159941,纳指ETF,2016-05-25,0.2395,2016-06-01,0.2445,3.49%,1.7949
SZ159943,深证成指ETF大成,2016-06-01,0.8945,2016-06-08,0.9026,1.72%,1.8257
SH510900,恒生中国企业ETF易方达,2016-06-08,0.8519,2016-06-17,0.8107,-4.97%,1.7349
SH510500,中证500ETF,2016-06-17,5.2282,2016-06-24,5.1653,1.04%,1.7529
SH511010,国债ETF,2016-06-24,109.7690,2016-07-01,110.1896,0.27%,1.7577
SH510900,恒生中国企业ETF易方达,2016-07-01,0.8556,2016-07-08,0.8464,-0.43%,1.7501
SZ159939,信息技术ETF,2016-07-08,0.6005,2016-07-15,0.6070,1.92%,1.7837
SZ159920,恒生ETF,2016-07-15,1.0860,2016-07-22,1.1003,2.73%,1.8323
SH511010,国债ETF,2016-07-22,110.5738,2016-07-29,110.7512,0.08%,1.8337
SH511010,国债ETF,2016-07-29,110.7512,2016-08-05,111.0447,0.20%,1.8374
SZ159901,深证100ETF易方达,2016-08-05,1.9286,2016-08-12,1.9789,0.84%,1.8527
SH510230,金融ETF,2016-08-12,0.8060,2016-08-19,0.8164,3.23%,1.9125
SZ159920,恒生ETF,2016-08-19,1.1516,2016-08-26,1.1526,0.08%,1.9141
SH510050,上证50ETF,2016-08-26,1.8935,2016-09-02,1.9036,-0.04%,1.9133
SZ159920,恒生ETF,2016-09-02,1.1706,2016-09-09,1.2315,3.59%,1.9819
SH510900,恒生中国企业ETF易方达,2016-09-09,0.9957,2016-09-20,0.9554,-2.33%,1.9357
SH511010,国债ETF,2016-09-20,111.1964,2016-09-27,111.2447,0.08%,1.9373
SH511010,国债ETF,2016-09-27,111.2447,2016-10-11,111.5166,0.24%,1.9419
SH512660,军工ETF,2016-10-11,1.0070,2016-10-18,1.0050,-0.40%,1.9341
SZ159929,医药ETF,2016-10-18,1.4850,2016-10-25,1.4800,0.27%,1.9393
SZ159930,能源ETF,2016-10-25,0.8320,2016-11-01,0.8190,-0.49%,1.9299
SH512880,证券ETF,2016-11-01,1.0700,2016-11-08,1.0910,2.74%,1.9827
SH510880,红利ETF华泰柏瑞,2016-11-08,1.7513,2016-11-15,1.7696,1.84%,2.0192
SZ159949,创业板50ETF,2016-11-15,0.9291,2016-11-22,0.9259,-0.83%,2.0025
SH513500,标普500ETF博时,2016-11-22,0.7895,2016-11-29,0.8220,6.93%,2.1413
SH510050,上证50ETF,2016-11-29,2.0880,2016-12-06,2.0215,-1.41%,2.111
SH513500,标普500ETF博时,2016-12-06,0.8895,2016-12-13,0.9360,3.63%,2.1877
SZ159920,恒生ETF,2016-12-13,1.1706,2016-12-20,1.1393,-2.27%,2.138
SH512880,证券ETF,2016-12-20,1.0300,2016-12-27,1.0270,0.49%,2.1484
SZ159930,能源ETF,2016-12-27,0.8210,2017-01-04,0.8100,-0.73%,2.1327
SZ159901,深证100ETF易方达,2017-01-04,1.9687,2017-01-11,1.9413,0.55%,2.1445
SZ159920,恒生ETF,2017-01-11,1.1963,2017-01-18,1.1963,0.16%,2.1479
SH510050,上证50ETF,2017-01-18,2.0010,2017-01-25,2.0121,1.07%,2.171
SH510880,红利ETF华泰柏瑞,2017-01-25,1.8080,2017-02-08,1.8053,-0.19%,2.1669
SH518880,黄金ETF,2017-02-08,2.7220,2017-02-15,2.7070,-0.07%,2.1653
SH510900,恒生中国企业ETF易方达,2017-02-15,1.0544,2017-02-22,1.0599,1.50%,2.1979
SZ159928,消费ETF,2017-02-22,1.5720,2017-03-01,1.5620,0.26%,2.2035
SH512070,证券保险ETF易方达,2017-03-01,1.7080,2017-03-08,1.6960,-0.88%,2.1842
SZ159930,能源ETF,2017-03-08,0.8530,2017-03-15,0.8470,-1.42%,2.1533
SH510880,红利ETF华泰柏瑞,2017-03-15,1.8465,2017-03-22,1.8371,0.44%,2.1628
SH510410,资源ETF博时,2017-03-22,0.7010,2017-03-29,0.6940,-1.14%,2.1382
SZ159929,医药ETF,2017-03-29,1.4520,2017-04-07,1.4570,-0.21%,2.1338
SH512660,军工ETF,2017-04-07,1.0700,2017-04-14,1.0840,3.60%,2.2105
SH510170,大宗商品ETF,2017-04-14,0.4577,2017-04-21,0.4387,-3.30%,2.1376
SZ159928,消费ETF,2017-04-21,1.6410,2017-04-28,1.6240,-0.30%,2.1311
SZ159915,创业板ETF易方达,2017-04-28,1.7770,2017-05-08,1.7160,-1.19%,2.1057
SH511010,国债ETF,2017-05-08,107.5789,2017-05-15,107.4144,-0.52%,2.0947
SH510230,金融ETF,2017-05-15,0.8244,2017-05-22,0.8205,-1.19%,2.0697
SZ159901,深证100ETF易方达,2017-05-22,1.9809,2017-05-31,2.0023,0.74%,2.085
SH512000,券商ETF,2017-05-31,0.9380,2017-06-07,0.9410,0.21%,2.0894
SH512660,军工ETF,2017-06-07,0.8630,2017-06-14,0.8610,0.12%,2.0919
SZ159928,消费ETF,2017-06-14,1.7510,2017-06-21,1.7580,-0.46%,2.0823
SZ159901,深证100ETF易方达,2017-06-21,2.1282,2017-06-28,2.1648,4.35%,2.1729
SZ159928,消费ETF,2017-06-28,1.7950,2017-07-05,1.7900,-1.39%,2.1427
SH510170,大宗商品ETF,2017-07-05,0.4440,2017-07-12,0.4563,5.10%,2.252
SZ159920,恒生ETF,2017-07-12,1.3532,2017-07-19,1.3818,1.76%,2.2917
SH513500,标普500ETF博时,2017-07-19,0.7690,2017-07-26,0.7700,0.20%,2.2961
SH513050,中概互联网ETF易方达,2017-07-26,1.3710,2017-08-02,1.4480,6.41%,2.4434
SZ159920,恒生ETF,2017-08-02,1.4303,2017-08-09,1.4207,0.60%,2.4582
SH510170,大宗商品ETF,2017-08-09,0.5420,2017-08-16,0.5170,-1.86%,2.4124
SZ159949,创业板50ETF,2017-08-16,0.7320,2017-08-23,0.7250,1.12%,2.4395
SH512070,证券保险ETF易方达,2017-08-23,1.9610,2017-08-30,2.0550,6.01%,2.5862
SZ159930,能源ETF,2017-08-30,0.9050,2017-09-06,0.9100,3.33%,2.6724
SH512400,有色金属ETF,2017-09-06,1.0416,2017-09-13,1.0651,3.51%,2.7661
SH513050,中概互联网ETF易方达,2017-09-13,1.4270,2017-09-20,1.4990,5.41%,2.9158
SH513050,中概互联网ETF易方达,2017-09-20,1.4990,2017-09-27,1.4390,-3.93%,2.8011
SZ159930,能源ETF,2017-09-27,0.8830,2017-10-11,0.8850,0.23%,2.8074
SZ159928,消费ETF,2017-10-11,2.1370,2017-10-18,2.1030,1.65%,2.8539
SH510900,恒生中国企业ETF易方达,2017-10-18,1.1469,2017-10-25,1.1377,-1.04%,2.8241
SZ159949,创业板50ETF,2017-10-25,0.7680,2017-11-01,0.7290,-3.67%,2.7204
SZ159941,纳指ETF,2017-11-01,0.3425,2017-11-08,0.3440,1.17%,2.7524
SZ159928,消费ETF,2017-11-08,2.3840,2017-11-15,2.2810,-2.50%,2.6837
SZ159929,医药ETF,2017-11-15,1.6170,2017-11-22,1.6220,0.49%,2.6969
SH513050,中概互联网ETF易方达,2017-11-22,1.5760,2017-11-29,1.5470,-1.21%,2.6642
SH511010,国债ETF,2017-11-29,107.6193,2017-12-06,107.2696,0.45%,2.6762
SH510170,大宗商品ETF,2017-12-06,0.4970,2017-12-13,0.4920,-1.35%,2.6402
SZ159928,消费ETF,2017-12-13,2.3100,2017-12-20,2.3500,2.49%,2.706
SH511010,国债ETF,2017-12-20,107.8942,2017-12-27,107.9779,0.06%,2.7076
SH510410,资源ETF博时,2017-12-27,0.8030,2018-01-04,0.8500,5.82%,2.865
SH512200,房地产ETF,2018-01-04,1.0060,2018-01-11,1.0640,6.37%,3.0477
SZ159928,消费ETF,2018-01-11,2.5150,2018-01-18,2.5520,1.30%,3.0874
SH512070,证券保险ETF易方达,2018-01-18,2.2100,2018-01-25,2.2260,1.48%,3.1332
SH512980,传媒ETF,2018-01-25,1.0650,2018-02-01,0.9940,-4.23%,3.0008
SH518880,黄金ETF,2018-02-01,2.7290,2018-02-08,2.6800,-1.68%,2.9503
SH511010,国债ETF,2018-02-08,108.4055,2018-02-22,108.7306,0.43%,2.963
SH513050,中概互联网ETF易方达,2018-02-22,1.5470,2018-03-01,1.5320,3.23%,3.0588
SZ159939,信息技术ETF,2018-03-01,0.5480,2018-03-08,0.5475,2.82%,3.145
SZ159929,医药ETF,2018-03-08,1.6260,2018-03-15,1.6340,2.14%,3.2124
SH511010,国债ETF,2018-03-15,109.1345,2018-03-22,109.1867,0.06%,3.2143
SH511260,十年国债ETF,2018-03-22,97.7873,2018-03-29,97.7292,0.49%,3.23
SZ159949,创业板50ETF,2018-03-29,0.7050,2018-04-09,0.6980,-0.29%,3.2207
SH511260,十年国债ETF,2018-04-09,98.6098,2018-04-16,98.7810,0.41%,3.234
SH511010,国债ETF,2018-04-16,110.4221,2018-04-23,110.4408,0.30%,3.2438
空仓,-,2018-04-23,-,2018-05-02,-,0.00%,3.2438
SZ159930,能源ETF,2018-05-02,0.7700,2018-05-09,0.7900,1.81%,3.3026
SZ159929,医药ETF,2018-05-09,1.7680,2018-05-16,1.8160,2.09%,3.3718
SZ159930,能源ETF,2018-05-16,0.7870,2018-05-23,0.8140,3.64%,3.4946
SH511260,十年国债ETF,2018-05-23,99.2729,2018-05-30,100.1584,0.73%,3.52
SH511260,十年国债ETF,2018-05-30,100.1584,2018-06-06,99.8298,-0.21%,3.5128
SH513050,中概互联网ETF易方达,2018-06-06,1.5350,2018-06-13,1.5650,1.83%,3.5772
SH513500,标普500ETF博时,2018-06-13,0.8355,2018-06-21,0.8365,-0.84%,3.5472
SH518880,黄金ETF,2018-06-21,2.6410,2018-06-28,2.6550,0.45%,3.5633
SZ159943,深证成指ETF大成,2018-06-28,0.8462,2018-07-05,0.8386,-0.12%,3.559
SH518880,黄金ETF,2018-07-05,2.6750,2018-07-12,2.6680,0.11%,3.563
SZ159929,医药ETF,2018-07-12,1.7100,2018-07-19,1.6980,2.98%,3.6693
SH511010,国债ETF,2018-07-19,111.7146,2018-07-26,111.7265,-0.05%,3.6675
空仓,-,2018-07-26,-,2018-08-02,-,0.00%,3.6675
SH511010,国债ETF,2018-08-02,112.1077,2018-08-09,112.0880,0.18%,3.6743
SH512070,证券保险ETF易方达,2018-08-09,1.6620,2018-08-16,1.6180,-0.06%,3.672
SH518880,黄金ETF,2018-08-16,2.6040,2018-08-23,2.6270,-0.42%,3.6567
SH512070,证券保险ETF易方达,2018-08-23,1.6770,2018-08-30,1.6800,1.93%,3.7273
SZ159941,纳指ETF,2018-08-30,0.4333,2018-09-06,0.4245,1.70%,3.7906
SH512660,军工ETF,2018-09-06,0.7260,2018-09-13,0.7360,0.84%,3.8223
SH513500,标普500ETF博时,2018-09-13,0.9195,2018-09-20,0.9255,0.05%,3.8244
SZ159928,消费ETF,2018-09-20,2.0100,2018-09-28,2.1640,6.34%,4.0669
SZ159928,消费ETF,2018-09-28,2.1640,2018-10-12,1.9910,-9.93%,3.6633
SH511260,十年国债ETF,2018-10-12,101.1561,2018-10-19,101.4060,0.25%,3.6723
SH511010,国债ETF,2018-10-19,112.8131,2018-10-26,112.5993,-0.16%,3.6665
SH518880,黄金ETF,2018-10-26,2.7570,2018-11-02,2.7310,-1.05%,3.628
SZ159928,消费ETF,2018-11-02,1.8250,2018-11-09,1.7750,2.77%,3.7284
SH513500,标普500ETF博时,2018-11-09,0.8995,2018-11-16,0.8745,-3.43%,3.6005
SH512980,传媒ETF,2018-11-16,0.7290,2018-11-23,0.6800,-2.21%,3.5208
SH518880,黄金ETF,2018-11-23,2.7310,2018-11-30,2.7320,0.11%,3.5247
SZ159941,纳指ETF,2018-11-30,0.3887,2018-12-07,0.3823,-2.84%,3.4245
SH518880,黄金ETF,2018-12-07,2.7380,2018-12-14,2.7450,0.48%,3.4408
SZ159930,能源ETF,2018-12-14,0.7030,2018-12-21,0.6680,-2.56%,3.3527
SH518880,黄金ETF,2018-12-21,2.7880,2018-12-28,2.8260,1.41%,3.3999
SH511260,十年国债ETF,2018-12-28,104.4225,2019-01-08,104.3812,0.33%,3.4111
SH512660,军工ETF,2019-01-08,0.6610,2019-01-15,0.6640,-1.94%,3.3451
SH511010,国债ETF,2019-01-15,114.7745,2019-01-22,114.7854,0.01%,3.3453
空仓,-,2019-01-22,-,2019-01-29,-,0.00%,3.3453
SH512550,富时A50,2019-01-29,0.9670,2019-02-12,0.9970,4.18%,3.485
SZ159949,创业板50ETF,2019-02-12,0.4670,2019-02-19,0.4930,8.01%,3.7641
SH510410,资源ETF博时,2019-02-19,0.6070,2019-02-26,0.6620,8.37%,4.0794
SH512000,券商ETF,2019-02-26,0.9980,2019-03-05,0.9950,-2.45%,3.9794
SZ159915,创业板ETF易方达,2019-03-05,1.6150,2019-03-12,1.6960,6.56%,4.2402
SZ159939,信息技术ETF,2019-03-12,0.5975,2019-03-19,0.5290,-5.60%,4.0028
SZ159928,消费ETF,2019-03-19,2.4980,2019-03-26,2.3950,-4.69%,3.8152
SH511260,十年国债ETF,2019-03-26,105.4005,2019-04-02,104.7128,-0.10%,3.8114
SH512660,军工ETF,2019-04-02,0.8600,2019-04-10,0.8460,-1.28%,3.7626
SH512550,富时A50,2019-04-10,1.1830,2019-04-17,1.1990,1.78%,3.8296
SH510810,上海国企ETF汇添富,2019-04-17,0.9411,2019-04-24,0.9211,-0.49%,3.811
SH513500,标普500ETF博时,2019-04-24,0.9190,2019-05-08,0.9080,1.54%,3.8696
SH518880,黄金ETF,2019-05-08,2.8040,2019-05-15,2.8440,2.55%,3.9681
SH511030,公司债ETF,2019-05-15,2.6496,2019-05-22,2.6484,0.05%,3.9701
SH518880,黄金ETF,2019-05-22,2.8340,2019-05-29,2.8610,0.71%,3.9981
SZ159928,消费ETF,2019-05-29,2.7270,2019-06-05,2.6680,-1.55%,3.9363
SH518880,黄金ETF,2019-06-05,2.9630,2019-06-13,2.9770,0.95%,3.9737
SH512400,有色金属ETF,2019-06-13,0.6461,2019-06-20,0.6500,-1.36%,3.9196
SH510230,金融ETF,2019-06-20,1.0676,2019-06-27,1.0558,1.64%,3.984
SH512200,房地产ETF,2019-06-27,0.8650,2019-07-04,0.8990,3.70%,4.1314
SH512660,军工ETF,2019-07-04,0.7820,2019-07-11,0.7480,-3.11%,4.003
空仓,-,2019-07-11,-,2019-07-18,-,0.00%,4.003
SH511010,国债ETF,2019-07-18,115.8562,2019-07-25,115.8947,0.10%,4.0069
SZ159902,中小100ETF华夏,2019-07-25,2.8460,2019-08-01,2.8380,1.39%,4.0624
SH510810,上海国企ETF汇添富,2019-08-01,0.8755,2019-08-08,0.8273,-7.01%,3.7776
SH518880,黄金ETF,2019-08-08,3.3860,2019-08-15,3.4140,0.39%,3.7922
SH512170,医疗ETF,2019-08-15,0.3680,2019-08-22,0.3787,3.76%,3.9349
SH512670,国防ETF,2019-08-22,0.5040,2019-08-29,0.5180,2.20%,4.0215
SH512930,AI人工智能ETF,2019-08-29,0.9364,2019-09-05,0.9908,4.86%,4.2171
SH512480,半导体ETF,2019-09-05,0.6180,2019-09-12,0.6330,2.19%,4.3094
SH512000,券商ETF,2019-09-12,0.9860,2019-09-20,0.9390,-2.88%,4.1852
SH512690,酒ETF,2019-09-20,0.4207,2019-09-27,0.4174,-0.79%,4.1522
SH511010,国债ETF,2019-09-27,116.4069,2019-10-11,116.5478,0.10%,4.1562
SH512170,医疗ETF,2019-10-11,0.4163,2019-10-18,0.4237,2.18%,4.2467
SH513050,中概互联网ETF易方达,2019-10-18,1.2370,2019-10-25,1.2270,-2.10%,4.1577
SH511010,国债ETF,2019-10-25,116.4601,2019-11-01,116.2690,-0.18%,4.1504
SZ159930,能源ETF,2019-11-01,0.6830,2019-11-08,0.6820,0.29%,4.1626
SZ159930,能源ETF,2019-11-08,0.6820,2019-11-15,0.6530,-3.22%,4.0285
SH512170,医疗ETF,2019-11-15,0.4417,2019-11-22,0.4313,0.83%,4.0618
SH510170,大宗商品ETF,2019-11-22,0.3983,2019-11-29,0.4002,1.52%,4.1235
SH512480,半导体ETF,2019-11-29,0.6245,2019-12-06,0.6820,7.74%,4.4427
SH512480,半导体ETF,2019-12-06,0.6820,2019-12-13,0.7310,9.13%,4.8484
SH512480,半导体ETF,2019-12-13,0.7310,2019-12-20,0.7140,-0.96%,4.8019
SH513050,中概互联网ETF易方达,2019-12-20,1.4060,2019-12-27,1.4740,3.65%,4.9773
SH512400,有色金属ETF,2019-12-27,0.7038,2020-01-06,0.7587,7.31%,5.341
SH512980,传媒ETF,2020-01-06,0.9050,2020-01-13,0.9290,3.16%,5.5096
SH512690,酒ETF,2020-01-13,0.4582,2020-01-20,0.4519,0.57%,5.5411
SH515000,科技ETF,2020-01-20,1.4330,2020-02-04,1.3600,-8.71%,5.0587
SH511260,十年国债ETF,2020-02-04,109.0576,2020-02-11,109.5092,0.26%,5.0718
SZ159941,纳指ETF,2020-02-11,0.5640,2020-02-18,0.5583,3.77%,5.263
SH512480,半导体ETF,2020-02-18,1.0650,2020-02-25,1.2240,18.67%,6.2457
SH515880,通信ETF,2020-02-25,1.3880,2020-03-03,1.2880,-4.14%,5.987
SH511260,十年国债ETF,2020-03-03,109.8997,2020-03-10,111.2506,2.00%,6.107
空仓,-,2020-03-10,-,2020-03-17,-,0.00%,6.107
SH511010,国债ETF,2020-03-17,119.9830,2020-03-24,120.4963,0.19%,6.1185
空仓,-,2020-03-24,-,2020-03-31,-,0.00%,6.1185
SH511010,国债ETF,2020-03-31,121.3642,2020-04-08,122.5385,0.74%,6.1635
SH512670,国防ETF,2020-04-08,0.5725,2020-04-15,0.5640,1.06%,6.2289
SH518880,黄金ETF,2020-04-15,3.7020,2020-04-22,3.6740,-0.75%,6.1819
SZ159998,计算机ETF,2020-04-22,1.0230,2020-04-29,0.9830,-3.63%,5.9576
SZ159941,纳指ETF,2020-04-29,0.5242,2020-05-11,0.5285,4.56%,6.2292
