标的,名称,开始日期,开始价格,结束日期,结束价格,本次收益,总净值
"SH510500,SH510230,SH510180","中证500ETF,金融ETF,上证180ETF",2014-07-08,"3.3973,0.4764,1.5195",2014-07-15,"3.4422,0.4750,1.5266",0.51%,1.0933
"SZ159928,SH510500,SZ159929","消费ETF,中证500ETF,医药ETF",2014-07-15,"0.9420,3.4422,0.9920",2014-07-22,"0.9600,3.4362,0.9910",0.43%,1.098
"SZ159928,SH510050,SH510300","消费ETF,上证50ETF,沪深300ETF华泰柏瑞",2014-07-22,"0.9600,1.2494,1.8224",2014-07-29,"0.9810,1.3448,1.9418",6.70%,1.1716
"SH510230,SH510410,SH510170","金融ETF,资源ETF博时,大宗商品ETF",2014-07-29,"0.5263,0.6050,0.3590",2014-08-05,"0.5307,0.6270,0.3750",2.12%,1.1963
"SZ159928,SH510410,SZ159930","消费ETF,资源ETF博时,能源ETF",2014-08-05,"1.0200,0.6270,0.8760",2014-08-12,"1.0190,0.6300,0.8720",0.26%,1.1995
"SZ159915,SH510500","创业板ETF易方达,中证500ETF",2014-08-12,"1.3640,3.6996",2014-08-19,"1.4040,3.7834",2.40%,1.2283
"SZ159915,SZ159902,SH510500","创业板ETF易方达,中小100ETF华夏,中证500ETF",2014-08-19,"1.4040,2.4250,3.7834",2014-08-26,"1.3770,2.3960,3.7115",0.48%,1.2343
"SH510900,SH513500,SH510300","恒生中国企业ETF易方达,标普500ETF博时,沪深300ETF华泰柏瑞",2014-08-26,"0.9618,0.5545,1.9401",2014-09-02,"0.9481,0.5580,1.9876",-0.17%,1.2322
"SH510500,SZ159915,SZ159902","中证500ETF,创业板ETF易方达,中小100ETF华夏",2014-09-02,"3.8492,1.4300,2.4900",2014-09-10,"3.9600,1.4670,2.5510",3.54%,1.2758
"SH510500,SZ159902,SZ159915","中证500ETF,中小100ETF华夏,创业板ETF易方达",2014-09-10,"3.9600,2.5510,1.4670",2014-09-17,"3.9390,2.5050,1.4400",-1.65%,1.2548
"SH511010,SH518880,SH510880","国债ETF,黄金ETF,红利ETF华泰柏瑞",2014-09-17,"97.6072,2.4590,1.1477",2014-09-24,"98.0845,2.4180,1.1663",-0.24%,1.2518
SZ159929,医药ETF,2014-09-24,1.0840,2014-10-08,1.1490,2.98%,1.289
"SZ159929,SH510500,SZ159902","医药ETF,中证500ETF,中小100ETF华夏",2014-10-08,"1.1490,4.2054,2.6380",2014-10-15,"1.1900,4.1905,2.6110",1.20%,1.3044
"SZ159929,SH511010,SH510300","医药ETF,国债ETF,沪深300ETF华泰柏瑞",2014-10-15,"1.1900,99.7829,2.0448",2014-10-22,"1.1190,99.7771,2.0137",0.19%,1.3069
"SH513500,SH518880,SH510050","标普500ETF博时,黄金ETF,上证50ETF",2014-10-22,"0.5390,2.4640,1.3391",2014-10-29,"0.5465,2.4280,1.3456",0.10%,1.3082
"SH510500,SZ159915,SZ159929","中证500ETF,创业板ETF易方达,医药ETF",2014-10-29,"4.2024,1.4890,1.1430",2014-11-05,"4.1994,1.4710,1.1220",-0.12%,1.3066
"SZ159930,SH513500,SH510170","能源ETF,标普500ETF博时,大宗商品ETF",2014-11-05,"0.9000,0.5565,0.3950",2014-11-12,"0.8980,0.5630,0.3955",-1.40%,1.2884
"SH510230,SH510050,SH510180","金融ETF,上证50ETF,上证180ETF",2014-11-12,"0.5761,1.4475,1.8389",2014-11-19,"0.5505,1.3991,1.7937",-1.75%,1.2658
"SZ159915,SH518880,SZ159902","创业板ETF易方达,黄金ETF,中小100ETF华夏",2014-11-19,"1.4640,2.3500,2.5170",2014-11-26,"1.5100,2.3630,2.5900",2.71%,1.3002
"SH510230,SH510050,SH510410","金融ETF,上证50ETF,资源ETF博时",2014-11-26,"0.6115,1.5168,0.6850",2014-12-03,"0.7011,1.6981,0.7460",12.38%,1.4612
"SH510230,SH510050,SH510180","金融ETF,上证50ETF,上证180ETF",2014-12-03,"0.7011,1.6981,2.1206",2014-12-10,"0.7832,1.8702,2.3111",7.44%,1.5698
"SH518880,SH511010,SH510410","黄金ETF,国债ETF,资源ETF博时",2014-12-10,"2.4630,100.0094,0.7500",2014-12-17,"2.4010,100.9464,0.7440",1.86%,1.599
"SH510230,SH510050,SH510180","金融ETF,上证50ETF,上证180ETF",2014-12-17,"0.8595,1.9679,2.4346",2014-12-24,"0.7999,1.8844,2.3329",2.26%,1.6352
"SH513500,SH511010,SH518880","标普500ETF博时,国债ETF,黄金ETF",2014-12-24,"0.5750,101.1982,2.3780",2014-12-31,"0.5740,100.9249,2.4120",0.16%,1.6378
"SH510230,SH510050,SH510900","金融ETF,上证50ETF,恒生中国企业ETF易方达",2014-12-31,"0.9356,2.1316,1.0800",2015-01-09,"0.9074,2.1082,1.0965",-0.53%,1.629
"SZ159915,SH511010,SZ159928","创业板ETF易方达,国债ETF,消费ETF",2015-01-09,"1.5030,101.2344,1.1790",2015-01-16,"1.5920,102.7004,1.1720",0.52%,1.6375
"SH510230,SH510050,SH510180","金融ETF,上证50ETF,上证180ETF",2015-01-16,"0.9367,2.1750,2.6574",2015-01-23,"0.8963,2.1082,2.5945",-3.58%,1.5789
"SH510300,SH510170,SH510180","沪深300ETF华泰柏瑞,大宗商品ETF,上证180ETF",2015-01-23,"2.9431,0.4850,2.5945",2015-01-30,"2.8282,0.4678,2.4709",-1.97%,1.5478
"SZ159939,SH511010,SZ159920","信息技术ETF,国债ETF,恒生ETF",2015-01-30,"0.9992,102.7941,1.0936",2015-02-06,"0.9943,103.9059,1.0898",0.95%,1.5624
"SH513500,SH511010,SZ159928","标普500ETF博时,国债ETF,消费ETF",2015-02-06,"0.5680,103.9059,1.1290",2015-02-13,"0.5785,104.4037,1.1800",1.62%,1.5877
"SZ159939,SZ159915,SZ159902","信息技术ETF,创业板ETF易方达,中小100ETF华夏",2015-02-13,"1.0574,1.7610,2.9570",2015-02-27,"1.1023,1.8630,3.0830",4.86%,1.6648
"SH510880,SH510410,SH510170","红利ETF华泰柏瑞,资源ETF博时,大宗商品ETF",2015-02-27,"1.6044,0.7800,0.4785",2015-03-06,"1.5807,0.7890,0.4888",0.28%,1.6695
"SH511010,SH518880,SZ159920","国债ETF,黄金ETF,恒生ETF",2015-03-06,"103.6814,2.4390,1.0784",2015-03-13,"103.6765,2.3590,1.0689",-1.48%,1.6449
"SH510230,SH510050,SH510880","金融ETF,上证50ETF,红利ETF华泰柏瑞",2015-03-13,"0.8611,2.0506,1.6704",2015-03-20,"0.9297,2.2009,1.8063",6.01%,1.7438
"SH510880,SZ159939,SH510170","红利ETF华泰柏瑞,信息技术ETF,大宗商品ETF",2015-03-20,"1.8063,1.2822,0.5282",2015-03-27,"1.8499,1.3402,0.5425",3.54%,1.8055
"SZ159928,SZ159929,SH518880","消费ETF,医药ETF,黄金ETF",2015-03-27,"1.3880,1.4430,2.4060",2015-04-03,"1.4340,1.5330,2.3920",2.65%,1.8532
"SZ159915,SZ159939,SZ159902","创业板ETF易方达,信息技术ETF,中小100ETF华夏",2015-04-03,"2.3910,1.4361,3.9280",2015-04-13,"2.4510,1.4862,4.0520",2.39%,1.8975
"SH510500,SZ159929,SH510050","中证500ETF,医药ETF,上证50ETF",2015-04-13,"7.8064,1.6660,2.4983",2015-04-20,"6.5623,1.5800,2.5918",4.01%,1.9735
"SZ159930,SH510410,SH510050","能源ETF,资源ETF博时,上证50ETF",2015-04-20,"1.3280,0.9950,2.5918",2015-04-27,"1.5430,1.0960,2.7188",3.25%,2.0378
"SZ159930,SH510410,SH510170","能源ETF,资源ETF博时,大宗商品ETF",2015-04-27,"1.5430,1.0960,0.6625",2015-05-05,"1.3870,1.0160,0.6250",0.39%,2.0457
"SZ159920,SH510050,SH510170","恒生ETF,上证50ETF,大宗商品ETF",2015-05-05,"1.2134,2.5860,0.6250",2015-05-12,"1.2163,2.6135,0.6240",-3.10%,1.9823
"SZ159939,SZ159915,SZ159902","信息技术ETF,创业板ETF易方达,中小100ETF华夏",2015-05-12,"1.7708,3.1290,4.4610",2015-05-19,"1.8591,3.1850,4.7320",5.01%,2.0817
"SZ159915,SZ159939,SZ159902","创业板ETF易方达,信息技术ETF,中小100ETF华夏",2015-05-19,"3.1850,1.8591,4.7320",2015-05-26,"3.4630,2.0535,5.3980",8.24%,2.2533
"SZ159930,SZ159928,SH510500","能源ETF,消费ETF,中证500ETF",2015-05-26,"1.4760,1.8340,8.8127",2015-06-02,"1.4600,1.8640,9.2834",1.24%,2.2813
"SZ159915,SH518880,SH511010","创业板ETF易方达,黄金ETF,国债ETF",2015-06-02,"3.7680,2.3790,103.4354",2015-06-09,"3.5260,2.3660,104.3812",-0.07%,2.2798
"SZ159930,SH510410,SH510170","能源ETF,资源ETF博时,大宗商品ETF",2015-06-09,"1.5860,1.2250,0.7670",2015-06-16,"1.5070,1.1480,0.7258",0.71%,2.296
"SH511010,SZ159920,SH510300","国债ETF,恒生ETF,沪深300ETF华泰柏瑞",2015-06-16,"103.6560,1.1792,4.1625",2015-06-24,"104.1050,1.2220,4.0269",-1.94%,2.2514
"SH513500,SH511010,SZ159941","标普500ETF博时,国债ETF,纳指ETF",2015-06-24,"0.5850,104.1050,0.9995",2015-07-01,"0.5720,103.5330,0.9914",-1.14%,2.2257
"SH518880,SZ159941,SH513500","黄金ETF,纳指ETF,标普500ETF博时",2015-07-01,"2.3490,0.9914,0.5720",2015-07-08,"2.2360,0.9930,0.5595",-0.36%,2.2178
"SH511010,SZ159941,SH513500","国债ETF,纳指ETF,标普500ETF博时",2015-07-08,"105.2392,0.9930,0.5595",2015-07-15,"104.7658,0.2407,0.5825",-24.72%,1.6695
"SZ159929,SZ159915,SZ159902","医药ETF,创业板ETF易方达,中小100ETF华夏",2015-07-15,"1.6580,2.4050,3.7860",2015-07-22,"1.7070,2.7540,4.1750",-1.46%,1.6451
"SZ159939,SH510500,SZ159915","信息技术ETF,中证500ETF,创业板ETF易方达",2015-07-22,"1.4802,7.0121,2.7540",2015-07-29,"1.3854,6.8468,2.5730",-9.12%,1.4952
"SZ159941,SZ159920,SH510900","纳指ETF,恒生ETF,恒生中国企业ETF易方达",2015-07-29,"0.2470,1.1126,1.0012",2015-08-05,"0.2465,1.1088,0.9921",1.18%,1.5129
"SH510880,SH513500","红利ETF华泰柏瑞,标普500ETF博时",2015-08-05,"1.9807,0.5855",2015-08-12,"2.0493,0.6000",2.59%,1.552
"SH510170,SH510410,SZ159928","大宗商品ETF,资源ETF博时,消费ETF",2015-08-12,"0.6045,0.8760,1.5630",2015-08-19,"0.5612,0.8450,1.5300",-4.19%,1.4869
"SH513500,SH511010,SZ159920","标普500ETF博时,国债ETF,恒生ETF",2015-08-19,"0.6130,105.1221,1.0965",2015-08-26,"0.5565,105.5145,1.0099",-6.91%,1.3842
"SH511010,SZ159920,SH513500","国债ETF,恒生ETF,标普500ETF博时",2015-08-26,"105.5145,1.0099,0.5565",2015-09-02,"106.5052,0.9795,0.5645",2.18%,1.4144
"SH510050,SH510230,SH510180","上证50ETF,金融ETF,上证180ETF",2015-09-02,"1.8676,0.7521,2.3910",2015-09-11,"1.8317,0.7351,2.3886",-0.44%,1.4082
"SZ159915,SZ159939,SH510900","创业板ETF易方达,信息技术ETF,恒生中国企业ETF易方达",2015-09-11,"1.9220,1.0734,0.9087",2015-09-18,"1.8250,1.0195,0.9270",-3.49%,1.3591
"SH510900,SZ159941,SZ159920","恒生中国企业ETF易方达,纳指ETF,恒生ETF",2015-09-18,"0.9270,0.2370,1.0318",2015-09-25,"0.8831,0.2288,1.0014",-2.23%,1.3288
"SH511010,SH513500,SZ159930","国债ETF,标普500ETF博时,能源ETF",2015-09-25,"105.6882,0.5660,0.9190",2015-10-09,"106.2588,0.5805,0.9350",1.33%,1.3464
"SH510900,SZ159915,SZ159929","恒生中国企业ETF易方达,创业板ETF易方达,医药ETF",2015-10-09,"0.9499,2.1030,1.4100",2015-10-16,"0.9664,2.3290,1.4520",5.27%,1.4173
"SZ159939,SZ159915,SH510500","信息技术ETF,创业板ETF易方达,中证500ETF",2015-10-16,"1.2398,2.3290,6.0236",2015-10-23,"1.2695,2.4270,6.1252",1.32%,1.4361
"SZ159929,SZ159930","医药ETF,能源ETF",2015-10-23,"1.5680,0.9200",2015-10-30,"1.5140,0.9010",0.02%,1.4364
"SZ159941,SH513500,SH510880","纳指ETF,标普500ETF博时,红利ETF华泰柏瑞",2015-10-30,"0.2490,0.6060,1.7627",2015-11-06,"0.2500,0.6090,1.8499",1.24%,1.4542
"SH510230,SZ159901,SH510050","金融ETF,深证100ETF易方达,上证50ETF",2015-11-06,"0.8595,2.1941,2.0873",2015-11-13,"0.8495,2.1838,2.0414",2.63%,1.4925
"SH511010,SH518880,SZ159941","国债ETF,黄金ETF,纳指ETF",2015-11-13,"106.3997,2.2300,0.2465",2015-11-20,"106.4194,2.2340,0.2495",0.06%,1.4933
"SH513500,SZ159941,SZ159920","标普500ETF博时,纳指ETF,恒生ETF",2015-11-20,"0.6115,0.2495,1.0698",2015-11-27,"0.6120,0.2505,1.0480",0.30%,1.4978
"SH511010,SZ159920,SH510900","国债ETF,恒生ETF,恒生中国企业ETF易方达",2015-11-27,"106.8332,1.0480,0.9105",2015-12-04,"107.0036,1.0565,0.9197",-0.29%,1.4934
"SZ159901,SH510300,SZ159929","深证100ETF易方达,沪深300ETF华泰柏瑞,医药ETF",2015-12-04,"2.1848,3.0828,1.5370",2015-12-11,"2.1638,3.0266,1.5270",-1.55%,1.4702
"SH511010,SH513500,SH510230","国债ETF,标普500ETF博时,金融ETF",2015-12-11,"107.1445,0.6075,0.8169",2015-12-18,"107.4804,0.6055,0.8478",1.35%,1.49
"SZ159915,SZ159943,SZ159939","创业板ETF易方达,深证成指ETF大成,信息技术ETF",2015-12-18,"2.6680,1.1152,1.4610",2015-12-25,"2.6200,1.1291,1.4635",-0.65%,1.4802
"SH513500,SH510900,SZ159920","标普500ETF博时,恒生中国企业ETF易方达,恒生ETF",2015-12-25,"0.6135,0.9325,1.0651",2016-01-04,"0.6135,0.8794,1.0289",-0.48%,1.4732
"SH511010,SH510900,SZ159901","国债ETF,恒生中国企业ETF易方达,深证100ETF易方达",2016-01-04,"107.8794,0.8794,2.0911",2016-01-11,"108.2686,0.8189,1.8838",-6.30%,1.3804
"SH518880,SH511010,SH513500","黄金ETF,国债ETF,标普500ETF博时",2016-01-11,"2.3470,108.2686,0.5865",2016-01-18,"2.3130,108.5336,0.5815",-0.93%,1.3676
"SH513500,SZ159941,SH510230","标普500ETF博时,纳指ETF,金融ETF",2016-01-18,"0.5815,0.2345,0.7314",2016-01-25,"0.5810,0.2295,0.7248",-1.28%,1.3501
"SZ159929,SH510880,SH510230","医药ETF,红利ETF华泰柏瑞,金融ETF",2016-01-25,"1.2980,1.5465,0.7248",2016-02-01,"1.2280,1.4281,0.6877",-4.39%,1.2908
"SZ159920,SH510900,SZ159943","恒生ETF,恒生中国企业ETF易方达,深证成指ETF大成",2016-02-01,"0.9443,0.7713,0.8291",2016-02-15,"0.9034,0.7502,0.8477",0.50%,1.2973
"SH518880,SH510410,SZ159915","黄金ETF,资源ETF博时,创业板ETF易方达",2016-02-15,"2.5470,0.5750,2.0170",2016-02-22,"2.5550,0.6090,2.1420",4.78%,1.3594
"SH510410,SZ159939,SH510880","资源ETF博时,信息技术ETF,红利ETF华泰柏瑞",2016-02-22,"0.6090,1.1684,1.5276",2016-02-29,"0.5850,0.9855,1.4294",-3.99%,1.3051
"SH511010,SH510900,SZ159930","国债ETF,恒生中国企业ETF易方达,能源ETF",2016-02-29,"108.7345,0.7438,0.7530",2016-03-07,"108.7602,0.8089,0.7940",3.02%,1.3445
"SH510050,SH510410,SH510230","上证50ETF,资源ETF博时,金融ETF",2016-03-07,"1.7632,0.6420,0.7392",2016-03-14,"1.7340,0.6180,0.7308",-2.46%,1.3115
"SZ159920,SH511010,SH510230","恒生ETF,国债ETF,金融ETF",2016-03-14,"0.9776,109.0291,0.7308",2016-03-21,"0.9890,109.0705,0.7821",1.74%,1.3343
"SZ159915,SZ159939,SH510500","创业板ETF易方达,信息技术ETF,中证500ETF",2016-03-21,"2.1160,1.1440,5.3054",2016-03-28,"2.0730,1.1301,5.2458",1.82%,1.3587
"SZ159928,SH511010,SH513500","消费ETF,国债ETF,标普500ETF博时",2016-03-28,"1.2970,109.7039,0.6045",2016-04-05,"1.2990,109.9217,0.6100",0.61%,1.3669
"SZ159939,SH510500,SZ159915","信息技术ETF,中证500ETF,创业板ETF易方达",2016-04-05,"1.1775,5.4657,2.1680",2016-04-12,"1.1604,5.4531,2.1620",2.84%,1.4058
"SH518880,SH511010,SH510170","黄金ETF,国债ETF,大宗商品ETF",2016-04-12,"2.6070,109.8409,0.4075",2016-04-19,"2.5880,109.6084,0.4193",0.18%,1.4083
"SH513500,SH510880,SH510180","标普500ETF博时,红利ETF华泰柏瑞,上证180ETF",2016-04-19,"0.6195,1.6002,2.2816",2016-04-26,"0.6240,1.5779,2.2480",-1.03%,1.3938
"SZ159928,SZ159902,SH511010","消费ETF,中小100ETF华夏,国债ETF",2016-04-26,"1.2610,3.1370,108.5631",2016-05-04,"1.3260,3.2150,109.0862",2.74%,1.432
"SZ159928,SZ159939,SH518880","消费ETF,信息技术ETF,黄金ETF",2016-05-04,"1.3260,1.1451,2.6770",2016-05-11,"1.3380,1.0505,2.6690",-3.25%,1.3855
"SH513500,SZ159941,SH511010","标普500ETF博时,纳指ETF,国债ETF",2016-05-11,"0.6280,0.2368,109.3985",2016-05-18,"0.6155,0.2338,109.2852",0.03%,1.3859
"SH510050,SH511010,SH513500","上证50ETF,国债ETF,标普500ETF博时",2016-05-18,"1.7357,109.2852,0.6155",2016-05-25,"1.7323,109.3059,0.6235",-0.41%,1.3802
"SZ159920,SZ159941,SH510900","恒生ETF,纳指ETF,恒生中国企业ETF易方达",2016-05-25,"0.9947,0.2395,0.8015",2016-06-01,"1.0185,0.2445,0.8244",5.31%,1.4535
"SZ159915,SZ159943,SH510500","创业板ETF易方达,深证成指ETF大成,中证500ETF",2016-06-01,"2.0670,0.8945,5.2106",2016-06-08,"2.0920,0.9026,5.2777",1.58%,1.4765
"SH510900,SH518880,SZ159920","恒生中国企业ETF易方达,黄金ETF,恒生ETF",2016-06-08,"0.8519,2.6460,1.0423",2016-06-17,"0.8107,2.7150,0.9966",-1.34%,1.4567
"SH510410,SH510500,SZ159902","资源ETF博时,中证500ETF,中小100ETF华夏",2016-06-17,"0.6440,5.2282,3.1960",2016-06-24,"0.6250,5.1653,3.1650",0.54%,1.4646
"SZ159930,SH511010,SH513500","能源ETF,国债ETF,标普500ETF博时",2016-06-24,"0.7670,109.7690,0.6295",2016-07-01,"0.7740,110.1896,0.6470",0.75%,1.4756
"SH510900,SZ159920,SH513500","恒生中国企业ETF易方达,恒生ETF,标普500ETF博时",2016-07-01,"0.8556,1.0423,0.6470",2016-07-08,"0.8464,1.0328,0.6495",0.10%,1.4771
"SZ159928,SZ159929,SH510170","消费ETF,医药ETF,大宗商品ETF",2016-07-08,"1.4400,1.3870,0.4265",2016-07-15,"1.4850,1.4210,0.4400",1.64%,1.5014
"SZ159920,SZ159930,SH510900","恒生ETF,能源ETF,恒生中国企业ETF易方达",2016-07-15,"1.0860,0.8100,0.8931",2016-07-22,"1.1003,0.7800,0.8867",0.36%,1.5068
"SH513500,SH511010,SH510050","标普500ETF博时,国债ETF,上证50ETF",2016-07-22,"0.6890,110.5738,1.8376",2016-07-29,"0.7095,110.7512,1.8384",-0.34%,1.5016
"SH518880,SZ159941,SH511010","黄金ETF,纳指ETF,国债ETF",2016-07-29,"2.8590,0.2590,110.7512",2016-08-05,"2.9180,0.2587,111.0447",0.04%,1.5022
"SZ159901,SZ159939,SH510500","深证100ETF易方达,信息技术ETF,中证500ETF",2016-08-05,"1.9286,0.5770,5.4413",2016-08-12,"1.9789,0.5775,5.5303",0.21%,1.5054
"SH510230,SH510900,SH512880","金融ETF,恒生中国企业ETF易方达,证券ETF",2016-08-12,"0.8060,0.9325,1.0370",2016-08-19,"0.8164,0.9389,1.0680",3.55%,1.5588
"SZ159920,SH510500,SZ159939","恒生ETF,中证500ETF,信息技术ETF",2016-08-19,"1.1516,5.6872,0.5965",2016-08-26,"1.1526,5.6310,0.5915",-0.79%,1.5464
"SZ159915,SH513500,SZ159928","创业板ETF易方达,标普500ETF博时,消费ETF",2016-08-26,"2.0950,0.6925,1.4580",2016-09-02,"2.0810,0.7020,1.4540",0.23%,1.55
"SZ159920,SH510900,SH513500","恒生ETF,恒生中国企业ETF易方达,标普500ETF博时",2016-09-02,"1.1706,0.9508,0.7020",2016-09-09,"1.2315,0.9957,0.7215",3.80%,1.609
"SH510900,SZ159920,SH512660","恒生中国企业ETF易方达,恒生ETF,军工ETF",2016-09-09,"0.9957,1.2315,1.0180",2016-09-20,"0.9554,1.1935,0.9860",-2.00%,1.5768
"SZ159941,SH513500,SZ159939","纳指ETF,标普500ETF博时,信息技术ETF",2016-09-20,"0.2635,0.7115,0.5800",2016-09-27,"0.2685,0.7230,0.5755",0.18%,1.5796
"SH511010,SZ159928,SZ159929","国债ETF,消费ETF,医药ETF",2016-09-27,"111.2447,1.4040,1.4150",2016-10-11,"111.5166,1.4300,1.4610",1.49%,1.6032
"SH512660,SZ159915,SZ159902","军工ETF,创业板ETF易方达,中小100ETF华夏",2016-10-11,"1.0070,2.1180,3.3370",2016-10-18,"1.0050,2.1070,3.3480",-0.99%,1.5872
"SZ159929,SZ159928,SH511010","医药ETF,消费ETF,国债ETF",2016-10-18,"1.4850,1.4340,111.7462",2016-10-25,"1.4800,1.4440,111.9609",0.21%,1.5906
"SZ159930,SH510410,SH512880","能源ETF,资源ETF博时,证券ETF",2016-10-25,"0.8320,0.6850,1.0540",2016-11-01,"0.8190,0.6820,1.0700",-0.18%,1.5877
"SH512880,SH512000,SZ159928","证券ETF,券商ETF,消费ETF",2016-11-01,"1.0700,1.0310,1.4730",2016-11-08,"1.0910,1.0490,1.4720",1.67%,1.6142
"SH512880,SH510170,SH510900","证券ETF,大宗商品ETF,恒生中国企业ETF易方达",2016-11-08,"1.0910,0.4375,0.9591",2016-11-15,"1.1320,0.4575,0.9490",3.75%,1.6748
"SH512880,SH512000,SH510410","证券ETF,券商ETF,资源ETF博时",2016-11-15,"1.1320,1.0890,0.7240",2016-11-22,"1.1350,1.0880,0.7250",-1.70%,1.6463
"SH510900,SH513500,SH510050","恒生中国企业ETF易方达,标普500ETF博时,上证50ETF",2016-11-22,"0.9783,0.7895,2.0113",2016-11-29,"1.0012,0.8220,2.0880",4.92%,1.7273
"SH510050,SZ159928,SH510180","上证50ETF,消费ETF,上证180ETF",2016-11-29,"2.0880,1.5100,2.5825",2016-12-06,"2.0215,1.4770,2.5095",-1.56%,1.7004
"SH513500,SH511010,SH518880","标普500ETF博时,国债ETF,黄金ETF",2016-12-06,"0.8895,109.8852,2.6260",2016-12-13,"0.9360,108.7592,2.6320",0.97%,1.7168
"SH511010,SZ159920,SH510410","国债ETF,恒生ETF,资源ETF博时",2016-12-13,"108.7592,1.1706,0.6920",2016-12-20,"107.5612,1.1393,0.6710",-2.19%,1.6792
"SH513500,SH510500,SZ159901","标普500ETF博时,中证500ETF,深证100ETF易方达",2016-12-20,"0.9485,5.5194,1.9316",2016-12-27,"0.9200,5.5286,1.9277",0.30%,1.6843
"SZ159941,SZ159929,SH512660","纳指ETF,医药ETF,军工ETF",2016-12-27,"0.3212,1.3950,0.9880",2017-01-04,"0.3050,1.4080,1.0130",-0.63%,1.6737
"SH512660,SZ159901,SZ159920","军工ETF,深证100ETF易方达,恒生ETF",2017-01-04,"1.0130,1.9687,1.1611",2017-01-11,"1.0360,1.9413,1.1963",1.80%,1.7038
"SZ159920,SH510900,SH518880","恒生ETF,恒生中国企业ETF易方达,黄金ETF",2017-01-11,"1.1963,0.9875,2.6640",2017-01-18,"1.1963,0.9866,2.6850",0.35%,1.7098
"SH510050,SH510230,SH510880","上证50ETF,金融ETF,红利ETF华泰柏瑞",2017-01-18,"2.0010,0.8273,1.7879",2017-01-25,"2.0121,0.8334,1.8080",1.19%,1.7301
"SH512660,SH510410,SH510170","军工ETF,资源ETF博时,大宗商品ETF",2017-01-25,"1.0080,0.6920,0.4450",2017-02-08,"1.0430,0.6940,1.7960",0.85%,1.7448
"SH518880,SH512660,SZ159920","黄金ETF,军工ETF,恒生ETF",2017-02-08,"2.7220,1.0430,1.2220",2017-02-15,"2.7070,1.0200,1.2448",0.86%,1.7598
"SH510900,SZ159930,SH513050","恒生中国企业ETF易方达,能源ETF,中概互联网ETF易方达",2017-02-15,"1.0544,0.8490,1.0580",2017-02-22,"1.0599,0.8510,1.0870",1.32%,1.783
