标的,名称,开始日期,开始价格,结束日期,结束价格,本次收益,总净值
SH510900,恒生中国企业ETF易方达,2014-04-02,0.8437,2014-04-17,0.8501,0.11%,1.0011
SZ159928,消费ETF,2014-04-17,0.9670,2014-05-05,0.9320,-4.24%,0.9587
SH513500,标普500ETF博时,2014-05-05,0.5205,2014-05-19,0.5225,0.29%,0.9614
SH511010,国债ETF,2014-05-19,96.6204,2014-06-03,97.5984,0.78%,0.969
SZ159915,创业板ETF易方达,2014-06-03,1.2870,2014-06-17,1.3500,5.58%,1.023
SZ159915,创业板ETF易方达,2014-06-17,1.3500,2014-07-01,1.3810,0.66%,1.0298
SH518880,黄金ETF,2014-07-01,2.6380,2014-07-15,2.6100,0.04%,1.0302
SH510500,中证500ETF,2014-07-15,3.4422,2014-07-29,3.5320,1.83%,1.049
SH510230,金融ETF,2014-07-29,0.5263,2014-08-12,0.5198,0.18%,1.0509
SH510170,大宗商品ETF,2014-08-12,0.3783,2014-08-26,0.3688,-1.26%,1.0377
SZ159915,创业板ETF易方达,2014-08-26,1.3770,2014-09-10,1.4670,3.55%,1.0745
SZ159902,中小100ETF华夏,2014-09-10,2.5510,2014-09-24,2.5530,-1.02%,1.0635
SH511010,国债ETF,2014-09-24,98.0845,2014-10-15,99.7829,0.90%,1.0731
SZ159929,医药ETF,2014-10-15,1.1900,2014-10-29,1.1430,-0.61%,1.0665
SH511010,国债ETF,2014-10-29,100.4623,2014-11-12,101.6658,1.47%,1.0822
SH510230,金融ETF,2014-11-12,0.5761,2014-11-26,0.6115,3.78%,1.1231
SH510180,上证180ETF,2014-11-26,1.9349,2014-12-10,2.3111,17.85%,1.3236
SH510230,金融ETF,2014-12-10,0.7832,2014-12-24,0.7999,10.37%,1.4608
SH510880,红利ETF华泰柏瑞,2014-12-24,1.5234,2015-01-09,1.6437,5.41%,1.5399
SH510230,金融ETF,2015-01-09,0.9074,2015-01-23,0.8963,-1.72%,1.5134
SZ159915,创业板ETF易方达,2015-01-23,1.6380,2015-02-06,1.6610,1.54%,1.5368
空仓,-,2015-02-06,-,2015-02-27,-,0.00%,1.5368
SZ159915,创业板ETF易方达,2015-02-27,1.8630,2015-03-13,1.9920,6.95%,1.6436
SZ159915,创业板ETF易方达,2015-03-13,1.9920,2015-03-27,2.2280,12.89%,1.8554
SZ159939,信息技术ETF,2015-03-27,1.3402,2015-04-13,1.4862,10.44%,2.049
SH510900,恒生中国企业ETF易方达,2015-04-13,1.3008,2015-04-27,1.2760,-11.18%,1.82
SZ159930,能源ETF,2015-04-27,1.5430,2015-05-12,1.3470,-3.85%,1.7499
SZ159915,创业板ETF易方达,2015-05-12,3.1290,2015-05-26,3.4630,9.08%,1.9088
SZ159902,中小100ETF华夏,2015-05-26,5.3980,2015-06-09,5.3400,3.27%,1.9712
SH510410,资源ETF博时,2015-06-09,1.2250,2015-06-24,1.1360,-10.34%,1.7674
SH510900,恒生中国企业ETF易方达,2015-06-24,1.1863,2015-07-08,0.9325,-11.02%,1.5726
SZ159941,纳指ETF,2015-07-08,0.9930,2015-07-22,0.2505,-74.97%,0.3935
SH511010,国债ETF,2015-07-22,105.7253,2015-08-05,105.8297,-0.17%,0.3929
SH518880,黄金ETF,2015-08-05,2.1770,2015-08-19,2.3100,5.60%,0.4149
SH510170,大宗商品ETF,2015-08-19,0.5612,2015-09-02,0.4367,-19.96%,0.332
SH513500,标普500ETF博时,2015-09-02,0.5645,2015-09-18,0.5795,2.28%,0.3396
SZ159928,消费ETF,2015-09-18,1.2500,2015-10-09,1.2720,2.74%,0.3489
SZ159915,创业板ETF易方达,2015-10-09,2.1030,2015-10-23,2.4270,12.88%,0.3939
SZ159915,创业板ETF易方达,2015-10-23,2.4270,2015-11-06,2.5480,4.05%,0.4098
SZ159943,深证成指ETF大成,2015-11-06,1.0561,2015-11-20,1.1001,6.54%,0.4366
SZ159939,信息技术ETF,2015-11-20,1.4570,2015-12-04,1.3916,-2.35%,0.4263
SZ159941,纳指ETF,2015-12-04,0.2488,2015-12-18,0.2492,-0.00%,0.4263
SZ159901,深证100ETF易方达,2015-12-18,2.2912,2016-01-04,2.0911,-0.62%,0.4237
SH513500,标普500ETF博时,2016-01-04,0.6135,2016-01-18,0.5815,-5.11%,0.4021
SH518880,黄金ETF,2016-01-18,2.3130,2016-02-01,2.3830,2.56%,0.4124
SH518880,黄金ETF,2016-02-01,2.3830,2016-02-22,2.5550,8.93%,0.4492
SZ159915,创业板ETF易方达,2016-02-22,2.1420,2016-03-07,1.8530,-14.06%,0.3861
SZ159920,恒生ETF,2016-03-07,0.9671,2016-03-21,0.9890,2.07%,0.3941
SH510230,金融ETF,2016-03-21,0.7821,2016-04-05,0.7707,2.15%,0.4025
SZ159939,信息技术ETF,2016-04-05,1.1775,2016-04-19,1.1700,1.92%,0.4102
SH510410,资源ETF博时,2016-04-19,0.6590,2016-05-04,0.6500,-0.15%,0.4096
SH518880,黄金ETF,2016-05-04,2.6770,2016-05-18,2.6810,-0.74%,0.4066
SH511010,国债ETF,2016-05-18,109.2852,2016-06-01,109.2577,-0.14%,0.406
SZ159920,恒生ETF,2016-06-01,1.0185,2016-06-17,0.9966,-3.70%,0.391
SH518880,黄金ETF,2016-06-17,2.7150,2016-07-01,2.8580,1.48%,0.3968
SZ159939,信息技术ETF,2016-07-01,0.5935,2016-07-15,0.6070,2.77%,0.4078
SH510410,资源ETF博时,2016-07-15,0.7080,2016-07-29,0.6770,-3.00%,0.3955
SH513500,标普500ETF博时,2016-07-29,0.7095,2016-08-12,0.6940,0.94%,0.3993
SH510900,恒生中国企业ETF易方达,2016-08-12,0.9325,2016-08-26,0.9325,1.19%,0.404
SZ159920,恒生ETF,2016-08-26,1.1526,2016-09-09,1.2315,5.22%,0.4251
SZ159920,恒生ETF,2016-09-09,1.2315,2016-09-27,1.1982,-1.73%,0.4177
SH511010,国债ETF,2016-09-27,111.2447,2016-10-18,111.7462,0.45%,0.4196
SH513500,标普500ETF博时,2016-10-18,0.7535,2016-11-01,0.7565,0.27%,0.4208
SH510410,资源ETF博时,2016-11-01,0.6820,2016-11-15,0.7240,7.37%,0.4518
SH510170,大宗商品ETF,2016-11-15,0.4575,2016-11-29,0.4560,-2.21%,0.4418
SH513500,标普500ETF博时,2016-11-29,0.8220,2016-12-13,0.9360,7.92%,0.4768
SH513500,标普500ETF博时,2016-12-13,0.9360,2016-12-27,0.9200,6.28%,0.5068
SZ159941,纳指ETF,2016-12-27,0.3212,2017-01-11,0.3072,-7.57%,0.4684
SH512660,军工ETF,2017-01-11,1.0360,2017-01-25,1.0080,-2.61%,0.4562
SH510230,金融ETF,2017-01-25,0.8334,2017-02-15,0.8398,0.34%,0.4577
SH510900,恒生中国企业ETF易方达,2017-02-15,1.0544,2017-03-01,1.0360,-0.27%,0.4565
SZ159928,消费ETF,2017-03-01,1.5620,2017-03-15,1.5690,0.19%,0.4574
SZ159939,信息技术ETF,2017-03-15,0.5590,2017-03-29,0.5595,-0.09%,0.457
SZ159928,消费ETF,2017-03-29,1.6300,2017-04-14,1.6280,-1.21%,0.4514
SH512660,军工ETF,2017-04-14,1.0840,2017-04-28,0.9870,-10.59%,0.4036
SH513050,中概互联网ETF易方达,2017-04-28,1.1810,2017-05-15,1.2690,5.02%,0.4239
SH513050,中概互联网ETF易方达,2017-05-15,1.2690,2017-05-31,1.2460,3.00%,0.4366
SH510230,金融ETF,2017-05-31,0.8626,2017-06-14,0.8589,0.83%,0.4402
SZ159928,消费ETF,2017-06-14,1.7510,2017-06-28,1.7950,2.80%,0.4526
SZ159901,深证100ETF易方达,2017-06-28,2.1648,2017-07-12,2.1614,-0.85%,0.4487
SH510410,资源ETF博时,2017-07-12,0.7090,2017-07-26,0.7820,6.55%,0.4781
SH513050,中概互联网ETF易方达,2017-07-26,1.3710,2017-08-09,1.4490,6.34%,0.5084
SH510410,资源ETF博时,2017-08-09,0.8600,2017-08-23,0.8100,-2.71%,0.4947
SZ159949,创业板50ETF,2017-08-23,0.7250,2017-09-06,0.7720,5.41%,0.5214
SZ159930,能源ETF,2017-09-06,0.9100,2017-09-20,0.8810,-4.41%,0.4984
SH513050,中概互联网ETF易方达,2017-09-20,1.4990,2017-10-11,1.5200,-0.73%,0.4948
SZ159928,消费ETF,2017-10-11,2.1370,2017-10-25,2.1480,4.72%,0.5181
SZ159929,医药ETF,2017-10-25,1.6000,2017-11-08,1.6670,5.80%,0.5482
SZ159928,消费ETF,2017-11-08,2.3840,2017-11-22,2.2980,-0.13%,0.5475
SH512070,证券保险ETF易方达,2017-11-22,2.2800,2017-12-06,2.1340,-5.53%,0.5172
SH513500,标普500ETF博时,2017-12-06,0.8070,2017-12-20,0.8255,1.78%,0.5264
SZ159928,消费ETF,2017-12-20,2.3500,2018-01-04,2.4180,2.95%,0.5419
SH510410,资源ETF博时,2018-01-04,0.8500,2018-01-18,0.8320,-0.00%,0.5419
SH512200,房地产ETF,2018-01-18,1.1120,2018-02-01,1.0830,-1.25%,0.5351
SH510900,恒生中国企业ETF易方达,2018-02-01,1.2715,2018-02-22,1.1881,-9.67%,0.4834
SH511260,十年国债ETF,2018-02-22,97.0100,2018-03-08,97.4744,0.31%,0.4849
SZ159939,信息技术ETF,2018-03-08,0.5475,2018-03-22,0.5540,1.74%,0.4933
SZ159929,医药ETF,2018-03-22,1.7060,2018-04-09,1.6910,-2.14%,0.4828
SH512660,军工ETF,2018-04-09,0.8800,2018-04-23,0.8480,3.39%,0.4991
SH513500,标普500ETF博时,2018-04-23,0.7780,2018-05-09,0.7865,0.45%,0.5013
SZ159929,医药ETF,2018-05-09,1.7680,2018-05-23,1.8400,4.24%,0.5226
SZ159928,消费ETF,2018-05-23,2.3230,2018-06-06,2.4740,4.50%,0.5462
SZ159928,消费ETF,2018-06-06,2.4740,2018-06-21,2.3450,-5.11%,0.5182
SH513050,中概互联网ETF易方达,2018-06-21,1.5560,2018-07-05,1.4690,-5.10%,0.4918
SH511260,十年国债ETF,2018-07-05,100.8471,2018-07-19,101.3381,0.22%,0.4929
SZ159941,纳指ETF,2018-07-19,0.4100,2018-08-02,0.4090,-0.31%,0.4914
SH510900,恒生中国企业ETF易方达,2018-08-02,1.1550,2018-08-16,1.1410,-3.04%,0.4764
SH518880,黄金ETF,2018-08-16,2.6040,2018-08-30,2.6410,0.04%,0.4766
SH513500,标普500ETF博时,2018-08-30,0.9250,2018-09-13,0.9195,0.11%,0.4771
