标的,名称,开始日期,开始价格,结束日期,结束价格,本次收益,总净值
SZ159901,深证100ETF易方达,2017-01-04,1.9687,2017-01-11,1.9413,0.55%,2.3095
SZ159920,恒生ETF,2017-01-11,1.1963,2017-01-18,1.1963,0.16%,2.3132
SH510050,上证50ETF,2017-01-18,2.0010,2017-01-25,2.0121,1.07%,2.338
SH510410,资源ETF博时,2017-01-25,0.6920,2017-02-08,0.6940,1.31%,2.3687
SH518880,黄金ETF,2017-02-08,2.7220,2017-02-15,2.7070,-0.07%,2.367
SH510900,恒生中国企业ETF易方达,2017-02-15,1.0544,2017-02-22,1.0599,1.50%,2.4026
SZ159928,消费ETF,2017-02-22,1.5720,2017-03-01,1.5620,0.26%,2.4087
SH513500,标普500ETF博时,2017-03-01,0.7705,2017-03-08,0.7975,7.18%,2.5816
SZ159915,创业板ETF易方达,2017-03-08,1.8840,2017-03-15,1.8760,-1.06%,2.5543
SZ159901,深证100ETF易方达,2017-03-15,2.0355,2017-03-22,2.0360,0.60%,2.5697
SZ159928,消费ETF,2017-03-22,1.6150,2017-03-29,1.6300,2.17%,2.6254
SZ159929,医药ETF,2017-03-29,1.4520,2017-04-07,1.4570,-0.21%,2.62
SH512660,军工ETF,2017-04-07,1.0700,2017-04-14,1.0840,3.60%,2.7142
SH510170,大宗商品ETF,2017-04-14,0.4577,2017-04-21,0.4387,-3.30%,2.6247
SZ159928,消费ETF,2017-04-21,1.6410,2017-04-28,1.6240,-0.30%,2.6167
SZ159915,创业板ETF易方达,2017-04-28,1.7770,2017-05-08,1.7160,-1.19%,2.5856
SH510050,上证50ETF,2017-05-08,1.9788,2017-05-15,2.0266,2.46%,2.6493
SH510230,金融ETF,2017-05-15,0.8244,2017-05-22,0.8205,-1.19%,2.6176
SH518880,黄金ETF,2017-05-22,2.7900,2017-05-31,2.7750,0.14%,2.6214
SH512070,证券保险ETF易方达,2017-05-31,1.7600,2017-06-07,1.7630,-0.11%,2.6184
SH512660,军工ETF,2017-06-07,0.8630,2017-06-14,0.8610,0.12%,2.6215
SZ159928,消费ETF,2017-06-14,1.7510,2017-06-21,1.7580,-0.46%,2.6095
SH512070,证券保险ETF易方达,2017-06-21,1.8150,2017-06-28,1.8400,2.28%,2.6689
SZ159928,消费ETF,2017-06-28,1.7950,2017-07-05,1.7900,-1.39%,2.6318
SH510170,大宗商品ETF,2017-07-05,0.4440,2017-07-12,0.4563,5.10%,2.7661
SZ159920,恒生ETF,2017-07-12,1.3532,2017-07-19,1.3818,1.76%,2.8148
SH518880,黄金ETF,2017-07-19,2.7090,2017-07-26,2.7100,0.92%,2.8408
SH512660,军工ETF,2017-07-26,0.8700,2017-08-02,0.8430,-0.81%,2.8179
SZ159930,能源ETF,2017-08-02,0.8760,2017-08-09,0.8850,-0.23%,2.8116
SH510170,大宗商品ETF,2017-08-09,0.5420,2017-08-16,0.5170,-1.86%,2.7592
SZ159949,创业板50ETF,2017-08-16,0.7320,2017-08-23,0.7250,1.12%,2.7902
SH512070,证券保险ETF易方达,2017-08-23,1.9610,2017-08-30,2.0550,6.01%,2.958
SH512000,券商ETF,2017-08-30,1.0560,2017-09-06,1.0630,1.33%,2.9972
SH512400,有色金属ETF,2017-09-06,1.0416,2017-09-13,1.0651,3.51%,3.1024
SH512400,有色金属ETF,2017-09-13,1.0651,2017-09-20,1.0445,-4.58%,2.9603
SH513050,中概互联网ETF易方达,2017-09-20,1.4990,2017-09-27,1.4390,-3.93%,2.8439
SZ159930,能源ETF,2017-09-27,0.8830,2017-10-11,0.8850,0.23%,2.8503
SZ159928,消费ETF,2017-10-11,2.1370,2017-10-18,2.1030,1.65%,2.8975
SZ159941,纳指ETF,2017-10-18,0.3307,2017-10-25,0.3295,-0.23%,2.8909
SZ159949,创业板50ETF,2017-10-25,0.7680,2017-11-01,0.7290,-3.67%,2.7848
SZ159941,纳指ETF,2017-11-01,0.3425,2017-11-08,0.3440,1.17%,2.8175
SZ159928,消费ETF,2017-11-08,2.3840,2017-11-15,2.2810,-2.50%,2.7472
SH513500,标普500ETF博时,2017-11-15,0.7870,2017-11-22,0.7945,-0.06%,2.7454
SH513050,中概互联网ETF易方达,2017-11-22,1.5760,2017-11-29,1.5470,-1.21%,2.7122
SZ159941,纳指ETF,2017-11-29,0.3490,2017-12-06,0.3392,-1.73%,2.6651
SH518880,黄金ETF,2017-12-06,2.6860,2017-12-13,2.6500,-1.96%,2.6129
SZ159928,消费ETF,2017-12-13,2.3100,2017-12-20,2.3500,2.49%,2.6779
SZ159941,纳指ETF,2017-12-20,0.3525,2017-12-27,0.3460,-1.20%,2.6457
SH510410,资源ETF博时,2017-12-27,0.8030,2018-01-04,0.8500,5.82%,2.7996
SH512200,房地产ETF,2018-01-04,1.0060,2018-01-11,1.0640,6.37%,2.9781
SZ159928,消费ETF,2018-01-11,2.5150,2018-01-18,2.5520,1.30%,3.0169
SH512880,证券ETF,2018-01-18,1.0330,2018-01-25,1.0770,7.01%,3.2284
SH512980,传媒ETF,2018-01-25,1.0650,2018-02-01,0.9940,-4.23%,3.092
SH518880,黄金ETF,2018-02-01,2.7290,2018-02-08,2.6800,-1.68%,3.04
SH511010,国债ETF,2018-02-08,108.4055,2018-02-22,108.7306,0.43%,3.0531
SH513050,中概互联网ETF易方达,2018-02-22,1.5470,2018-03-01,1.5320,3.23%,3.1518
SZ159939,信息技术ETF,2018-03-01,0.5480,2018-03-08,0.5475,2.82%,3.2406
SZ159929,医药ETF,2018-03-08,1.6260,2018-03-15,1.6340,2.14%,3.31
SH511010,国债ETF,2018-03-15,109.1345,2018-03-22,109.1867,0.06%,3.312
SZ159929,医药ETF,2018-03-22,1.7060,2018-03-29,1.6970,-0.46%,3.2967
SZ159949,创业板50ETF,2018-03-29,0.7050,2018-04-09,0.6980,-0.29%,3.2873
SH511260,十年国债ETF,2018-04-09,98.6098,2018-04-16,98.7810,0.41%,3.3008
SH511010,国债ETF,2018-04-16,110.4221,2018-04-23,110.4408,0.30%,3.3108
SZ159920,恒生ETF,2018-04-23,1.4721,2018-05-02,1.4968,-0.32%,3.3001
SZ159929,医药ETF,2018-05-02,1.7020,2018-05-09,1.7680,4.56%,3.4505
SZ159928,消费ETF,2018-05-09,2.2850,2018-05-16,2.3520,2.44%,3.5347
SH512200,房地产ETF,2018-05-16,0.9150,2018-05-23,0.8970,-1.52%,3.481
SZ159929,医药ETF,2018-05-23,1.8400,2018-05-30,1.7760,-1.47%,3.43
SZ159928,消费ETF,2018-05-30,2.3600,2018-06-06,2.4740,6.20%,3.6427
SH513050,中概互联网ETF易方达,2018-06-06,1.5350,2018-06-13,1.5650,1.83%,3.7095
SH513500,标普500ETF博时,2018-06-13,0.8355,2018-06-21,0.8365,-0.84%,3.6784
SH518880,黄金ETF,2018-06-21,2.6410,2018-06-28,2.6550,0.45%,3.695
SZ159943,深证成指ETF大成,2018-06-28,0.8462,2018-07-05,0.8386,-0.12%,3.6906
SH518880,黄金ETF,2018-07-05,2.6750,2018-07-12,2.6680,0.11%,3.6948
SZ159929,医药ETF,2018-07-12,1.7100,2018-07-19,1.6980,2.98%,3.805
SH511010,国债ETF,2018-07-19,111.7146,2018-07-26,111.7265,-0.05%,3.8031
SH512200,房地产ETF,2018-07-26,0.7830,2018-08-02,0.7340,-3.69%,3.6628
SH511010,国债ETF,2018-08-02,112.1077,2018-08-09,112.0880,0.18%,3.6696
SH512070,证券保险ETF易方达,2018-08-09,1.6620,2018-08-16,1.6180,-0.06%,3.6673
SH512770,战略新兴ETF,2018-08-16,0.9910,2018-08-23,1.0000,-0.61%,3.6449
SH512070,证券保险ETF易方达,2018-08-23,1.6770,2018-08-30,1.6800,1.93%,3.7153
SZ159941,纳指ETF,2018-08-30,0.4333,2018-09-06,0.4245,1.70%,3.7783
SH512660,军工ETF,2018-09-06,0.7260,2018-09-13,0.7360,0.84%,3.8099
SH513500,标普500ETF博时,2018-09-13,0.9195,2018-09-20,0.9255,0.05%,3.812
SZ159928,消费ETF,2018-09-20,2.0100,2018-09-28,2.1640,6.34%,4.0538
SZ159928,消费ETF,2018-09-28,2.1640,2018-10-12,1.9910,-9.93%,3.6514
SH511260,十年国债ETF,2018-10-12,101.1561,2018-10-19,101.4060,0.25%,3.6605
SH511010,国债ETF,2018-10-19,112.8131,2018-10-26,112.5993,-0.16%,3.6547
SH512880,证券ETF,2018-10-26,0.7300,2018-11-02,0.7780,1.20%,3.6985
SH513050,中概互联网ETF易方达,2018-11-02,1.2040,2018-11-09,1.1480,5.80%,3.9132
SH513500,标普500ETF博时,2018-11-09,0.8995,2018-11-16,0.8745,-3.43%,3.7789
SH512880,证券ETF,2018-11-16,0.8100,2018-11-23,0.7640,-0.13%,3.7741
SH518880,黄金ETF,2018-11-23,2.7310,2018-11-30,2.7320,0.11%,3.7783
SZ159941,纳指ETF,2018-11-30,0.3887,2018-12-07,0.3823,-2.84%,3.6709
SH518880,黄金ETF,2018-12-07,2.7380,2018-12-14,2.7450,0.48%,3.6884
SH510880,红利ETF华泰柏瑞,2018-12-14,1.8442,2018-12-21,1.8120,-1.81%,3.6216
SH518880,黄金ETF,2018-12-21,2.7880,2018-12-28,2.8260,1.41%,3.6726
SH511260,十年国债ETF,2018-12-28,104.4225,2019-01-08,104.3812,0.33%,3.6848
SH512880,证券ETF,2019-01-08,0.7820,2019-01-15,0.7980,-0.51%,3.6659
SH512960,央企结构调整ETF博时,2019-01-15,0.9093,2019-01-22,0.9042,0.82%,3.696
SH510170,大宗商品ETF,2019-01-22,0.3772,2019-01-29,0.3762,2.03%,3.7712
SH513050,中概互联网ETF易方达,2019-01-29,1.1480,2019-02-12,1.2090,4.87%,3.955
SZ159949,创业板50ETF,2019-02-12,0.4670,2019-02-19,0.4930,8.01%,4.2717
SZ159939,信息技术ETF,2019-02-19,0.4510,2019-02-26,0.5290,15.45%,4.9315
SH512000,券商ETF,2019-02-26,0.9980,2019-03-05,0.9950,-2.45%,4.8107
SZ159915,创业板ETF易方达,2019-03-05,1.6150,2019-03-12,1.6960,6.56%,5.126
SZ159939,信息技术ETF,2019-03-12,0.5975,2019-03-19,0.5290,-5.60%,4.839
SZ159928,消费ETF,2019-03-19,2.4980,2019-03-26,2.3950,-4.69%,4.6122
SH518880,黄金ETF,2019-03-26,2.8500,2019-04-02,2.7920,-2.14%,4.5134
SH512000,券商ETF,2019-04-02,1.0310,2019-04-10,1.0440,2.32%,4.6181
SH513050,中概互联网ETF易方达,2019-04-10,1.3280,2019-04-17,1.3130,-0.08%,4.6146
SH510230,金融ETF,2019-04-17,1.0903,2019-04-24,1.0743,-2.11%,4.5173
SZ159941,纳指ETF,2019-04-24,0.4240,2019-05-08,0.4180,2.04%,4.6093
SH518880,黄金ETF,2019-05-08,2.8040,2019-05-15,2.8440,2.55%,4.7267
SH512690,酒ETF,2019-05-15,0.3747,2019-05-22,0.3600,2.80%,4.8591
SH518880,黄金ETF,2019-05-22,2.8340,2019-05-29,2.8610,0.71%,4.8934
SZ159928,消费ETF,2019-05-29,2.7270,2019-06-05,2.6680,-1.55%,4.8177
SH518880,黄金ETF,2019-06-05,2.9630,2019-06-13,2.9770,0.95%,4.8636
SH512400,有色金属ETF,2019-06-13,0.6461,2019-06-20,0.6500,-1.36%,4.7973
SH512070,证券保险ETF易方达,2019-06-20,2.2910,2019-06-27,2.2980,4.48%,5.0124
SH512690,酒ETF,2019-06-27,0.3909,2019-07-04,0.3968,6.72%,5.3491
SH512660,军工ETF,2019-07-04,0.7820,2019-07-11,0.7480,-3.11%,5.1828
SH510880,红利ETF华泰柏瑞,2019-07-11,2.0085,2019-07-18,1.9991,0.51%,5.2091
SH511260,十年国债ETF,2019-07-18,105.3287,2019-07-25,105.3051,0.15%,5.2167
SH512480,半导体ETF,2019-07-25,0.5275,2019-08-01,0.5260,2.60%,5.3525
SH510170,大宗商品ETF,2019-08-01,0.4125,2019-08-08,0.4038,-2.30%,5.2293
SH518880,黄金ETF,2019-08-08,3.3860,2019-08-15,3.4140,0.39%,5.2495
SH512690,酒ETF,2019-08-15,0.3879,2019-08-22,0.4082,2.45%,5.3782
SH512670,国防ETF,2019-08-22,0.5040,2019-08-29,0.5180,2.20%,5.4965
SH512930,AI人工智能ETF,2019-08-29,0.9364,2019-09-05,0.9908,4.86%,5.7639
SH512480,半导体ETF,2019-09-05,0.6180,2019-09-12,0.6330,2.19%,5.89
SH512000,券商ETF,2019-09-12,0.9860,2019-09-20,0.9390,-2.88%,5.7204
SH512690,酒ETF,2019-09-20,0.4207,2019-09-27,0.4174,-0.79%,5.6752
SH510230,金融ETF,2019-09-27,1.0402,2019-10-11,1.0614,0.14%,5.6831
SH512170,医疗ETF,2019-10-11,0.4163,2019-10-18,0.4237,2.18%,5.8068
SH513050,中概互联网ETF易方达,2019-10-18,1.2370,2019-10-25,1.2270,-2.10%,5.6851
SH511010,国债ETF,2019-10-25,116.4601,2019-11-01,116.2690,-0.18%,5.6752
SZ159941,纳指ETF,2019-11-01,0.4543,2019-11-08,0.4557,0.44%,5.7002
SH513050,中概互联网ETF易方达,2019-11-08,1.2880,2019-11-15,1.2720,-0.47%,5.6734
SH512480,半导体ETF,2019-11-15,0.6290,2019-11-22,0.6185,-0.16%,5.6644
SH512400,有色金属ETF,2019-11-22,0.6099,2019-11-29,0.6128,1.78%,5.7651
SH512480,半导体ETF,2019-11-29,0.6245,2019-12-06,0.6820,7.74%,6.2114
SH512480,半导体ETF,2019-12-06,0.6820,2019-12-13,0.7310,9.13%,6.7786
SH512480,半导体ETF,2019-12-13,0.7310,2019-12-20,0.7140,-0.96%,6.7135
SH512200,房地产ETF,2019-12-20,0.9060,2019-12-27,0.8980,0.44%,6.7434
SH512400,有色金属ETF,2019-12-27,0.7038,2020-01-06,0.7587,7.31%,7.2361
SH512980,传媒ETF,2020-01-06,0.9050,2020-01-13,0.9290,3.16%,7.4645
SH512480,半导体ETF,2020-01-13,0.8250,2020-01-20,0.8760,5.96%,7.9093
SH515000,科技ETF,2020-01-20,1.4330,2020-02-04,1.3600,-8.71%,7.2207
SH511260,十年国债ETF,2020-02-04,109.0576,2020-02-11,109.5092,0.26%,7.2394
SZ159941,纳指ETF,2020-02-11,0.5640,2020-02-18,0.5583,3.77%,7.5123
SH512480,半导体ETF,2020-02-18,1.0650,2020-02-25,1.2240,18.67%,8.9151
SH515880,通信ETF,2020-02-25,1.3880,2020-03-03,1.2880,-4.14%,8.5458
SH511260,十年国债ETF,2020-03-03,109.8997,2020-03-10,111.2506,2.00%,8.717
SH512200,房地产ETF,2020-03-10,0.8780,2020-03-17,0.8160,-4.50%,8.3245
SH511010,国债ETF,2020-03-17,119.9830,2020-03-24,120.4963,0.19%,8.3402
SZ159985,豆粕ETF,2020-03-24,1.0150,2020-03-31,1.0230,-0.29%,8.3158
SH513050,中概互联网ETF易方达,2020-03-31,1.4300,2020-04-08,1.4140,1.41%,8.4335
