标的,名称,开始日期,开始价格,结束日期,结束价格,本次收益,总净值
"SH510170,SH510410,SZ159928","大宗商品ETF,资源ETF博时,消费ETF",2017-08-09,"0.5420,0.8600,1.8600",2017-08-16,"0.5170,0.8030,1.9100",-0.60%,2.0947
"SZ159949,SZ159939,SZ159915","创业板50ETF,信息技术ETF,创业板ETF易方达",2017-08-16,"0.7320,0.5450,1.7350",2017-08-23,"0.7250,0.5450,1.7170",1.39%,2.1238
"SH512070,SH510230,SH510050","证券保险ETF易方达,金融ETF,上证50ETF",2017-08-23,"1.9610,0.9506,2.3117",2017-08-30,"2.0550,0.9845,2.3680",5.06%,2.2312
"SZ159930,SH510410,SZ159939","能源ETF,资源ETF博时,信息技术ETF",2017-08-30,"0.9050,0.8460,0.5560",2017-09-06,"0.9100,0.8820,0.5785",3.90%,2.3182
"SH512400,SZ159939,SZ159949","有色金属ETF,信息技术ETF,创业板50ETF",2017-09-06,"1.0416,0.5785,0.7720",2017-09-13,"1.0651,0.5765,0.7650",1.35%,2.3494
"SH513050,SH510410,SZ159902","中概互联网ETF易方达,资源ETF博时,中小100ETF华夏",2017-09-13,"1.4270,0.8870,3.6600",2017-09-20,"1.4990,0.8690,3.6710",0.45%,2.3599
"SH513050,SH513500,SH511010","中概互联网ETF易方达,标普500ETF博时,国债ETF",2017-09-20,"1.4990,0.7590,108.2626",2017-09-27,"1.4390,0.7600,108.2538",-1.27%,2.3299
"SZ159930,SH510180,SH512880","能源ETF,上证180ETF,证券ETF",2017-09-27,"0.8830,2.8161,1.1010",2017-10-11,"0.8850,2.8547,1.1040",0.64%,2.3448
"SZ159928,SH513050,SZ159929","消费ETF,中概互联网ETF易方达,医药ETF",2017-10-11,"2.1370,1.5200,1.5330",2017-10-18,"2.1030,1.5260,1.5380",1.71%,2.3848
"SH510900,SH512550,SH511010","恒生中国企业ETF易方达,富时A50,国债ETF",2017-10-18,"1.1469,1.0500,107.9888",2017-10-25,"1.1377,1.0560,107.9878",-0.10%,2.3825
"SZ159949,SH512200,SZ159929","创业板50ETF,房地产ETF,医药ETF",2017-10-25,"0.7680,0.9610,1.6000",2017-11-01,"0.7290,0.9570,1.5830",-1.13%,2.3556
"SZ159941,SH513500,SZ159929","纳指ETF,标普500ETF博时,医药ETF",2017-11-01,"0.3425,0.7955,1.5830",2017-11-08,"0.3440,0.7955,1.6670",2.46%,2.4137
"SZ159928,SZ159929,SH512660","消费ETF,医药ETF,军工ETF",2017-11-08,"2.3840,1.6670,0.9030",2017-11-15,"2.2810,1.6170,0.8960",-1.84%,2.3693
"SZ159929,SH512000,SH512880","医药ETF,券商ETF,证券ETF",2017-11-15,"1.6170,0.9910,1.0460",2017-11-22,"1.6220,1.0100,1.0650",1.08%,2.3949
"SH513050,SH510230,SH512550","中概互联网ETF易方达,金融ETF,富时A50",2017-11-22,"1.5760,1.0625,1.1680",2017-11-29,"1.5470,1.0235,1.1180",-2.71%,2.33
"SH511010,SH518880,SH510180","国债ETF,黄金ETF,上证180ETF",2017-11-29,"107.6193,2.7380,2.9773",2017-12-06,"107.2696,2.6860,2.9518",-0.18%,2.3258
"SH510170,SH512400,SH513050","大宗商品ETF,有色金属ETF,中概互联网ETF易方达",2017-12-06,"0.4970,0.8673,1.4260",2017-12-13,"0.4920,0.8840,1.4840",0.64%,2.3408
"SZ159928,SZ159902,SZ159929","消费ETF,中小100ETF华夏,医药ETF",2017-12-13,"2.3100,3.7240,1.5890",2017-12-20,"2.3500,3.6340,1.5850",0.67%,2.3566
"SH511010,SH512660,SH512880","国债ETF,军工ETF,证券ETF",2017-12-20,"107.8942,0.8590,0.9670",2017-12-27,"107.9779,0.8350,0.9470",-1.88%,2.3124
"SH510410,SH510170,SH511010","资源ETF博时,大宗商品ETF,国债ETF",2017-12-27,"0.8030,0.4997,107.9779",2018-01-04,"0.8500,0.5268,107.9573",3.48%,2.3927
"SH512200,SZ159930,SH510900","房地产ETF,能源ETF,恒生中国企业ETF易方达",2018-01-04,"1.0060,0.8840,1.1780",2018-01-11,"1.0640,0.9080,1.1863",4.68%,2.5048
"SZ159928,SH512550,SZ159941","消费ETF,富时A50,纳指ETF",2018-01-11,"2.5150,1.1700,0.3582",2018-01-18,"2.5520,1.2150,0.3635",1.59%,2.5447
"SH512070,SH510230,SH510900","证券保险ETF易方达,金融ETF,恒生中国企业ETF易方达",2018-01-18,"2.2100,1.0702,1.2467",2018-01-25,"2.2260,1.0934,1.2751",4.23%,2.6523
"SH512980,SZ159949,SZ159915","传媒ETF,创业板50ETF,创业板ETF易方达",2018-01-25,"1.0650,0.6870,1.7080",2018-02-01,"0.9940,0.6460,1.6030",-4.38%,2.536
"SH518880,SH510880,SZ159929","黄金ETF,红利ETF华泰柏瑞,医药ETF",2018-02-01,"2.7290,2.2542,1.5850",2018-02-08,"2.6800,2.1646,1.5100",-3.69%,2.4425
"SH511010,SH510170,SH510880","国债ETF,大宗商品ETF,红利ETF华泰柏瑞",2018-02-08,"108.4055,0.5088,2.1646",2018-02-22,"108.7306,0.5045,2.1618",-2.82%,2.3737
"SH513050,SH512400,SZ159928","中概互联网ETF易方达,有色金属ETF,消费ETF",2018-02-22,"1.5470,0.8977,2.3800",2018-03-01,"1.5320,0.9035,2.3220",2.65%,2.4365
"SZ159939,SZ159949,SH512660","信息技术ETF,创业板50ETF,军工ETF",2018-03-01,"0.5480,0.6870,0.7920",2018-03-08,"0.5475,0.6820,0.7970",1.98%,2.4847
"SZ159929,SZ159941,SH510810","医药ETF,纳指ETF,上海国企ETF汇添富",2018-03-08,"1.6260,0.3602,0.8865",2018-03-15,"1.6340,0.3663,0.8919",1.33%,2.5178
"SH511010,SH510880","国债ETF,红利ETF华泰柏瑞",2018-03-15,"109.1345,2.1450",2018-03-22,"109.1867,2.1058",-0.65%,2.5013
"SH511260,SH510810,SH510410","十年国债ETF,上海国企ETF汇添富,资源ETF博时",2018-03-22,"97.7873,0.8792,0.7820",2018-03-29,"97.7292,0.8455,0.7600",-2.80%,2.4313
SZ159949,创业板50ETF,2018-03-29,0.7050,2018-04-09,0.6980,-0.29%,2.4243
"SH511260,SH511010,SZ159941","十年国债ETF,国债ETF,纳指ETF",2018-04-09,"98.6098,109.8369,0.3390",2018-04-16,"98.7810,110.4221,0.3440",0.69%,2.441
"SH511010,SH511260,SH510500","国债ETF,十年国债ETF,中证500ETF",2018-04-16,"110.4221,98.7810,5.3004",2018-04-23,"110.4408,99.9616,5.1384",-0.22%,2.4356
空仓,-,2018-04-23,-,2018-05-02,-,0.00%,2.4356
"SZ159930,SH510410,SZ159939","能源ETF,资源ETF博时,信息技术ETF",2018-05-02,"0.7700,0.7280,0.5375",2018-05-09,"0.7900,0.7410,0.5515",1.77%,2.4788
"SZ159929,SH513050,SZ159930","医药ETF,中概互联网ETF易方达,能源ETF",2018-05-09,"1.7680,1.4680,0.7900",2018-05-16,"1.8160,1.4750,0.7870",1.91%,2.5262
SZ159930,能源ETF,2018-05-16,0.7870,2018-05-23,0.8140,3.64%,2.6183
"SH511260,SH511010,SH513050","十年国债ETF,国债ETF,中概互联网ETF易方达",2018-05-23,"99.2729,110.5482,1.4520",2018-05-30,"100.1584,110.4733,1.4430",0.28%,2.6257
"SH511260,SZ159943,SH510410","十年国债ETF,深证成指ETF大成,资源ETF博时",2018-05-30,"100.1584,0.9138,0.7130",2018-06-06,"99.8298,0.9263,0.7200",-0.51%,2.6123
"SH513050,SZ159941,SZ159920","中概互联网ETF易方达,纳指ETF,恒生ETF",2018-06-06,"1.5350,0.3840,1.5434",2018-06-13,"1.5650,0.3865,1.5206",0.89%,2.6356
"SH513500,SH510410,SH512660","标普500ETF博时,资源ETF博时,军工ETF",2018-06-13,"0.8355,0.7070,0.7180",2018-06-21,"0.8365,0.6630,0.6510",-5.10%,2.5011
"SH518880,SH510050,SH510880","黄金ETF,上证50ETF,红利ETF华泰柏瑞",2018-06-21,"2.6410,2.2537,1.9316",2018-06-28,"2.6550,2.1224,1.8498",-3.04%,2.425
"SZ159943,SZ159920,SH510810","深证成指ETF大成,恒生ETF,上海国企ETF汇添富",2018-06-28,"0.8462,1.4350,0.7644",2018-07-05,"0.8386,1.4350,0.7498",-1.15%,2.3971
"SH518880,SH510810,SH510300","黄金ETF,上海国企ETF汇添富,沪深300ETF华泰柏瑞",2018-07-05,"2.6750,0.7498,2.9036",2018-07-12,"2.6680,0.7735,3.0434",0.79%,2.416
"SZ159929,SZ159941,SH513500","医药ETF,纳指ETF,标普500ETF博时",2018-07-12,"1.7100,0.4092,0.8705",2018-07-19,"1.6980,0.4100,0.8800",1.53%,2.453
"SH511010,SZ159943,SH510810","国债ETF,深证成指ETF大成,上海国企ETF汇添富",2018-07-19,"111.7146,0.8377,0.7607",2018-07-26,"111.7265,0.8414,0.7917",1.36%,2.4864
空仓,-,2018-07-26,-,2018-08-02,-,0.00%,2.4864
"SH511010,SH510810,SZ159929","国债ETF,上海国企ETF汇添富,医药ETF",2018-08-02,"112.1077,0.7726,1.5820",2018-08-09,"112.0880,0.7635,1.5200",-3.41%,2.4016
"SH512070,SZ159920,SH510900","证券保险ETF易方达,恒生ETF,恒生中国企业ETF易方达",2018-08-09,"1.6620,1.5070,1.1870",2018-08-16,"1.6180,1.4400,1.1410",-1.55%,2.3645
"SH518880,SH512070,SH510880","黄金ETF,证券保险ETF易方达,红利ETF华泰柏瑞",2018-08-16,"2.6040,1.6180,1.8344",2018-08-23,"2.6270,1.6770,1.8519",0.35%,2.3726
"SH512070,SH513050,SH510050","证券保险ETF易方达,中概互联网ETF易方达,上证50ETF",2018-08-23,"1.6770,1.3630,2.1815",2018-08-30,"1.6800,1.3660,2.2024",1.59%,2.4105
"SZ159941,SH513500,SH511260","纳指ETF,标普500ETF博时,十年国债ETF",2018-08-30,"0.4333,0.9250,100.8432",2018-09-06,"0.4245,0.9130,100.5402",0.39%,2.4199
"SH512660,SH511260","军工ETF,十年国债ETF",2018-09-06,"0.7260,100.5402",2018-09-13,"0.7360,100.1102",0.17%,2.424
"SH513500,SH511260,SZ159928","标普500ETF博时,十年国债ETF,消费ETF",2018-09-13,"0.9195,100.1102,1.9030",2018-09-20,"0.9255,100.3257,2.0100",2.29%,2.4794
"SZ159928,SH512880","消费ETF,证券ETF",2018-09-20,"2.0100,0.7150",2018-09-28,"2.1640,0.7290",3.57%,2.5679
"SZ159928,SZ159929,SZ159930","消费ETF,医药ETF,能源ETF",2018-09-28,"2.1640,1.5040,0.8030",2018-10-12,"1.9910,1.4100,0.7790",-6.17%,2.4093
"SH511260,SZ159943,SH512770","十年国债ETF,深证成指ETF大成,战略新兴ETF",2018-10-12,"101.1561,0.6824,0.8700",2018-10-19,"101.4060,0.6611,0.8370",-3.00%,2.3371
"SH511010,SH511260,SZ159929","国债ETF,十年国债ETF,医药ETF",2018-10-19,"112.8131,101.4060,1.3030",2018-10-26,"112.5993,101.5053,1.2720",-0.27%,2.3308
"SH518880,SH510810,SH512660","黄金ETF,上海国企ETF汇添富,军工ETF",2018-10-26,"2.7570,0.7106,0.6310",2018-11-02,"2.7310,0.7307,0.6600",0.47%,2.3416
"SZ159928,SH512770,SZ159949","消费ETF,战略新兴ETF,创业板50ETF",2018-11-02,"1.8250,0.8900,0.4850",2018-11-09,"1.7750,0.8800,0.4740",2.85%,2.4084
"SH513500,SH511260,SH511010","标普500ETF博时,十年国债ETF,国债ETF",2018-11-09,"0.8995,102.1557,112.9983",2018-11-16,"0.8745,103.0195,113.8327",-0.77%,2.3899
"SH512980,SH512200,SZ159939","传媒ETF,房地产ETF,信息技术ETF",2018-11-16,"0.7290,0.7730,0.4180",2018-11-23,"0.6800,0.7510,0.3890",-0.53%,2.3773
"SH518880,SH511260,SH510900","黄金ETF,十年国债ETF,恒生中国企业ETF易方达",2018-11-23,"2.7310,102.9959,1.1420",2018-11-30,"2.7320,102.9005,1.1730",0.53%,2.3899
"SZ159941,SH513500,SH512400","纳指ETF,标普500ETF博时,有色金属ETF",2018-11-30,"0.3887,0.8810,0.5785",2018-12-07,"0.3823,0.8605,0.5874",-0.78%,2.3712
"SH518880,SH511010,SH511260","黄金ETF,国债ETF,十年国债ETF",2018-12-07,"2.7380,113.9342,103.6807",2018-12-14,"2.7450,113.9480,103.2891",0.19%,2.3758
"SZ159930,SH518880","能源ETF,黄金ETF",2018-12-14,"0.7030,2.7450",2018-12-21,"0.6680,2.7880",-0.89%,2.3547
"SH518880,SZ159920,SH510880","黄金ETF,恒生ETF,红利ETF华泰柏瑞",2018-12-21,"2.7880,1.3730,1.8120",2018-12-28,"2.8260,1.3540,1.8071",0.06%,2.3562
"SH511260,SZ159929,SZ159901","十年国债ETF,医药ETF,深证100ETF易方达",2018-12-28,"104.4225,1.1880,1.6140",2019-01-08,"104.3812,1.1550,1.6471",-0.04%,2.3553
"SH512660,SH510500,SH512980","军工ETF,中证500ETF,传媒ETF",2019-01-08,"0.6610,3.8479,0.6740",2019-01-15,"0.6640,3.9058,0.6820",-1.02%,2.3312
SH511010,国债ETF,2019-01-15,114.7745,2019-01-22,114.7854,0.01%,2.3314
空仓,-,2019-01-22,-,2019-01-29,-,0.00%,2.3314
"SH512550,SH510230,SH510050","富时A50,金融ETF,上证50ETF",2019-01-29,"0.9670,0.8762,2.1715",2019-02-12,"0.9970,0.9013,2.2389",3.53%,2.4137
"SZ159949,SZ159915,SZ159939","创业板50ETF,创业板ETF易方达,信息技术ETF",2019-02-12,"0.4670,1.2780,0.4025",2019-02-19,"0.4930,1.3460,0.4510",8.44%,2.6174
"SH510410,SH518880","资源ETF博时,黄金ETF",2019-02-19,"0.6070,2.8780",2019-02-26,"0.6620,2.8560",3.84%,2.7179
"SH512000,SH512880,SZ159939","券商ETF,证券ETF,信息技术ETF",2019-02-26,"0.9980,1.0440,0.5290",2019-03-05,"0.9950,1.0430,0.5185",-1.71%,2.6713
"SZ159915,SZ159949,SZ159901","创业板ETF易方达,创业板50ETF,深证100ETF易方达",2019-03-05,"1.6150,0.5980,2.1960",2019-03-12,"1.6960,0.6110,2.1867",3.84%,2.7739
SZ159939,信息技术ETF,2019-03-12,0.5975,2019-03-19,0.5290,-5.60%,2.6186
"SZ159928,SZ159930,SH512770","消费ETF,能源ETF,战略新兴ETF",2019-03-19,"2.4980,0.7650,1.0690",2019-03-26,"2.3950,0.7310,1.0150",-3.25%,2.5334
"SH511260,SH511010,SH512200","十年国债ETF,国债ETF,房地产ETF",2019-03-26,"105.4005,115.1213,0.9170",2019-04-02,"104.7128,114.9883,0.9900",1.94%,2.5825
"SH512660,SZ159939,SH512400","军工ETF,信息技术ETF,有色金属ETF",2019-04-02,"0.8600,0.5560,0.7224",2019-04-10,"0.8460,0.5380,0.7185",-0.52%,2.569
"SH512550,SH510050,SZ159920","富时A50,上证50ETF,恒生ETF",2019-04-10,"1.1830,2.6292,1.5680",2019-04-17,"1.1990,2.6585,1.5610",1.14%,2.5982
"SH510810,SZ159943,SH513500","上海国企ETF汇添富,深证成指ETF大成,标普500ETF博时",2019-04-17,"0.9411,0.9317,0.9100",2019-04-24,"0.9211,0.9296,0.9190",-0.53%,2.5843
"SH513500,SH511260,SZ159959","标普500ETF博时,十年国债ETF,央企ETF银华",2019-04-24,"0.9190,102.7657,1.1280",2019-05-08,"0.9080,103.5154,1.0100",-2.25%,2.5262
"SH518880,SH511260,SH511010","黄金ETF,十年国债ETF,国债ETF",2019-05-08,"2.8040,103.5154,114.6100",2019-05-15,"2.8440,104.0978,114.6543",1.07%,2.5533
SH511030,公司债ETF,2019-05-15,2.6496,2019-05-22,2.6484,0.05%,2.5546
"SH518880,SZ159920,SZ159930","黄金ETF,恒生ETF,能源ETF",2019-05-22,"2.8340,1.4830,0.7230",2019-05-29,"2.8610,1.4640,0.7230",-0.55%,2.5404
"SZ159928,SH512070,SH512690","消费ETF,证券保险ETF易方达,酒ETF",2019-05-29,"2.7270,2.1140,0.3596",2019-06-05,"2.6680,2.0650,0.3405",-2.23%,2.4839
"SH518880,SH511260,SH511010","黄金ETF,十年国债ETF,国债ETF",2019-06-05,"2.9630,104.7561,115.3183",2019-06-13,"2.9770,104.5612,115.0602",0.20%,2.4888
"SH512400,SH510410,SZ159930","有色金属ETF,资源ETF博时,能源ETF",2019-06-13,"0.6461,0.6240,0.7260",2019-06-20,"0.6500,0.6280,0.7350",-0.67%,2.4722
"SH510230,SH512550,SH510050","金融ETF,富时A50,上证50ETF",2019-06-20,"1.0676,1.1810,2.6204",2019-06-27,"1.0558,1.1740,2.6212",1.80%,2.5168
SH512200,房地产ETF,2019-06-27,0.8650,2019-07-04,0.8990,3.70%,2.6099
"SH512660,SH512200,SH513520","军工ETF,房地产ETF,日经ETF",2019-07-04,"0.7820,0.8990,1.0120",2019-07-11,"0.7480,0.8570,1.0070",-2.71%,2.5391
空仓,-,2019-07-11,-,2019-07-18,-,0.00%,2.5391
"SH511010,SH512910,SH510050","国债ETF,中证A100ETF,上证50ETF",2019-07-18,"115.8562,0.8653,2.5769",2019-07-25,"115.8947,0.8929,2.6408",0.97%,2.5638
"SZ159902,SH512770,SH512910","中小100ETF华夏,战略新兴ETF,中证A100ETF",2019-07-25,"2.8460,0.9890,0.8929",2019-08-01,"2.8380,0.9920,0.8808",1.30%,2.5972
"SH510810,SH512550,SZ159920","上海国企ETF汇添富,富时A50,恒生ETF",2019-08-01,"0.8755,1.1770,1.4970",2019-08-08,"0.8273,1.1430,1.4490",-5.51%,2.454
"SH518880,SH510810,SH512980","黄金ETF,上海国企ETF汇添富,传媒ETF",2019-08-08,"3.3860,0.8273,0.6800",2019-08-15,"3.4140,0.8273,0.6900",0.86%,2.4752
"SH512170,SZ159929,SZ159949","医疗ETF,医药ETF,创业板50ETF",2019-08-15,"0.3680,1.4230,0.5410",2019-08-22,"0.3787,1.4630,0.5630",3.89%,2.5715
"SH512670,SH511260","国防ETF,十年国债ETF",2019-08-22,"0.5040,106.3578",2019-08-29,"0.5180,106.4867",1.10%,2.5997
"SH512930,SH512480,SH512670","AI人工智能ETF,半导体ETF,国防ETF",2019-08-29,"0.9364,0.5650,0.5180",2019-09-05,"0.9908,0.6180,0.5575",8.28%,2.815
"SH512480,SZ159939,SH512930","半导体ETF,信息技术ETF,AI人工智能ETF",2019-09-05,"0.6180,0.5445,0.9908",2019-09-12,"0.6330,0.5615,1.0098",3.74%,2.9205
"SH512000,SH512880,SH513520","券商ETF,证券ETF,日经ETF",2019-09-12,"0.9860,1.0370,1.0400",2019-09-20,"0.9390,0.9860,1.0540",-1.24%,2.8843
"SH512690,SH513520,SH513500","酒ETF,日经ETF,标普500ETF博时",2019-09-20,"0.4207,1.0540,0.9910",2019-09-27,"0.4174,1.0650,0.9870",-0.12%,2.8809
"SH511010,SH511260,SH512070","国债ETF,十年国债ETF,证券保险ETF易方达",2019-09-27,"116.4069,105.6917,2.2640",2019-10-11,"116.5478,105.8629,2.2840",-0.08%,2.8786
"SH512170,SH512200,SZ159929","医疗ETF,房地产ETF,医药ETF",2019-10-11,"0.4163,0.8670,1.5360",2019-10-18,"0.4237,0.8550,1.5520",1.54%,2.9229
"SH513050,SZ159901,SH512040","中概互联网ETF易方达,深证100ETF易方达,价值100ETF",2019-10-18,"1.2370,2.3136,0.5008",2019-10-25,"1.2270,2.3580,0.5044",-1.08%,2.8914
SH511010,国债ETF,2019-10-25,116.4601,2019-11-01,116.2690,-0.18%,2.8863
SZ159930,能源ETF,2019-11-01,0.6830,2019-11-08,0.6820,0.29%,2.8948
"SZ159930,SH518880","能源ETF,黄金ETF",2019-11-08,"0.6820,3.2690",2019-11-15,"0.6530,3.2680",-2.43%,2.8245
"SH512170,SH515000,SH512690","医疗ETF,科技ETF,酒ETF",2019-11-15,"0.4417,1.2190,0.4299",2019-11-22,"0.4313,1.2000,0.4233",0.51%,2.8388
"SH510170,SH513050,SH510050","大宗商品ETF,中概互联网ETF易方达,上证50ETF",2019-11-22,"0.3983,1.2660,2.6319",2019-11-29,"0.4002,1.3190,2.6062",2.12%,2.8988
"SH512480,SZ159941,SZ159939","半导体ETF,纳指ETF,信息技术ETF",2019-11-29,"0.6245,0.4885,0.5285",2019-12-06,"0.6820,0.4678,0.5510",2.56%,2.9731
"SH512480,SZ159949,SH515000","半导体ETF,创业板50ETF,科技ETF",2019-12-06,"0.6820,0.6250,1.2230",2019-12-13,"0.7310,0.6420,1.2420",3.56%,3.0791
"SH512480,SZ159920,SH510900","半导体ETF,恒生ETF,恒生中国企业ETF易方达",2019-12-13,"0.7310,1.5200,1.2310",2019-12-20,"0.7140,1.5360,1.2550",1.57%,3.1273
"SH513050,SH512480","中概互联网ETF易方达,半导体ETF",2019-12-20,"1.4060,0.7140",2019-12-27,"1.4740,0.7150",3.09%,3.2239
"SH512400,SH510410,SH510170","有色金属ETF,资源ETF博时,大宗商品ETF",2019-12-27,"0.7038,0.6330,0.4378",2020-01-06,"0.7587,0.6760,0.4642",6.76%,3.4418
"SH512980,SH512400,SZ159939","传媒ETF,有色金属ETF,信息技术ETF",2020-01-06,"0.9050,0.7587,0.6090",2020-01-13,"0.9290,0.7420,0.6360",2.33%,3.5219
"SH512690,SH513050,SH512770","酒ETF,中概互联网ETF易方达,战略新兴ETF",2020-01-13,"0.4582,1.5420,1.2460",2020-01-20,"0.4519,1.5140,1.2820",0.28%,3.5319
"SH515000,SH512170,SZ159929","科技ETF,医疗ETF,医药ETF",2020-01-20,"1.4330,0.4550,1.6580",2020-02-04,"1.3600,0.4563,1.6040",-6.16%,3.3142
"SH511260,SH510170,SH510500","十年国债ETF,大宗商品ETF,中证500ETF",2020-02-04,"109.0576,0.4017,4.5553",2020-02-11,"109.5092,0.4235,4.8632",5.26%,3.4886
"SZ159941,SZ159928,SH510170","纳指ETF,消费ETF,大宗商品ETF",2020-02-11,"0.5640,2.9490,0.4235",2020-02-18,"0.5583,3.0020,0.4525",4.96%,3.6615
"SH512480,SZ159995,SZ159939","半导体ETF,芯片ETF,信息技术ETF",2020-02-18,"1.0650,1.1800,0.7065",2020-02-25,"1.2240,1.4010,0.7710",16.70%,4.273
"SH515880,SZ159995,SH512480","通信ETF,芯片ETF,半导体ETF",2020-02-25,"1.3880,1.4010,1.2240",2020-03-03,"1.2880,1.1590,1.0215",-11.53%,3.7801
"SH511260,SH513520,SH518880","十年国债ETF,日经ETF,黄金ETF",2020-03-03,"109.8997,1.0140,3.5360",2020-03-10,"111.2506,0.9840,3.6120",-0.22%,3.772
空仓,-,2020-03-10,-,2020-03-17,-,0.00%,3.772
"SH511010,SH511260,SH515450","国债ETF,十年国债ETF,红利低波50ETF",2020-03-17,"119.9830,110.1674,0.6856",2020-03-24,"120.4963,110.6623,0.6669",-1.68%,3.7086
空仓,-,2020-03-24,-,2020-03-31,-,0.00%,3.7086
"SH511010,SH511260,SH510810","国债ETF,十年国债ETF,上海国企ETF汇添富",2020-03-31,"121.3642,110.9958,0.7143",2020-04-08,"122.5385,111.7780,0.7161",0.67%,3.7333
"SH512670,SH512660,SZ159939","国防ETF,军工ETF,信息技术ETF",2020-04-08,"0.5725,0.8040,0.6150",2020-04-15,"0.5640,0.7880,0.5980",-0.15%,3.7276
"SH518880,SH511030","黄金ETF,公司债ETF",2020-04-15,"3.7020,3.0334",2020-04-22,"3.6740,3.0363",-0.40%,3.7128
"SZ159998,SH512980,SH510410","计算机ETF,传媒ETF,资源ETF博时",2020-04-22,"1.0230,0.8380,0.5460",2020-04-29,"0.9830,0.8170,0.5310",-3.06%,3.5992
"SZ159941,SH513520,SH513500","纳指ETF,日经ETF,标普500ETF博时",2020-04-29,"0.5242,0.9800,0.9655",2020-05-11,"0.5285,0.9960,0.9810",2.80%,3.6998
"SH515880,SH512690,SH512670","通信ETF,酒ETF,国防ETF",2020-05-11,"1.1670,0.4508,0.6055",2020-05-18,"1.1140,0.4758,0.6250",1.26%,3.7463
"SH518880,SZ159943,SZ159959","黄金ETF,深证成指ETF大成,央企ETF银华",2020-05-18,"3.9270,0.9995,0.9670",2020-05-25,"3.8580,0.9714,0.9320",-1.68%,3.6835
"SH515210,SH515450,SH515080","钢铁ETF,红利低波50ETF,中证红利ETF",2020-05-25,"0.8393,0.6583,0.7486",2020-06-01,"0.8681,0.6698,0.7693",1.10%,3.7238
"SH512690,SH512400,SZ159996","酒ETF,有色金属ETF,家电ETF",2020-06-01,"0.5012,0.6715,1.0150",2020-06-08,"0.5100,0.6725,1.0230",2.43%,3.8143
"SH512690,SH513500,SH515030","酒ETF,标普500ETF博时,新能源车ETF",2020-06-08,"0.5100,1.0585,0.9230",2020-06-15,"0.5005,0.9805,0.9240",-0.86%,3.7815
"SH512170,SZ159949,SZ159915","医疗ETF,创业板50ETF,创业板ETF易方达",2020-06-15,"0.6093,0.8490,2.1410",2020-06-22,"0.6377,0.9050,2.2640",5.05%,3.9725
"SZ159995,SH512880,SH512000","芯片ETF,证券ETF,券商ETF",2020-06-22,"1.1490,1.0020,0.9540",2020-07-01,"1.1910,1.0310,0.9820",4.67%,4.1582
"SZ159928,SH512770,SH518880","消费ETF,战略新兴ETF,黄金ETF",2020-07-01,"3.8310,1.6090,3.9390",2020-07-08,"4.1660,1.7640,3.9280",6.82%,4.4419
"SH512670,SH512660,SH512480","国防ETF,军工ETF,半导体ETF",2020-07-08,"0.7490,1.0110,1.2195",2020-07-15,"0.7290,1.0010,1.2410",11.92%,4.9713
"SH512690,SZ159992,SZ159928","酒ETF,创新药ETF,消费ETF",2020-07-15,"0.6825,1.4710,4.4730",2020-07-22,"0.6398,1.4770,4.3500",-3.21%,4.8118
"SH510170,SH513050,SZ159992","大宗商品ETF,中概互联网ETF易方达,创新药ETF",2020-07-22,"0.5167,2.0060,1.4770",2020-07-29,"0.5238,1.9470,1.5170",-0.71%,4.7777
SH518880,黄金ETF,2020-07-29,4.2060,2020-08-05,4.3200,0.19%,4.7868
"SZ159992,SH515030,SH512400","创新药ETF,新能源车ETF,有色金属ETF",2020-08-05,"1.6130,1.1240,0.8800",2020-08-12,"1.4550,1.1000,0.8194",-2.77%,4.6543
"SH513520,SZ159972,SZ159985","日经ETF,5年地债ETF,豆粕ETF",2020-08-12,"1.0890,96.2721,0.9950",2020-08-19,"1.1050,95.3920,1.0140",0.85%,4.6937
"SH512690,SH512400,SH515220","酒ETF,有色金属ETF,煤炭ETF",2020-08-19,"0.6601,0.8546,1.0220",2020-08-26,"0.6961,0.8066,0.9819",-0.27%,4.6811
"SH513050,SH512690,SZ159928","中概互联网ETF易方达,酒ETF,消费ETF",2020-08-26,"2.1440,0.6961,4.6470",2020-09-02,"2.1580,0.7185,4.8950",3.18%,4.8301
"SZ159941,SZ159939,SH515880","纳指ETF,信息技术ETF,通信ETF",2020-09-02,"0.7440,0.7755,1.2710",2020-09-09,"0.6622,0.7245,1.1920",-1.97%,4.7347
"SH510900,SZ159920,SH512890","恒生中国企业ETF易方达,恒生ETF,红利低波ETF华泰柏瑞",2020-09-09,"1.1140,1.3410,0.6550",2020-09-16,"1.1190,1.3490,0.6565",-0.97%,4.6889
"SH515030,SH513050,SH512040","新能源车ETF,中概互联网ETF易方达,价值100ETF",2020-09-16,"1.0830,2.0160,0.6556",2020-09-23,"1.0950,1.9500,0.6570",-0.69%,4.6563
"SH511010,SZ159920,SH513080","国债ETF,恒生ETF,法国CAC40ETF",2020-09-23,"119.3831,1.2980,0.9990",2020-09-30,"118.9082,1.2890,0.9940",-1.02%,4.6088
"SZ159941,SH515030,SH518880","纳指ETF,新能源车ETF,黄金ETF",2020-09-30,"0.6485,1.0990,3.9740",2020-10-15,"0.6550,1.2120,3.9530",5.31%,4.8536
