标的,名称,开始日期,开始价格,结束日期,结束价格,本次收益,总净值
"SH510500,SH510170,SH510230","中证500ETF,大宗商品ETF,金融ETF",2014-03-19,"3.3254,0.3285,0.4390",2014-03-26,"3.3434,0.3350,0.4567",1.66%,1.0166
"SH510900,SH510880,SH510500","恒生中国企业ETF易方达,红利ETF华泰柏瑞,中证500ETF",2014-03-26,"0.8299,1.0106,3.3434",2014-04-02,"0.8437,1.0100,3.2626",0.14%,1.0181
"SZ159920,SH513500,SH511010","恒生ETF,标普500ETF博时,国债ETF",2014-04-02,"0.9709,0.5240,95.0919",2014-04-10,"0.9966,0.5190,95.2627",0.13%,1.0194
"SH510230,SH510050,SH510180","金融ETF,上证50ETF,上证180ETF",2014-04-10,"0.4947,1.2771,1.5754",2014-04-17,"0.4755,1.2356,1.5352",-0.20%,1.0174
"SH513500,SZ159928,SZ159920","标普500ETF博时,消费ETF,恒生ETF",2014-04-17,"0.5165,0.9670,0.9843",2014-04-24,"0.5220,0.9550,0.9776",0.09%,1.0183
"SH513500,SH511010,SZ159920","标普500ETF博时,国债ETF,恒生ETF",2014-04-24,"0.5220,95.6746,0.9776",2014-05-05,"0.5205,96.3940,0.9567",-0.33%,1.0149
"SH511010,SH510900,SH510410","国债ETF,恒生中国企业ETF易方达,资源ETF博时",2014-05-05,"96.3940,0.8226,0.5200",2014-05-12,"96.7493,0.8318,0.5780",-0.22%,1.0127
"SZ159930,SH511010,SH518880","能源ETF,国债ETF,黄金ETF",2014-05-12,"0.8030,96.7493,2.5930",2014-05-19,"0.7720,96.6204,2.5960",0.75%,1.0203
"SZ159920,SH510880,SZ159901","恒生ETF,红利ETF华泰柏瑞,深证100ETF易方达",2014-05-19,"0.9871,0.9970,1.2246",2014-05-26,"1.0014,1.0125,1.2539",1.03%,1.0308
"SZ159915,SH510500,SZ159902","创业板ETF易方达,中证500ETF,中小100ETF华夏",2014-05-26,"1.2890,3.2057,2.1540",2014-06-03,"1.2870,3.1967,2.1670",1.32%,1.0445
"SH510900,SH513500,SH511010","恒生中国企业ETF易方达,标普500ETF博时,国债ETF",2014-06-03,"0.8766,0.5355,97.5984",2014-06-10,"0.8904,0.5420,97.4891",1.08%,1.0557
"SZ159929,SH510900,SH513500","医药ETF,恒生中国企业ETF易方达,标普500ETF博时",2014-06-10,"0.9600,0.8904,0.5420",2014-06-17,"0.9650,0.8968,0.5375",1.09%,1.0673
"SH510050,SH510180","上证50ETF,上证180ETF",2014-06-17,"1.2242,1.5045",2014-06-24,"1.2136,1.4903",-2.31%,1.0426
"SH518880,SH513500,SH511010","黄金ETF,标普500ETF博时,国债ETF",2014-06-24,"2.6370,0.5460,97.8464",2014-07-01,"2.6380,0.5465,97.3993",-0.11%,1.0415
"SZ159915,SH510500,SZ159902","创业板ETF易方达,中证500ETF,中小100ETF华夏",2014-07-01,"1.3810,3.3194,2.2520",2014-07-08,"1.3810,3.3973,2.2600",0.87%,1.0506
"SH510500,SH510230,SH510180","中证500ETF,金融ETF,上证180ETF",2014-07-08,"3.3973,0.4764,1.5195",2014-07-15,"3.4422,0.4750,1.5266",0.51%,1.056
"SZ159928,SH510500,SZ159929","消费ETF,中证500ETF,医药ETF",2014-07-15,"0.9420,3.4422,0.9920",2014-07-22,"0.9600,3.4362,0.9910",0.43%,1.0605
"SZ159928,SH510050","消费ETF,上证50ETF",2014-07-22,"0.9600,1.2494",2014-07-29,"0.9810,1.3448",6.28%,1.1271
"SH510230,SH510410,SH510170","金融ETF,资源ETF博时,大宗商品ETF",2014-07-29,"0.5263,0.6050,0.3590",2014-08-05,"0.5307,0.6270,0.3750",2.12%,1.151
"SZ159928,SH510410,SZ159930","消费ETF,资源ETF博时,能源ETF",2014-08-05,"1.0200,0.6270,0.8760",2014-08-12,"1.0190,0.6300,0.8720",0.26%,1.154
"SZ159915,SH510500","创业板ETF易方达,中证500ETF",2014-08-12,"1.3640,3.6996",2014-08-19,"1.4040,3.7834",2.40%,1.1817
"SZ159915,SZ159902,SH510500","创业板ETF易方达,中小100ETF华夏,中证500ETF",2014-08-19,"1.4040,2.4250,3.7834",2014-08-26,"1.3770,2.3960,3.7115",0.48%,1.1875
"SH510900,SH513500,SH510300","恒生中国企业ETF易方达,标普500ETF博时,沪深300ETF华泰柏瑞",2014-08-26,"0.9618,0.5545,1.9401",2014-09-02,"0.9481,0.5580,1.9876",-0.17%,1.1855
"SH510500,SZ159915,SZ159902","中证500ETF,创业板ETF易方达,中小100ETF华夏",2014-09-02,"3.8492,1.4300,2.4900",2014-09-10,"3.9600,1.4670,2.5510",3.54%,1.2274
"SH510500,SZ159902,SZ159915","中证500ETF,中小100ETF华夏,创业板ETF易方达",2014-09-10,"3.9600,2.5510,1.4670",2014-09-17,"3.9390,2.5050,1.4400",-1.65%,1.2072
"SH511010,SH518880,SH510230","国债ETF,黄金ETF,金融ETF",2014-09-17,"97.6072,2.4590,0.5156",2014-09-24,"98.0845,2.4180,0.5234",-0.52%,1.2009
空仓,-,2014-09-24,-,2014-10-08,-,0.00%,1.2009
"SZ159929,SH510500,SZ159902","医药ETF,中证500ETF,中小100ETF华夏",2014-10-08,"1.1490,4.2054,2.6380",2014-10-15,"1.1900,4.1905,2.6110",1.20%,1.2152
"SH511010,SZ159930,SZ159915","国债ETF,能源ETF,创业板ETF易方达",2014-10-15,"99.7829,0.9130,1.5020",2014-10-22,"99.7771,0.8780,1.4640",-1.41%,1.198
"SH513500,SH518880,SH510050","标普500ETF博时,黄金ETF,上证50ETF",2014-10-22,"0.5390,2.4640,1.3391",2014-10-29,"0.5465,2.4280,1.3456",0.10%,1.1992
"SH510500,SZ159915,SZ159929","中证500ETF,创业板ETF易方达,医药ETF",2014-10-29,"4.2024,1.4890,1.1430",2014-11-05,"4.1994,1.4710,1.1220",-0.12%,1.1978
"SH513500,SH510170,SH511010","标普500ETF博时,大宗商品ETF,国债ETF",2014-11-05,"0.5565,0.3950,101.3261",2014-11-12,"0.5630,0.3955,101.6658",-0.05%,1.1972
"SH510230,SH510050,SH510180","金融ETF,上证50ETF,上证180ETF",2014-11-12,"0.5761,1.4475,1.8389",2014-11-19,"0.5505,1.3991,1.7937",-1.75%,1.1762
