标的,名称,开始日期,开始价格,结束日期,结束价格,本次收益,总净值
"SZ159915,SH518880,SZ159902","创业板ETF易方达,黄金ETF,中小100ETF华夏",2014-11-19,"1.4640,2.3500,2.5170",2014-11-26,"1.5100,2.3630,2.5900",2.71%,1.2081
"SH510230,SH510050,SH510410","金融ETF,上证50ETF,资源ETF博时",2014-11-26,"0.6115,1.5168,0.6850",2014-12-03,"0.7011,1.6981,0.7460",12.38%,1.3577
"SH510230,SH510050,SH510180","金融ETF,上证50ETF,上证180ETF",2014-12-03,"0.7011,1.6981,2.1206",2014-12-10,"0.7832,1.8702,2.3111",7.44%,1.4587
"SZ159929,SH510170,SZ159930","医药ETF,大宗商品ETF,能源ETF",2014-12-10,"1.1930,0.4440,0.9980",2014-12-17,"1.1830,0.4470,1.0140",3.54%,1.5103
"SH510230,SH510050,SH510180","金融ETF,上证50ETF,上证180ETF",2014-12-17,"0.8595,1.9679,2.4346",2014-12-24,"0.7999,1.8844,2.3329",2.26%,1.5445
"SH513500,SH511010,SH518880","标普500ETF博时,国债ETF,黄金ETF",2014-12-24,"0.5750,101.1982,2.3780",2014-12-31,"0.5740,100.9249,2.4120",0.16%,1.547
"SH510230,SH510050,SH510900","金融ETF,上证50ETF,恒生中国企业ETF易方达",2014-12-31,"0.9356,2.1316,1.0800",2015-01-09,"0.9074,2.1082,1.0965",-0.53%,1.5387
"SH511010,SZ159928,SZ159901","国债ETF,消费ETF,深证100ETF易方达",2015-01-09,"101.2344,1.1790,1.8750",2015-01-16,"102.7004,1.1720,1.9169",-0.23%,1.5352
"SH510230,SH510050,SH510180","金融ETF,上证50ETF,上证180ETF",2015-01-16,"0.9367,2.1750,2.6574",2015-01-23,"0.8963,2.1082,2.5945",-3.58%,1.4803
"SH510300,SH510170,SH510180","沪深300ETF华泰柏瑞,大宗商品ETF,上证180ETF",2015-01-23,"2.9431,0.4850,2.5945",2015-01-30,"2.8282,0.4678,2.4709",-1.97%,1.4511
"SH511010,SZ159920,SH513500","国债ETF,恒生ETF,标普500ETF博时",2015-01-30,"102.7941,1.0936,0.5615",2015-02-06,"103.9059,1.0898,0.5680",0.59%,1.4596
"SH513500,SH511010,SZ159928","标普500ETF博时,国债ETF,消费ETF",2015-02-06,"0.5680,103.9059,1.1290",2015-02-13,"0.5785,104.4037,1.1800",1.62%,1.4832
"SZ159939,SZ159915,SZ159902","信息技术ETF,创业板ETF易方达,中小100ETF华夏",2015-02-13,"1.0574,1.7610,2.9570",2015-02-27,"1.1023,1.8630,3.0830",4.86%,1.5552
"SH510880,SH510410,SH510170","红利ETF华泰柏瑞,资源ETF博时,大宗商品ETF",2015-02-27,"1.6044,0.7800,0.4785",2015-03-06,"1.5807,0.7890,0.4888",0.28%,1.5596
"SH511010,SH518880,SZ159920","国债ETF,黄金ETF,恒生ETF",2015-03-06,"103.6814,2.4390,1.0784",2015-03-13,"103.6765,2.3590,1.0689",-1.48%,1.5366
"SH510230,SH510880,SH510180","金融ETF,红利ETF华泰柏瑞,上证180ETF",2015-03-13,"0.8611,1.6704,2.5888",2015-03-20,"0.9297,1.8063,2.7817",6.28%,1.6332
"SH510880,SZ159939,SH510170","红利ETF华泰柏瑞,信息技术ETF,大宗商品ETF",2015-03-20,"1.8063,1.2822,0.5282",2015-03-27,"1.8499,1.3402,0.5425",3.54%,1.691
"SZ159928,SZ159929,SH518880","消费ETF,医药ETF,黄金ETF",2015-03-27,"1.3880,1.4430,2.4060",2015-04-03,"1.4340,1.5330,2.3920",2.65%,1.7357
"SZ159915,SZ159939,SZ159902","创业板ETF易方达,信息技术ETF,中小100ETF华夏",2015-04-03,"2.3910,1.4361,3.9280",2015-04-13,"2.4510,1.4862,4.0520",2.39%,1.7771
"SH510050,SH510230,SH510880","上证50ETF,金融ETF,红利ETF华泰柏瑞",2015-04-13,"2.4983,1.0372,2.1345",2015-04-20,"2.5918,1.0146,2.1473",5.86%,1.8812
"SZ159930,SH510410,SH510180","能源ETF,资源ETF博时,上证180ETF",2015-04-20,"1.3280,0.9950,3.2620",2015-04-27,"1.5430,1.0960,3.4558",3.86%,1.9538
"SZ159930,SH510410,SH510170","能源ETF,资源ETF博时,大宗商品ETF",2015-04-27,"1.5430,1.0960,0.6625",2015-05-05,"1.3870,1.0160,0.6250",0.39%,1.9614
"SZ159920,SH510050,SH510170","恒生ETF,上证50ETF,大宗商品ETF",2015-05-05,"1.2134,2.5860,0.6250",2015-05-12,"1.2163,2.6135,0.6240",-3.10%,1.9006
"SZ159939,SZ159915,SZ159902","信息技术ETF,创业板ETF易方达,中小100ETF华夏",2015-05-12,"1.7708,3.1290,4.4610",2015-05-19,"1.8591,3.1850,4.7320",5.01%,1.9959
"SZ159915,SZ159939,SZ159902","创业板ETF易方达,信息技术ETF,中小100ETF华夏",2015-05-19,"3.1850,1.8591,4.7320",2015-05-26,"3.4630,2.0535,5.3980",8.24%,2.1604
"SZ159930,SZ159928,SH510500","能源ETF,消费ETF,中证500ETF",2015-05-26,"1.4760,1.8340,8.8127",2015-06-02,"1.4600,1.8640,9.2834",1.24%,2.1872
"SH518880,SH511010","黄金ETF,国债ETF",2015-06-02,"2.3790,103.4354",2015-06-09,"2.3660,104.3812",0.30%,2.1938
"SZ159930,SH510410,SH510170","能源ETF,资源ETF博时,大宗商品ETF",2015-06-09,"1.5860,1.2250,0.7670",2015-06-16,"1.5070,1.1480,0.7258",0.71%,2.2095
"SH511010,SZ159920,SH510300","国债ETF,恒生ETF,沪深300ETF华泰柏瑞",2015-06-16,"103.6560,1.1792,4.1625",2015-06-24,"104.1050,1.2220,4.0269",-1.94%,2.1665
"SH513500,SH511010,SZ159941","标普500ETF博时,国债ETF,纳指ETF",2015-06-24,"0.5850,104.1050,0.9995",2015-07-01,"0.5720,103.5330,0.9914",-1.14%,2.1418
"SH518880,SZ159941,SH513500","黄金ETF,纳指ETF,标普500ETF博时",2015-07-01,"2.3490,0.9914,0.5720",2015-07-08,"2.2360,0.9930,0.5595",-0.36%,2.1342
"SH511010,SH513500,SH510880","国债ETF,标普500ETF博时,红利ETF华泰柏瑞",2015-07-08,"105.2392,0.5595,1.6974",2015-07-15,"104.7658,0.5825,1.9582",3.92%,2.2177
"SZ159939,SH513500,SH510230","信息技术ETF,标普500ETF博时,金融ETF",2015-07-15,"1.3200,0.5825,0.9257",2015-07-22,"1.4802,0.5875,0.9051",2.44%,2.2719
"SZ159939,SH510500,SZ159915","信息技术ETF,中证500ETF,创业板ETF易方达",2015-07-22,"1.4802,7.0121,2.7540",2015-07-29,"1.3854,6.8468,2.5730",-9.12%,2.0648
"SZ159941,SH510230,SH510170","纳指ETF,金融ETF,大宗商品ETF",2015-07-29,"0.2470,0.8423,0.5335",2015-08-05,"0.2465,0.8267,0.5307",1.20%,2.0895
SH513500,标普500ETF博时,2015-08-05,0.5855,2015-08-12,0.6000,2.48%,2.1413
"SH510170,SH510410,SZ159928","大宗商品ETF,资源ETF博时,消费ETF",2015-08-12,"0.6045,0.8760,1.5630",2015-08-19,"0.5612,0.8450,1.5300",-4.19%,2.0514
"SH513500,SH511010,SZ159920","标普500ETF博时,国债ETF,恒生ETF",2015-08-19,"0.6130,105.1221,1.0965",2015-08-26,"0.5565,105.5145,1.0099",-6.91%,1.9097
"SH511010,SH513500,SH510900","国债ETF,标普500ETF博时,恒生中国企业ETF易方达",2015-08-26,"105.5145,0.5565,0.8849",2015-09-02,"106.5052,0.5645,0.8721",2.35%,1.9545
"SH510050,SH510230,SH518880","上证50ETF,金融ETF,黄金ETF",2015-09-02,"1.8676,0.7521,2.3510",2015-09-11,"1.8317,0.7351,2.2870",-1.44%,1.9263
"SZ159939,SH510900,SZ159943","信息技术ETF,恒生中国企业ETF易方达,深证成指ETF大成",2015-09-11,"1.0734,0.9087,0.8802",2015-09-18,"1.0195,0.9270,0.8317",-2.97%,1.8692
"SH510900,SH518880,SH513500","恒生中国企业ETF易方达,黄金ETF,标普500ETF博时",2015-09-18,"0.9270,2.3180,0.5795",2015-09-25,"0.8831,2.3590,0.5660",-0.99%,1.8507
"SH511010,SZ159930,SH510050","国债ETF,能源ETF,上证50ETF",2015-09-25,"105.6882,0.9190,1.8134",2015-10-09,"106.2588,0.9350,1.8551",0.96%,1.8684
"SH510900,SZ159920,SZ159943","恒生中国企业ETF易方达,恒生ETF,深证成指ETF大成",2015-10-09,"0.9499,1.0527,0.8851",2015-10-16,"0.9664,1.0727,0.9562",4.63%,1.9548
"SZ159939,SH510500,SZ159902","信息技术ETF,中证500ETF,中小100ETF华夏",2015-10-16,"1.2398,6.0236,3.5710",2015-10-23,"1.2695,6.1252,3.6560",0.89%,1.9722
空仓,-,2015-10-23,-,2015-10-30,-,0.00%,1.9722
"SZ159941,SH513500,SH510880","纳指ETF,标普500ETF博时,红利ETF华泰柏瑞",2015-10-30,"0.2490,0.6060,1.7627",2015-11-06,"0.2500,0.6090,1.8499",1.24%,1.9967
"SH510230,SZ159901,SH510050","金融ETF,深证100ETF易方达,上证50ETF",2015-11-06,"0.8595,2.1941,2.0873",2015-11-13,"0.8495,2.1838,2.0414",2.63%,2.0492
"SH511010,SH518880,SZ159941","国债ETF,黄金ETF,纳指ETF",2015-11-13,"106.3997,2.2300,0.2465",2015-11-20,"106.4194,2.2340,0.2495",0.06%,2.0504
"SH513500,SZ159941,SZ159920","标普500ETF博时,纳指ETF,恒生ETF",2015-11-20,"0.6115,0.2495,1.0698",2015-11-27,"0.6120,0.2505,1.0480",0.30%,2.0565
"SH511010,SZ159920,SH510900","国债ETF,恒生ETF,恒生中国企业ETF易方达",2015-11-27,"106.8332,1.0480,0.9105",2015-12-04,"107.0036,1.0565,0.9197",-0.29%,2.0505
"SZ159901,SZ159929,SZ159943","深证100ETF易方达,医药ETF,深证成指ETF大成",2015-12-04,"2.1848,1.5370,1.0781",2015-12-11,"2.1638,1.5270,1.0578",-1.20%,2.0258
"SH511010,SH513500,SH510230","国债ETF,标普500ETF博时,金融ETF",2015-12-11,"107.1445,0.6075,0.8169",2015-12-18,"107.4804,0.6055,0.8478",1.35%,2.0531
"SZ159915,SZ159943,SZ159939","创业板ETF易方达,深证成指ETF大成,信息技术ETF",2015-12-18,"2.6680,1.1152,1.4610",2015-12-25,"2.6200,1.1291,1.4635",-0.65%,2.0397
"SH513500,SH510900,SZ159920","标普500ETF博时,恒生中国企业ETF易方达,恒生ETF",2015-12-25,"0.6135,0.9325,1.0651",2016-01-04,"0.6135,0.8794,1.0289",-0.48%,2.03
"SH511010,SH510900","国债ETF,恒生中国企业ETF易方达",2016-01-04,"107.8794,0.8794",2016-01-11,"108.2686,0.8189",-3.40%,1.961
"SH518880,SH511010,SH513500","黄金ETF,国债ETF,标普500ETF博时",2016-01-11,"2.3470,108.2686,0.5865",2016-01-18,"2.3130,108.5336,0.5815",-0.93%,1.9428
"SH513500,SZ159941,SH510230","标普500ETF博时,纳指ETF,金融ETF",2016-01-18,"0.5815,0.2345,0.7314",2016-01-25,"0.5810,0.2295,0.7248",-1.28%,1.918
"SH510180,SZ159901,SZ159943","上证180ETF,深证100ETF易方达,深证成指ETF大成",2016-01-25,"2.1955,1.8701,0.8910",2016-02-01,"2.0324,1.7520,0.8291",-5.67%,1.8092
"SZ159920,SH510900,SZ159943","恒生ETF,恒生中国企业ETF易方达,深证成指ETF大成",2016-02-01,"0.9443,0.7713,0.8291",2016-02-15,"0.9034,0.7502,0.8477",0.50%,1.8182
"SH518880,SH510410,SZ159929","黄金ETF,资源ETF博时,医药ETF",2016-02-15,"2.5470,0.5750,1.2620",2016-02-22,"2.5550,0.6090,1.3210",4.26%,1.8956
"SH510410,SZ159939,SH510880","资源ETF博时,信息技术ETF,红利ETF华泰柏瑞",2016-02-22,"0.6090,1.1684,1.5276",2016-02-29,"0.5850,0.9855,1.4294",-3.99%,1.82
"SH510900,SZ159930,SZ159928","恒生中国企业ETF易方达,能源ETF,消费ETF",2016-02-29,"0.7438,0.7530,1.1690",2016-03-07,"0.8089,0.7940,1.2280",4.17%,1.8959
"SH510050,SH510410,SH510230","上证50ETF,资源ETF博时,金融ETF",2016-03-07,"1.7632,0.6420,0.7392",2016-03-14,"1.7340,0.6180,0.7308",-2.46%,1.8493
"SZ159920,SH510230","恒生ETF,金融ETF",2016-03-14,"0.9776,0.7308",2016-03-21,"0.9890,0.7821",2.68%,1.8988
"SZ159915,SZ159939,SH510500","创业板ETF易方达,信息技术ETF,中证500ETF",2016-03-21,"2.1160,1.1440,5.3054",2016-03-28,"2.0730,1.1301,5.2458",1.82%,1.9335
"SZ159928,SH511010,SH513500","消费ETF,国债ETF,标普500ETF博时",2016-03-28,"1.2970,109.7039,0.6045",2016-04-05,"1.2990,109.9217,0.6100",0.61%,1.9452
"SZ159939,SZ159901,SH510880","信息技术ETF,深证100ETF易方达,红利ETF华泰柏瑞",2016-04-05,"1.1775,1.9330,1.6008",2016-04-12,"1.1604,1.9008,1.5864",1.37%,1.9719
"SH518880,SH511010","黄金ETF,国债ETF",2016-04-12,"2.6070,109.8409",2016-04-19,"2.5880,109.6084",-0.70%,1.9581
"SH513500,SH510880,SZ159943","标普500ETF博时,红利ETF华泰柏瑞,深证成指ETF大成",2016-04-19,"0.6195,1.6002,0.9225",2016-04-26,"0.6240,1.5779,0.9095",-1.75%,1.924
"SZ159928,SZ159902,SH511010","消费ETF,中小100ETF华夏,国债ETF",2016-04-26,"1.2610,3.1370,108.5631",2016-05-04,"1.3260,3.2150,109.0862",2.74%,1.9767
"SZ159928,SZ159939,SH518880","消费ETF,信息技术ETF,黄金ETF",2016-05-04,"1.3260,1.1451,2.6770",2016-05-11,"1.3380,1.0505,2.6690",-3.25%,1.9126
"SH513500,SH511010,SZ159920","标普500ETF博时,国债ETF,恒生ETF",2016-05-11,"0.6280,109.3985,0.9728",2016-05-18,"0.6155,109.2852,0.9567",-0.50%,1.903
"SH510050,SH511010,SH513500","上证50ETF,国债ETF,标普500ETF博时",2016-05-18,"1.7357,109.2852,0.6155",2016-05-25,"1.7323,109.3059,0.6235",-0.41%,1.8952
"SZ159920,SZ159941,SH510900","恒生ETF,纳指ETF,恒生中国企业ETF易方达",2016-05-25,"0.9947,0.2395,0.8015",2016-06-01,"1.0185,0.2445,0.8244",5.31%,1.9958
"SZ159943,SH510500,SZ159902","深证成指ETF大成,中证500ETF,中小100ETF华夏",2016-06-01,"0.8945,5.2106,3.1650",2016-06-08,"0.9026,5.2777,3.2340",1.92%,2.0342
"SH510900,SH518880,SZ159920","恒生中国企业ETF易方达,黄金ETF,恒生ETF",2016-06-08,"0.8519,2.6460,1.0423",2016-06-17,"0.8107,2.7150,0.9966",-1.34%,2.007
"SH510410,SH510500,SZ159902","资源ETF博时,中证500ETF,中小100ETF华夏",2016-06-17,"0.6440,5.2282,3.1960",2016-06-24,"0.6250,5.1653,3.1650",0.54%,2.0178
"SH511010,SH513500,SZ159941","国债ETF,标普500ETF博时,纳指ETF",2016-06-24,"109.7690,0.6295,0.2383",2016-07-01,"110.1896,0.6470,0.2425",0.58%,2.0295
"SH510900,SZ159920,SH513500","恒生中国企业ETF易方达,恒生ETF,标普500ETF博时",2016-07-01,"0.8556,1.0423,0.6470",2016-07-08,"0.8464,1.0328,0.6495",0.10%,2.0316
"SZ159928,SZ159929,SH510170","消费ETF,医药ETF,大宗商品ETF",2016-07-08,"1.4400,1.3870,0.4265",2016-07-15,"1.4850,1.4210,0.4400",1.64%,2.065
"SZ159920,SZ159930,SH510900","恒生ETF,能源ETF,恒生中国企业ETF易方达",2016-07-15,"1.0860,0.8100,0.8931",2016-07-22,"1.1003,0.7800,0.8867",0.36%,2.0724
"SH513500,SH511010,SH510180","标普500ETF博时,国债ETF,上证180ETF",2016-07-22,"0.6890,110.5738,2.3201",2016-07-29,"0.7095,110.7512,2.3144",-0.37%,2.0647
"SH518880,SZ159941,SH511010","黄金ETF,纳指ETF,国债ETF",2016-07-29,"2.8590,0.2590,110.7512",2016-08-05,"2.9180,0.2587,111.0447",0.04%,2.0654
"SZ159901,SZ159939,SH510500","深证100ETF易方达,信息技术ETF,中证500ETF",2016-08-05,"1.9286,0.5770,5.4413",2016-08-12,"1.9789,0.5775,5.5303",0.21%,2.0699
"SH510230,SH510900,SH512880","金融ETF,恒生中国企业ETF易方达,证券ETF",2016-08-12,"0.8060,0.9325,1.0370",2016-08-19,"0.8164,0.9389,1.0680",3.55%,2.1433
"SZ159920,SH510500,SZ159939","恒生ETF,中证500ETF,信息技术ETF",2016-08-19,"1.1516,5.6872,0.5965",2016-08-26,"1.1526,5.6310,0.5915",-0.79%,2.1263
"SZ159928,SZ159901,SH510050","消费ETF,深证100ETF易方达,上证50ETF",2016-08-26,"1.4580,1.9974,1.8935",2016-09-02,"1.4540,1.9989,1.9036",-0.26%,2.1206
"SZ159920,SH510900,SH513500","恒生ETF,恒生中国企业ETF易方达,标普500ETF博时",2016-09-02,"1.1706,0.9508,0.7020",2016-09-09,"1.2315,0.9957,0.7215",3.80%,2.2013
"SH510900,SZ159920,SH512660","恒生中国企业ETF易方达,恒生ETF,军工ETF",2016-09-09,"0.9957,1.2315,1.0180",2016-09-20,"0.9554,1.1935,0.9860",-2.00%,2.1573
"SZ159941,SH513500,SH511010","纳指ETF,标普500ETF博时,国债ETF",2016-09-20,"0.2635,0.7115,111.1964",2016-09-27,"0.2685,0.7230,111.2447",0.76%,2.1736
"SH511010,SZ159929,SZ159939","国债ETF,医药ETF,信息技术ETF",2016-09-27,"111.2447,1.4150,0.5755",2016-10-11,"111.5166,1.4610,0.5925",2.12%,2.2197
"SH512660,SZ159915,SZ159902","军工ETF,创业板ETF易方达,中小100ETF华夏",2016-10-11,"1.0070,2.1180,3.3370",2016-10-18,"1.0050,2.1070,3.3480",-0.99%,2.1977
"SZ159929,SH511010","医药ETF,国债ETF",2016-10-18,"1.4850,111.7462",2016-10-25,"1.4800,111.9609",0.29%,2.204
"SZ159930,SH510410,SH512880","能源ETF,资源ETF博时,证券ETF",2016-10-25,"0.8320,0.6850,1.0540",2016-11-01,"0.8190,0.6820,1.0700",-0.18%,2.1999
"SH512880,SH512000,SZ159928","证券ETF,券商ETF,消费ETF",2016-11-01,"1.0700,1.0310,1.4730",2016-11-08,"1.0910,1.0490,1.4720",1.67%,2.2366
"SH510170,SH510900,SH510050","大宗商品ETF,恒生中国企业ETF易方达,上证50ETF",2016-11-08,"0.4375,0.9591,1.9528",2016-11-15,"0.4575,0.9490,1.9762",2.77%,2.2986
"SH512880,SH512000,SH510410","证券ETF,券商ETF,资源ETF博时",2016-11-15,"1.1320,1.0890,0.7240",2016-11-22,"1.1350,1.0880,0.7250",-1.70%,2.2595
"SH510900,SH513500,SH510050","恒生中国企业ETF易方达,标普500ETF博时,上证50ETF",2016-11-22,"0.9783,0.7895,2.0113",2016-11-29,"1.0012,0.8220,2.0880",4.92%,2.3707
"SH510050,SZ159928,SH510180","上证50ETF,消费ETF,上证180ETF",2016-11-29,"2.0880,1.5100,2.5825",2016-12-06,"2.0215,1.4770,2.5095",-1.56%,2.3337
"SH513500,SH518880,SZ159929","标普500ETF博时,黄金ETF,医药ETF",2016-12-06,"0.8895,2.6260,1.4470",2016-12-13,"0.9360,2.6320,1.4170",0.57%,2.347
"SH511010,SZ159920,SH510410","国债ETF,恒生ETF,资源ETF博时",2016-12-13,"108.7592,1.1706,0.6920",2016-12-20,"107.5612,1.1393,0.6710",-2.19%,2.2956
"SH512880,SH512000,SH518880","证券ETF,券商ETF,黄金ETF",2016-12-20,"1.0300,0.9750,2.6010",2016-12-27,"1.0270,0.9690,2.5950",-0.27%,2.2895
"SZ159941,SZ159929,SZ159939","纳指ETF,医药ETF,信息技术ETF",2016-12-27,"0.3212,1.3950,0.5450",2017-01-04,"0.3050,1.4080,0.5540",-1.00%,2.2665
"SH512660,SZ159901,SZ159920","军工ETF,深证100ETF易方达,恒生ETF",2017-01-04,"1.0130,1.9687,1.1611",2017-01-11,"1.0360,1.9413,1.1963",1.80%,2.3072
"SZ159920,SH510900,SH518880","恒生ETF,恒生中国企业ETF易方达,黄金ETF",2017-01-11,"1.1963,0.9875,2.6640",2017-01-18,"1.1963,0.9866,2.6850",0.35%,2.3153
"SH510050,SH510230,SH510880","上证50ETF,金融ETF,红利ETF华泰柏瑞",2017-01-18,"2.0010,0.8273,1.7879",2017-01-25,"2.0121,0.8334,1.8080",1.19%,2.3428
"SH512660,SH510410,SH510170","军工ETF,资源ETF博时,大宗商品ETF",2017-01-25,"1.0080,0.6920,0.4450",2017-02-08,"1.0430,0.6940,1.7960",0.85%,2.3627
"SH518880,SH512660,SH513050","黄金ETF,军工ETF,中概互联网ETF易方达",2017-02-08,"2.7220,1.0430,1.0190",2017-02-15,"2.7070,1.0200,1.0580",1.35%,2.3946
"SH510900,SZ159930,SH513050","恒生中国企业ETF易方达,能源ETF,中概互联网ETF易方达",2017-02-15,"1.0544,0.8490,1.0580",2017-02-22,"1.0599,0.8510,1.0870",1.32%,2.4261
"SZ159928,SZ159941,SZ159901","消费ETF,纳指ETF,深证100ETF易方达",2017-02-22,"1.5720,0.3262,2.0174",2017-03-01,"1.5620,0.3245,1.9999",-0.22%,2.4207
"SH513500,SZ159929,SH510050","标普500ETF博时,医药ETF,上证50ETF",2017-03-01,"0.7705,1.4320,2.0215",2017-03-08,"0.7975,1.4320,2.0104",2.31%,2.4766
"SZ159915,SZ159949,SZ159930","创业板ETF易方达,创业板50ETF,能源ETF",2017-03-08,"1.8840,0.8100,0.8530",2017-03-15,"1.8760,0.8084,0.8470",-1.26%,2.4455
