标的,名称,开始日期,开始价格,结束日期,结束价格,本次收益,总净值
SH510900,恒生中国企业ETF易方达,2014-03-26,0.8299,2014-04-24,0.8363,2.13%,1.0213
SH513500,标普500ETF博时,2014-04-24,0.5220,2014-05-26,0.5280,0.77%,1.0291
SZ159920,恒生ETF,2014-05-26,1.0014,2014-06-24,1.0080,0.66%,1.036
SH518880,黄金ETF,2014-06-24,2.6370,2014-07-22,2.6080,-0.64%,1.0293
SZ159928,消费ETF,2014-07-22,0.9600,2014-08-19,1.0240,7.58%,1.1073
SH510500,中证500ETF,2014-08-19,3.7834,2014-09-17,3.9390,3.49%,1.1459
SH510230,金融ETF,2014-09-17,0.5156,2014-10-22,0.5185,0.67%,1.1536
SH511010,国债ETF,2014-10-22,99.7771,2014-11-19,101.1231,1.08%,1.166
SH518880,黄金ETF,2014-11-19,2.3500,2014-12-17,2.4010,2.74%,1.1979
SZ159901,深证100ETF易方达,2014-12-17,1.8316,2015-01-16,1.9169,4.30%,1.2494
SZ159915,创业板ETF易方达,2015-01-16,1.5920,2015-02-13,1.7610,12.13%,1.4009
SH513500,标普500ETF博时,2015-02-13,0.5785,2015-03-20,0.5825,2.63%,1.4377
SZ159939,信息技术ETF,2015-03-20,1.2822,2015-04-20,1.3902,13.25%,1.6282
SH510050,上证50ETF,2015-04-20,2.5918,2015-05-19,2.5609,-7.50%,1.506
SZ159939,信息技术ETF,2015-05-19,1.8591,2015-06-16,2.0072,15.19%,1.7348
SZ159920,恒生ETF,2015-06-16,1.1792,2015-07-15,1.0965,-8.95%,1.5796
SZ159941,纳指ETF,2015-07-15,0.2407,2015-08-12,0.2480,3.83%,1.6401
SH510170,大宗商品ETF,2015-08-12,0.6045,2015-09-11,0.4428,-23.95%,1.2473
空仓,-,2015-09-11,-,2015-10-16,-,0.00%,1.2473
SZ159915,创业板ETF易方达,2015-10-16,2.3290,2015-11-13,2.5800,15.23%,1.4373
SZ159939,信息技术ETF,2015-11-13,1.3895,2015-12-11,1.3886,-1.87%,1.4104
SH511010,国债ETF,2015-12-11,107.1445,2016-01-11,108.2686,1.00%,1.4246
SH518880,黄金ETF,2016-01-11,2.3470,2016-02-15,2.5470,4.83%,1.4934
SZ159915,创业板ETF易方达,2016-02-15,2.0170,2016-03-14,1.9250,-8.25%,1.3702
空仓,-,2016-03-14,-,2016-04-12,-,0.00%,1.3702
SZ159930,能源ETF,2016-04-12,0.7990,2016-05-11,0.7460,-3.77%,1.3185
SH511010,国债ETF,2016-05-11,109.3985,2016-06-08,109.2508,-0.17%,1.3163
SZ159902,中小100ETF华夏,2016-06-08,3.2340,2016-07-08,3.3300,2.78%,1.3529
SH510170,大宗商品ETF,2016-07-08,0.4265,2016-08-05,0.4223,-2.83%,1.3146
SH518880,黄金ETF,2016-08-05,2.9180,2016-09-02,2.8210,-2.29%,1.2845
SZ159920,恒生ETF,2016-09-02,1.1706,2016-10-11,1.1973,4.16%,1.3379
SH511010,国债ETF,2016-10-11,111.5166,2016-11-08,111.8023,0.28%,1.3417
SH512880,证券ETF,2016-11-08,1.0910,2016-12-06,1.0820,-0.55%,1.3343
SH513500,标普500ETF博时,2016-12-06,0.8895,2017-01-04,0.7310,-16.37%,1.1159
SH518880,黄金ETF,2017-01-04,2.6380,2017-02-08,2.7220,3.66%,1.1567
SH512660,军工ETF,2017-02-08,1.0430,2017-03-08,1.0570,3.03%,1.1918
SH513500,标普500ETF博时,2017-03-08,0.7975,2017-04-07,0.7715,-4.85%,1.1339
SH510880,红利ETF华泰柏瑞,2017-04-07,1.8892,2017-05-08,1.8127,-3.88%,1.09
SH511010,国债ETF,2017-05-08,107.5789,2017-06-07,108.0183,0.23%,1.0925
SZ159941,纳指ETF,2017-06-07,0.3293,2017-07-05,0.3135,-6.17%,1.0252
SH510410,资源ETF博时,2017-07-05,0.6910,2017-08-02,0.8090,17.47%,1.2043
