标的,名称,开始日期,开始价格,结束日期,结束价格,本次收益,总净值
SH510900,恒生中国企业ETF易方达,2014-04-02,0.8437,2014-04-10,0.8776,2.92%,1.0292
SH510900,恒生中国企业ETF易方达,2014-04-10,0.8776,2014-04-17,0.8501,-2.73%,1.0011
SZ159928,消费ETF,2014-04-17,0.9670,2014-04-24,0.9550,-0.62%,0.9949
SH511010,国债ETF,2014-04-24,95.6746,2014-05-05,96.3940,0.28%,0.9976
SH513500,标普500ETF博时,2014-05-05,0.5205,2014-05-12,0.5215,0.10%,0.9986
SH510180,上证180ETF,2014-05-12,1.5053,2014-05-19,1.4612,0.53%,1.0039
SH511010,国债ETF,2014-05-19,96.6204,2014-05-26,96.8937,0.09%,1.0049
SZ159920,恒生ETF,2014-05-26,1.0014,2014-06-03,1.0175,0.19%,1.0068
SZ159915,创业板ETF易方达,2014-06-03,1.2870,2014-06-10,1.3240,0.23%,1.0091
SZ159915,创业板ETF易方达,2014-06-10,1.3240,2014-06-17,1.3500,5.33%,1.0629
SZ159915,创业板ETF易方达,2014-06-17,1.3500,2014-06-24,1.3420,-2.27%,1.0387
SH518880,黄金ETF,2014-06-24,2.6370,2014-07-01,2.6380,-0.30%,1.0356
SH518880,黄金ETF,2014-07-01,2.6380,2014-07-08,2.6290,-0.46%,1.0308
SH510500,中证500ETF,2014-07-08,3.3973,2014-07-15,3.4422,1.86%,1.0501
SH510500,中证500ETF,2014-07-15,3.4422,2014-07-22,3.4362,-1.39%,1.0354
SZ159928,消费ETF,2014-07-22,0.9600,2014-07-29,0.9810,3.89%,1.0758
SH510230,金融ETF,2014-07-29,0.5263,2014-08-05,0.5307,2.32%,1.1007
SH510230,金融ETF,2014-08-05,0.5307,2014-08-12,0.5198,-2.10%,1.0777
SH510170,大宗商品ETF,2014-08-12,0.3783,2014-08-19,0.3823,0.73%,1.0855
SZ159915,创业板ETF易方达,2014-08-19,1.4040,2014-08-26,1.3770,0.86%,1.0948
SZ159915,创业板ETF易方达,2014-08-26,1.3770,2014-09-02,1.4300,0.64%,1.1018
SH513500,标普500ETF博时,2014-09-02,0.5580,2014-09-10,0.5510,-0.36%,1.0979
SZ159902,中小100ETF华夏,2014-09-10,2.5510,2014-09-17,2.5050,-2.36%,1.072
SH510500,中证500ETF,2014-09-17,3.9390,2014-09-24,4.0528,2.38%,1.0975
SH511010,国债ETF,2014-09-24,98.0845,2014-10-08,98.6614,0.18%,1.0995
SZ159929,医药ETF,2014-10-08,1.1490,2014-10-15,1.1900,3.34%,1.1362
SZ159929,医药ETF,2014-10-15,1.1900,2014-10-22,1.1190,0.00%,1.1362
SH511010,国债ETF,2014-10-22,99.7771,2014-10-29,100.4623,-0.05%,1.1356
SH511010,国债ETF,2014-10-29,100.4623,2014-11-05,101.3261,0.84%,1.1452
SH513500,标普500ETF博时,2014-11-05,0.5565,2014-11-12,0.5630,1.44%,1.1616
SH510230,金融ETF,2014-11-12,0.5761,2014-11-19,0.5505,-2.99%,1.1269
SH510880,红利ETF华泰柏瑞,2014-11-19,1.2376,2014-11-26,1.3126,4.74%,1.1803
SH510180,上证180ETF,2014-11-26,1.9349,2014-12-03,2.1206,10.45%,1.3038
SH510230,金融ETF,2014-12-03,0.7011,2014-12-10,0.7832,8.24%,1.4112
SH510230,金融ETF,2014-12-10,0.7832,2014-12-17,0.8595,7.94%,1.5232
SH510230,金融ETF,2014-12-17,0.8595,2014-12-24,0.7999,2.25%,1.5575
SH510880,红利ETF华泰柏瑞,2014-12-24,1.5234,2014-12-31,1.6276,1.30%,1.5778
SH510230,金融ETF,2014-12-31,0.9356,2015-01-09,0.9074,-2.82%,1.5333
SH510230,金融ETF,2015-01-09,0.9074,2015-01-16,0.9367,4.01%,1.5948
SZ159915,创业板ETF易方达,2015-01-16,1.5920,2015-01-23,1.6380,9.71%,1.7497
SZ159915,创业板ETF易方达,2015-01-23,1.6380,2015-01-30,1.6230,-1.84%,1.7175
SZ159915,创业板ETF易方达,2015-01-30,1.6230,2015-02-06,1.6610,3.45%,1.7768
空仓,-,2015-02-06,-,2015-02-13,-,0.00%,1.7768
SH511010,国债ETF,2015-02-13,104.4037,2015-02-27,104.1763,-0.06%,1.7757
SZ159915,创业板ETF易方达,2015-02-27,1.8630,2015-03-06,1.8800,6.84%,1.897
SZ159915,创业板ETF易方达,2015-03-06,1.8800,2015-03-13,1.9920,0.10%,1.899
SZ159915,创业板ETF易方达,2015-03-13,1.9920,2015-03-20,2.1260,7.99%,2.0507
SZ159939,信息技术ETF,2015-03-20,1.2822,2015-03-27,1.3402,5.64%,2.1663
SZ159939,信息技术ETF,2015-03-27,1.3402,2015-04-03,1.4361,7.20%,2.3223
SZ159902,中小100ETF华夏,2015-04-03,3.9280,2015-04-13,4.0520,1.67%,2.361
SH510900,恒生中国企业ETF易方达,2015-04-13,1.3008,2015-04-20,1.2192,-8.35%,2.1639
SH510050,上证50ETF,2015-04-20,2.5918,2015-04-27,2.7188,-0.44%,2.1544
SZ159930,能源ETF,2015-04-27,1.5430,2015-05-05,1.3870,0.93%,2.1744
SZ159915,创业板ETF易方达,2015-05-05,2.6700,2015-05-12,3.1290,11.31%,2.4204
SZ159915,创业板ETF易方达,2015-05-12,3.1290,2015-05-19,3.1850,3.51%,2.5053
SZ159939,信息技术ETF,2015-05-19,1.8591,2015-05-26,2.0535,7.54%,2.6941
SZ159902,中小100ETF华夏,2015-05-26,5.3980,2015-06-02,5.5300,4.43%,2.8134
SH510500,中证500ETF,2015-06-02,9.2834,2015-06-09,9.3178,2.45%,2.8823
SH510410,资源ETF博时,2015-06-09,1.2250,2015-06-16,1.1480,-0.74%,2.8608
SH510880,红利ETF华泰柏瑞,2015-06-16,2.5479,2015-06-24,2.4774,-9.12%,2.5998
SH510900,恒生中国企业ETF易方达,2015-06-24,1.1863,2015-07-01,1.0919,-2.44%,2.5363
SZ159941,纳指ETF,2015-07-01,0.9914,2015-07-08,0.9930,0.16%,2.5404
SZ159941,纳指ETF,2015-07-08,0.9930,2015-07-15,0.2407,-75.65%,0.6185
SH511010,国债ETF,2015-07-15,104.7658,2015-07-22,105.7253,1.20%,0.6259
SH511010,国债ETF,2015-07-22,105.7253,2015-07-29,106.1001,0.10%,0.6265
SH511010,国债ETF,2015-07-29,106.1001,2015-08-05,105.8297,-0.27%,0.6248
SH518880,黄金ETF,2015-08-05,2.1770,2015-08-12,2.3270,3.26%,0.6452
空仓,-,2015-08-12,-,2015-08-19,-,0.00%,0.6452
SH510170,大宗商品ETF,2015-08-19,0.5612,2015-08-26,0.4108,-19.79%,0.5175
SH518880,黄金ETF,2015-08-26,2.3490,2015-09-02,2.3510,-0.59%,0.5144
SH513500,标普500ETF博时,2015-09-02,0.5645,2015-09-11,0.5700,-0.09%,0.514
SH518880,黄金ETF,2015-09-11,2.2870,2015-09-18,2.3180,0.83%,0.5183
SZ159928,消费ETF,2015-09-18,1.2500,2015-09-25,1.2560,1.13%,0.5241
SH511010,国债ETF,2015-09-25,105.6882,2015-10-09,106.2588,0.24%,0.5254
SZ159915,创业板ETF易方达,2015-10-09,2.1030,2015-10-16,2.3290,10.48%,0.5805
SZ159915,创业板ETF易方达,2015-10-16,2.3290,2015-10-23,2.4270,2.18%,0.5931
SZ159915,创业板ETF易方达,2015-10-23,2.4270,2015-10-30,2.3490,0.17%,0.5941
SZ159939,信息技术ETF,2015-10-30,1.2765,2015-11-06,1.3659,3.43%,0.6145
SZ159943,深证成指ETF大成,2015-11-06,1.0561,2015-11-13,1.0716,6.00%,0.6513
SZ159939,信息技术ETF,2015-11-13,1.3895,2015-11-20,1.4570,0.38%,0.6538
SZ159939,信息技术ETF,2015-11-20,1.4570,2015-11-27,1.3778,2.94%,0.673
SH511010,国债ETF,2015-11-27,106.8332,2015-12-04,107.0036,0.13%,0.6739
SZ159941,纳指ETF,2015-12-04,0.2488,2015-12-11,0.2505,-0.50%,0.6705
SH511010,国债ETF,2015-12-11,107.1445,2015-12-18,107.4804,0.06%,0.6709
SZ159901,深证100ETF易方达,2015-12-18,2.2912,2015-12-25,2.3321,1.69%,0.6822
SZ159901,深证100ETF易方达,2015-12-25,2.3321,2016-01-04,2.0911,-2.27%,0.6667
SH513500,标普500ETF博时,2016-01-04,0.6135,2016-01-11,0.5865,-3.40%,0.644
SH518880,黄金ETF,2016-01-11,2.3470,2016-01-18,2.3130,-1.45%,0.6347
SH518880,黄金ETF,2016-01-18,2.3130,2016-01-25,2.3390,1.35%,0.6432
SH513500,标普500ETF博时,2016-01-25,0.5810,2016-02-01,0.5830,-1.37%,0.6344
SH518880,黄金ETF,2016-02-01,2.3830,2016-02-15,2.5470,3.72%,0.658
SH518880,黄金ETF,2016-02-15,2.5470,2016-02-22,2.5550,5.02%,0.6911
SZ159915,创业板ETF易方达,2016-02-22,2.1420,2016-02-29,1.7700,-9.69%,0.6241
SH518880,黄金ETF,2016-02-29,2.5870,2016-03-07,2.6490,1.49%,0.6334
SZ159920,恒生ETF,2016-03-07,0.9671,2016-03-14,0.9776,0.00%,0.6334
SH510900,恒生中国企业ETF易方达,2016-03-14,0.8153,2016-03-21,0.8318,3.56%,0.656
SH510230,金融ETF,2016-03-21,0.7821,2016-03-28,0.7495,0.60%,0.6599
SZ159915,创业板ETF易方达,2016-03-28,2.0730,2016-04-05,2.1680,-0.10%,0.6593
SZ159939,信息技术ETF,2016-04-05,1.1775,2016-04-12,1.1604,2.49%,0.6757
SH510500,中证500ETF,2016-04-12,5.4531,2016-04-19,5.4833,-0.11%,0.675
SH510410,资源ETF博时,2016-04-19,0.6590,2016-04-26,0.6440,-0.92%,0.6688
SZ159920,恒生ETF,2016-04-26,1.0204,2016-05-04,0.9862,-2.78%,0.6502
SH518880,黄金ETF,2016-05-04,2.6770,2016-05-11,2.6690,-1.67%,0.6393
SZ159928,消费ETF,2016-05-11,1.3380,2016-05-18,1.3030,1.53%,0.6491
SH511010,国债ETF,2016-05-18,109.2852,2016-05-25,109.3059,-0.13%,0.6483
SZ159943,深证成指ETF大成,2016-05-25,0.8595,2016-06-01,0.8945,2.89%,0.667
SZ159920,恒生ETF,2016-06-01,1.0185,2016-06-08,1.0423,1.02%,0.6738
SZ159915,创业板ETF易方达,2016-06-08,2.0920,2016-06-17,2.0340,-4.24%,0.6452
SH518880,黄金ETF,2016-06-17,2.7150,2016-06-24,2.8050,-3.46%,0.6229
SH518880,黄金ETF,2016-06-24,2.8050,2016-07-01,2.8580,5.11%,0.6547
SZ159939,信息技术ETF,2016-07-01,0.5935,2016-07-08,0.6005,0.84%,0.6602
SH510410,资源ETF博时,2016-07-08,0.6750,2016-07-15,0.7080,1.60%,0.6708
SH510410,资源ETF博时,2016-07-15,0.7080,2016-07-22,0.6760,-1.72%,0.6592
SH513500,标普500ETF博时,2016-07-22,0.6890,2016-07-29,0.7095,-0.72%,0.6545
SH513500,标普500ETF博时,2016-07-29,0.7095,2016-08-05,0.6935,0.65%,0.6588
SZ159941,纳指ETF,2016-08-05,0.2587,2016-08-12,0.2632,0.96%,0.6651
SH510900,恒生中国企业ETF易方达,2016-08-12,0.9325,2016-08-19,0.9389,1.99%,0.6783
SH512880,证券ETF,2016-08-19,1.0680,2016-08-26,1.0480,-1.38%,0.669
SZ159920,恒生ETF,2016-08-26,1.1526,2016-09-02,1.1706,1.57%,0.6795
SZ159920,恒生ETF,2016-09-02,1.1706,2016-09-09,1.2315,3.59%,0.7039
SZ159920,恒生ETF,2016-09-09,1.2315,2016-09-20,1.1935,-0.94%,0.6973
SZ159929,医药ETF,2016-09-20,1.4250,2016-09-27,1.4150,-0.49%,0.6939
SH511010,国债ETF,2016-09-27,111.2447,2016-10-11,111.5166,0.24%,0.6955
SZ159941,纳指ETF,2016-10-11,0.2720,2016-10-18,0.2707,0.46%,0.6988
SH513500,标普500ETF博时,2016-10-18,0.7535,2016-10-25,0.7605,0.66%,0.7034
SH510170,大宗商品ETF,2016-10-25,0.4415,2016-11-01,0.4327,2.72%,0.7225
SH510410,资源ETF博时,2016-11-01,0.6820,2016-11-08,0.6860,2.21%,0.7385
SH512880,证券ETF,2016-11-08,1.0910,2016-11-15,1.1320,4.87%,0.7744
SH510170,大宗商品ETF,2016-11-15,0.4575,2016-11-22,0.4622,-4.90%,0.7365
SH510410,资源ETF博时,2016-11-22,0.7250,2016-11-29,0.7230,1.39%,0.7467
SH513500,标普500ETF博时,2016-11-29,0.8220,2016-12-06,0.8895,4.14%,0.7777
SH513500,标普500ETF博时,2016-12-06,0.8895,2016-12-13,0.9360,3.63%,0.8059
SH513500,标普500ETF博时,2016-12-13,0.9360,2016-12-20,0.9485,4.34%,0.8409
SH513500,标普500ETF博时,2016-12-20,0.9485,2016-12-27,0.9200,1.87%,0.8566
SZ159941,纳指ETF,2016-12-27,0.3212,2017-01-04,0.3050,-3.78%,0.8242
SZ159941,纳指ETF,2017-01-04,0.3050,2017-01-11,0.3072,-3.93%,0.7917
SH512660,军工ETF,2017-01-11,1.0360,2017-01-18,0.9920,-3.67%,0.7627
SZ159920,恒生ETF,2017-01-18,1.1963,2017-01-25,1.1954,0.24%,0.7645
SH510230,金融ETF,2017-01-25,0.8334,2017-02-08,0.8295,-0.81%,0.7583
SH510880,红利ETF华泰柏瑞,2017-02-08,1.8053,2017-02-15,1.8303,1.47%,0.7695
SH510900,恒生中国企业ETF易方达,2017-02-15,1.0544,2017-02-22,1.0599,1.50%,0.781
SH513050,中概互联网ETF易方达,2017-02-22,1.0870,2017-03-01,1.0640,-1.49%,0.7694
SZ159928,消费ETF,2017-03-01,1.5620,2017-03-08,1.5590,0.51%,0.7734
SH513500,标普500ETF博时,2017-03-08,0.7975,2017-03-15,0.7970,-0.68%,0.7682
SZ159939,信息技术ETF,2017-03-15,0.5590,2017-03-22,0.5605,0.27%,0.7702
SH513050,中概互联网ETF易方达,2017-03-22,1.0930,2017-03-29,1.1020,-1.96%,0.7551
SZ159928,消费ETF,2017-03-29,1.6300,2017-04-07,1.6220,-0.36%,0.7523
SZ159928,消费ETF,2017-04-07,1.6220,2017-04-14,1.6280,-0.85%,0.7459
SH512660,军工ETF,2017-04-14,1.0840,2017-04-21,1.0150,-6.39%,0.6982
SH518880,黄金ETF,2017-04-21,2.8270,2017-04-28,2.8120,-1.20%,0.6899
SH513050,中概互联网ETF易方达,2017-04-28,1.1810,2017-05-08,1.1900,-0.68%,0.6852
SH513050,中概互联网ETF易方达,2017-05-08,1.1900,2017-05-15,1.2690,5.74%,0.7245
SH513050,中概互联网ETF易方达,2017-05-15,1.2690,2017-05-22,1.3000,1.22%,0.7333
SH513050,中概互联网ETF易方达,2017-05-22,1.3000,2017-05-31,1.2460,1.76%,0.7462
SH510230,金融ETF,2017-05-31,0.8626,2017-06-07,0.8598,-0.67%,0.7412
SH512070,证券保险ETF易方达,2017-06-07,1.7630,2017-06-14,1.7700,1.95%,0.7556
SZ159928,消费ETF,2017-06-14,1.7510,2017-06-21,1.7580,-0.46%,0.7522
SZ159928,消费ETF,2017-06-21,1.7580,2017-06-28,1.7950,3.27%,0.7768
SZ159901,深证100ETF易方达,2017-06-28,2.1648,2017-07-05,2.1799,-1.87%,0.7623
SZ159901,深证100ETF易方达,2017-07-05,2.1799,2017-07-12,2.1614,1.04%,0.7702
SH510410,资源ETF博时,2017-07-12,0.7090,2017-07-19,0.7720,0.56%,0.7745
SH510170,大宗商品ETF,2017-07-19,0.4985,2017-07-26,0.5000,1.81%,0.7885
SH513050,中概互联网ETF易方达,2017-07-26,1.3710,2017-08-02,1.4480,6.41%,0.8391
SH510410,资源ETF博时,2017-08-02,0.8090,2017-08-09,0.8600,6.25%,0.8916
SH510410,资源ETF博时,2017-08-09,0.8600,2017-08-16,0.8030,-3.65%,0.859
SZ159928,消费ETF,2017-08-16,1.9100,2017-08-23,1.8720,-0.32%,0.8563
SZ159949,创业板50ETF,2017-08-23,0.7250,2017-08-30,0.7400,2.64%,0.8789
SH512070,证券保险ETF易方达,2017-08-30,2.0550,2017-09-06,2.0520,0.15%,0.8802
SZ159930,能源ETF,2017-09-06,0.9100,2017-09-13,0.8930,-3.76%,0.847
SH512400,有色金属ETF,2017-09-13,1.0651,2017-09-20,1.0445,-4.58%,0.8082
SH513050,中概互联网ETF易方达,2017-09-20,1.4990,2017-09-27,1.4390,-3.93%,0.7765
SZ159928,消费ETF,2017-09-27,2.0010,2017-10-11,2.1370,2.75%,0.7978
SZ159928,消费ETF,2017-10-11,2.1370,2017-10-18,2.1030,1.65%,0.811
SZ159928,消费ETF,2017-10-18,2.1030,2017-10-25,2.1480,3.01%,0.8354
SZ159929,医药ETF,2017-10-25,1.6000,2017-11-01,1.5830,0.19%,0.837
SZ159929,医药ETF,2017-11-01,1.5830,2017-11-08,1.6670,5.60%,0.8839
SZ159928,消费ETF,2017-11-08,2.3840,2017-11-15,2.2810,-2.50%,0.8618
SH512070,证券保险ETF易方达,2017-11-15,2.1530,2017-11-22,2.2800,5.57%,0.9098
SH512070,证券保险ETF易方达,2017-11-22,2.2800,2017-11-29,2.1730,-4.88%,0.8654
SH513050,中概互联网ETF易方达,2017-11-29,1.5470,2017-12-06,1.4260,-6.20%,0.8117
SH513500,标普500ETF博时,2017-12-06,0.8070,2017-12-13,0.8215,0.67%,0.8172
SH513500,标普500ETF博时,2017-12-13,0.8215,2017-12-20,0.8255,1.10%,0.8262
SZ159928,消费ETF,2017-12-20,2.3500,2017-12-27,2.3250,4.03%,0.8595
SZ159928,消费ETF,2017-12-27,2.3250,2018-01-04,2.4180,-1.04%,0.8505
SH510410,资源ETF博时,2018-01-04,0.8500,2018-01-11,0.8580,4.06%,0.8851
SH512200,房地产ETF,2018-01-11,1.0640,2018-01-18,1.1120,4.96%,0.929
SH512200,房地产ETF,2018-01-18,1.1120,2018-01-25,1.1150,0.71%,0.9357
SH510230,金融ETF,2018-01-25,1.0934,2018-02-01,1.0893,-2.33%,0.9139
SH510900,恒生中国企业ETF易方达,2018-02-01,1.2715,2018-02-08,1.1689,-8.02%,0.8405
SH511010,国债ETF,2018-02-08,108.4055,2018-02-22,108.7306,0.43%,0.8442
SH511260,十年国债ETF,2018-02-22,97.0100,2018-03-01,97.7892,0.58%,0.8491
SZ159939,信息技术ETF,2018-03-01,0.5480,2018-03-08,0.5475,2.82%,0.873
SZ159939,信息技术ETF,2018-03-08,0.5475,2018-03-15,0.5650,3.29%,0.9017
SZ159939,信息技术ETF,2018-03-15,0.5650,2018-03-22,0.5540,-1.50%,0.8881
SZ159929,医药ETF,2018-03-22,1.7060,2018-03-29,1.6970,-0.46%,0.884
SZ159929,医药ETF,2018-03-29,1.6970,2018-04-09,1.6910,-1.68%,0.8692
SH512660,军工ETF,2018-04-09,0.8800,2018-04-16,0.8620,-0.12%,0.8681
SH512660,军工ETF,2018-04-16,0.8620,2018-04-23,0.8480,3.51%,0.8986
SH513500,标普500ETF博时,2018-04-23,0.7780,2018-05-02,0.7825,0.26%,0.9009
SH511260,十年国债ETF,2018-05-02,99.4608,2018-05-09,99.1450,-0.58%,0.8957
SZ159929,医药ETF,2018-05-09,1.7680,2018-05-16,1.8160,2.09%,0.9144
SZ159929,医药ETF,2018-05-16,1.8160,2018-05-23,1.8400,2.11%,0.9337
SZ159928,消费ETF,2018-05-23,2.3230,2018-05-30,2.3600,-1.60%,0.9188
SH511260,十年国债ETF,2018-05-30,100.1584,2018-06-06,99.8298,-0.21%,0.9169
SZ159928,消费ETF,2018-06-06,2.4740,2018-06-13,2.4460,-0.36%,0.9135
SH513050,中概互联网ETF易方达,2018-06-13,1.5650,2018-06-21,1.5560,-0.26%,0.9112
SH513050,中概互联网ETF易方达,2018-06-21,1.5560,2018-06-28,1.4540,-4.52%,0.87
SH511260,十年国债ETF,2018-06-28,100.2568,2018-07-05,100.8471,0.88%,0.8777
SH511260,十年国债ETF,2018-07-05,100.8471,2018-07-12,100.7487,-0.33%,0.8748
SH512660,军工ETF,2018-07-12,0.7170,2018-07-19,0.6950,1.72%,0.8898
SZ159941,纳指ETF,2018-07-19,0.4100,2018-07-26,0.4170,0.85%,0.8974
SH512070,证券保险ETF易方达,2018-07-26,1.7110,2018-08-02,1.6210,-3.47%,0.8662
SH510900,恒生中国企业ETF易方达,2018-08-02,1.1550,2018-08-09,1.1870,-0.85%,0.8589
SH513500,标普500ETF博时,2018-08-09,0.9060,2018-08-16,0.9000,-0.27%,0.8566
SH518880,黄金ETF,2018-08-16,2.6040,2018-08-23,2.6270,-0.42%,0.853
SH511010,国债ETF,2018-08-23,111.1758,2018-08-30,111.5994,0.49%,0.8572
SH513500,标普500ETF博时,2018-08-30,0.9250,2018-09-06,0.9130,-0.49%,0.853
SH512660,军工ETF,2018-09-06,0.7260,2018-09-13,0.7360,0.84%,0.8601
SH512660,军工ETF,2018-09-13,0.7360,2018-09-20,0.7170,0.69%,0.8661
SZ159930,能源ETF,2018-09-20,0.7760,2018-09-28,0.8030,2.97%,0.8918
SZ159928,消费ETF,2018-09-28,2.1640,2018-10-12,1.9910,-9.93%,0.8033
SH511010,国债ETF,2018-10-12,112.3737,2018-10-19,112.8131,0.48%,0.8071
SH518880,黄金ETF,2018-10-19,2.7340,2018-10-26,2.7570,1.36%,0.8181
SH518880,黄金ETF,2018-10-26,2.7570,2018-11-02,2.7310,-1.05%,0.8095
SH512880,证券ETF,2018-11-02,0.7780,2018-11-09,0.7450,-1.98%,0.7935
SH512200,房地产ETF,2018-11-09,0.7200,2018-11-16,0.7730,4.57%,0.8298
SH512980,传媒ETF,2018-11-16,0.7290,2018-11-23,0.6800,-2.21%,0.8114
SH512200,房地产ETF,2018-11-23,0.7510,2018-11-30,0.7490,-4.49%,0.775
SZ159920,恒生ETF,2018-11-30,1.4340,2018-12-07,1.4000,-1.76%,0.7613
SH512960,央企结构调整ETF博时,2018-12-07,0.9227,2018-12-14,0.9366,0.44%,0.7647
SZ159959,央企ETF银华,2018-12-14,1.0101,2018-12-21,0.9768,1.72%,0.7779
SH518880,黄金ETF,2018-12-21,2.7880,2018-12-28,2.8260,1.41%,0.7888
SH518880,黄金ETF,2018-12-28,2.8260,2019-01-08,2.8280,1.14%,0.7978
SH518880,黄金ETF,2019-01-08,2.8280,2019-01-15,2.8010,-1.20%,0.7883
SH512880,证券ETF,2019-01-15,0.7980,2019-01-22,0.7740,1.29%,0.7984
SZ159928,消费ETF,2019-01-22,1.9450,2019-01-29,1.9700,-0.66%,0.7931
SZ159928,消费ETF,2019-01-29,1.9700,2019-02-12,2.0790,5.66%,0.838
SH513050,中概互联网ETF易方达,2019-02-12,1.2090,2019-02-19,1.1900,0.25%,0.8401
SZ159939,信息技术ETF,2019-02-19,0.4510,2019-02-26,0.5290,15.45%,0.9699
SZ159939,信息技术ETF,2019-02-26,0.5290,2019-03-05,0.5185,-0.69%,0.9631
SH512000,券商ETF,2019-03-05,0.9950,2019-03-12,1.0200,1.51%,0.9777
SH512980,传媒ETF,2019-03-12,0.9390,2019-03-19,0.9010,-0.34%,0.9744
SH512980,传媒ETF,2019-03-19,0.9010,2019-03-26,0.8650,0.67%,0.9809
SH512200,房地产ETF,2019-03-26,0.9170,2019-04-02,0.9900,5.82%,1.038
SZ159928,消费ETF,2019-04-02,2.6600,2019-04-10,2.7770,3.49%,1.0743
SZ159928,消费ETF,2019-04-10,2.7770,2019-04-17,2.7480,-2.51%,1.0473
SH510810,上海国企ETF汇添富,2019-04-17,0.9411,2019-04-24,0.9211,-0.49%,1.0422
SZ159941,纳指ETF,2019-04-24,0.4240,2019-05-08,0.4180,2.04%,1.0634
SZ159941,纳指ETF,2019-05-08,0.4180,2019-05-15,0.4095,-5.11%,1.0091
SH518880,黄金ETF,2019-05-15,2.8440,2019-05-22,2.8340,-0.84%,1.0006
SH518880,黄金ETF,2019-05-22,2.8340,2019-05-29,2.8610,0.71%,1.0077
SH511030,公司债ETF,2019-05-29,2.6488,2019-06-05,2.6426,-0.49%,1.0028
SH518880,黄金ETF,2019-06-05,2.9630,2019-06-13,2.9770,0.95%,1.0123
SH512400,有色金属ETF,2019-06-13,0.6461,2019-06-20,0.6500,-1.36%,0.9985
SZ159941,纳指ETF,2019-06-20,0.4260,2019-06-27,0.4207,-1.13%,0.9873
SH512070,证券保险ETF易方达,2019-06-27,2.2980,2019-07-04,2.3110,2.34%,1.0104
SH512690,酒ETF,2019-07-04,0.3968,2019-07-11,0.3986,-0.00%,1.0104
SH512690,酒ETF,2019-07-11,0.3986,2019-07-18,0.3879,-2.10%,0.9892
SH511030,公司债ETF,2019-07-18,2.9139,2019-07-25,2.9171,-0.20%,0.9873
SH511030,公司债ETF,2019-07-25,2.9171,2019-08-01,2.9169,0.31%,0.9903
SH512480,半导体ETF,2019-08-01,0.5260,2019-08-08,0.5040,-8.08%,0.9102
