标的,名称,开始日期,开始价格,结束日期,结束价格,本次收益,总净值
SH510050,上证50ETF,2015-09-02,1.8676,2015-09-18,1.8359,-1.35%,1.716
SH510900,恒生中国企业ETF易方达,2015-09-18,0.9270,2015-10-09,0.9499,1.50%,1.7417
SH510900,恒生中国企业ETF易方达,2015-10-09,0.9499,2015-10-23,0.9811,3.44%,1.8017
空仓,-,2015-10-23,-,2015-11-06,-,0.00%,1.8017
SH510230,金融ETF,2015-11-06,0.8595,2015-11-20,0.8508,2.08%,1.8392
SH513500,标普500ETF博时,2015-11-20,0.6115,2015-12-04,0.6035,0.49%,1.8482
SZ159901,深证100ETF易方达,2015-12-04,2.1848,2015-12-18,2.2912,3.79%,1.9183
SZ159915,创业板ETF易方达,2015-12-18,2.6680,2016-01-04,2.3060,-5.05%,1.8214
SH511010,国债ETF,2016-01-04,107.8794,2016-01-18,108.5336,0.40%,1.8288
SH513500,标普500ETF博时,2016-01-18,0.5815,2016-02-01,0.5830,-1.54%,1.8007
SZ159920,恒生ETF,2016-02-01,0.9443,2016-02-22,0.9300,-1.92%,1.7661
SH510410,资源ETF博时,2016-02-22,0.6090,2016-03-07,0.6420,6.78%,1.8859
SH510050,上证50ETF,2016-03-07,1.7632,2016-03-21,1.8309,0.85%,1.9018
SZ159915,创业板ETF易方达,2016-03-21,2.1160,2016-04-05,2.1680,1.01%,1.9211
SZ159939,信息技术ETF,2016-04-05,1.1775,2016-04-19,1.1700,1.92%,1.9579
SH513500,标普500ETF博时,2016-04-19,0.6195,2016-05-04,0.6160,1.14%,1.9802
SZ159928,消费ETF,2016-05-04,1.3260,2016-05-18,1.3030,0.30%,1.9862
SH510050,上证50ETF,2016-05-18,1.7357,2016-06-01,1.7891,4.00%,2.0655
SZ159943,深证成指ETF大成,2016-06-01,0.8945,2016-06-17,0.8884,0.12%,2.0681
SH510410,资源ETF博时,2016-06-17,0.6440,2016-07-01,0.6570,0.47%,2.0779
SH510900,恒生中国企业ETF易方达,2016-07-01,0.8556,2016-07-15,0.8931,3.75%,2.1558
SZ159920,恒生ETF,2016-07-15,1.0860,2016-07-29,1.0955,2.55%,2.2108
SH518880,黄金ETF,2016-07-29,2.8590,2016-08-12,2.8700,-0.17%,2.207
SH510230,金融ETF,2016-08-12,0.8060,2016-08-26,0.8086,2.87%,2.2704
SZ159928,消费ETF,2016-08-26,1.4580,2016-09-09,1.4410,-0.75%,2.2532
SH510900,恒生中国企业ETF易方达,2016-09-09,0.9957,2016-09-27,0.9582,-3.64%,2.1712
SH511010,国债ETF,2016-09-27,111.2447,2016-10-18,111.7462,0.45%,2.181
SZ159929,医药ETF,2016-10-18,1.4850,2016-11-01,1.4770,-0.88%,2.1619
SH512880,证券ETF,2016-11-01,1.0700,2016-11-15,1.1320,7.74%,2.3291
SH512880,证券ETF,2016-11-15,1.1320,2016-11-29,1.1390,-0.53%,2.3169
SH510050,上证50ETF,2016-11-29,2.0880,2016-12-13,2.0240,-0.87%,2.2967
SH511010,国债ETF,2016-12-13,108.7592,2016-12-27,108.3631,-0.77%,2.2789
SZ159941,纳指ETF,2016-12-27,0.3212,2017-01-11,0.3072,-7.57%,2.1064
SZ159920,恒生ETF,2017-01-11,1.1963,2017-01-25,1.1954,0.40%,2.1149
SH512660,军工ETF,2017-01-25,1.0080,2017-02-15,1.0200,2.58%,2.1694
SH510900,恒生中国企业ETF易方达,2017-02-15,1.0544,2017-03-01,1.0360,-0.27%,2.1637
SH513500,标普500ETF博时,2017-03-01,0.7705,2017-03-15,0.7970,6.45%,2.3033
SH510900,恒生中国企业ETF易方达,2017-03-15,1.0397,2017-03-29,1.0489,0.35%,2.3114
SH513050,中概互联网ETF易方达,2017-03-29,1.1020,2017-04-14,1.1070,1.18%,2.3387
SH510170,大宗商品ETF,2017-04-14,0.4577,2017-04-28,0.4412,-3.41%,2.2591
SH513050,中概互联网ETF易方达,2017-04-28,1.1810,2017-05-15,1.2690,5.02%,2.3725
SH510230,金融ETF,2017-05-15,0.8244,2017-05-31,0.8626,4.47%,2.4787
SH512070,证券保险ETF易方达,2017-05-31,1.7600,2017-06-14,1.7700,1.83%,2.524
SZ159928,消费ETF,2017-06-14,1.7510,2017-06-28,1.7950,2.80%,2.5947
SZ159928,消费ETF,2017-06-28,1.7950,2017-07-12,1.7560,-1.95%,2.5442
SZ159920,恒生ETF,2017-07-12,1.3532,2017-07-26,1.3865,2.47%,2.607
SH512660,军工ETF,2017-07-26,0.8700,2017-08-09,0.8810,2.42%,2.6701
SH510170,大宗商品ETF,2017-08-09,0.5420,2017-08-23,0.5275,-1.49%,2.6304
SH512070,证券保险ETF易方达,2017-08-23,1.9610,2017-09-06,2.0520,6.17%,2.7926
SH512400,有色金属ETF,2017-09-06,1.0416,2017-09-20,1.0445,-1.23%,2.7582
SH513050,中概互联网ETF易方达,2017-09-20,1.4990,2017-10-11,1.5200,-0.73%,2.7379
SZ159928,消费ETF,2017-10-11,2.1370,2017-10-25,2.1480,4.72%,2.8671
SZ159949,创业板50ETF,2017-10-25,0.7680,2017-11-08,0.7260,-5.50%,2.7093
SZ159928,消费ETF,2017-11-08,2.3840,2017-11-22,2.2980,-0.13%,2.7058
SH513050,中概互联网ETF易方达,2017-11-22,1.5760,2017-12-06,1.4260,-7.33%,2.5073
SH518880,黄金ETF,2017-12-06,2.6860,2017-12-20,2.6800,-0.59%,2.4925
SZ159941,纳指ETF,2017-12-20,0.3525,2018-01-04,0.3520,-1.20%,2.4626
SH512200,房地产ETF,2018-01-04,1.0060,2018-01-18,1.1120,11.65%,2.7495
SH512880,证券ETF,2018-01-18,1.0330,2018-02-01,1.0130,-0.39%,2.7388
SH518880,黄金ETF,2018-02-01,2.7290,2018-02-22,2.7040,-0.18%,2.7338
SH513050,中概互联网ETF易方达,2018-02-22,1.5470,2018-03-08,1.5590,2.56%,2.8038
SZ159929,医药ETF,2018-03-08,1.6260,2018-03-22,1.7060,9.14%,3.06
SZ159929,医药ETF,2018-03-22,1.7060,2018-04-09,1.6910,-2.14%,2.9946
SH511260,十年国债ETF,2018-04-09,98.6098,2018-04-23,99.9616,1.74%,3.0468
SZ159920,恒生ETF,2018-04-23,1.4721,2018-05-09,1.4902,0.58%,3.0645
SZ159928,消费ETF,2018-05-09,2.2850,2018-05-23,2.3230,3.57%,3.1741
SZ159929,医药ETF,2018-05-23,1.8400,2018-06-06,1.8450,-0.76%,3.1499
SH513050,中概互联网ETF易方达,2018-06-06,1.5350,2018-06-21,1.5560,1.57%,3.1995
SH511260,十年国债ETF,2018-06-21,99.9616,2018-07-05,100.8471,1.18%,3.2374
SH518880,黄金ETF,2018-07-05,2.6750,2018-07-19,2.6500,-1.27%,3.1962
SH511260,十年国债ETF,2018-07-19,101.3381,2018-08-02,101.5358,-0.03%,3.1953
SH511010,国债ETF,2018-08-02,112.1077,2018-08-16,111.6989,-0.25%,3.1872
SH512770,战略新兴ETF,2018-08-16,0.9910,2018-08-30,1.0030,2.10%,3.254
SZ159941,纳指ETF,2018-08-30,0.4333,2018-09-13,0.4243,0.35%,3.2654
SH513500,标普500ETF博时,2018-09-13,0.9195,2018-09-28,0.9290,0.54%,3.2831
SZ159928,消费ETF,2018-09-28,2.1640,2018-10-19,1.9540,-11.28%,2.9129
SH511010,国债ETF,2018-10-19,112.8131,2018-11-02,112.4762,-0.08%,2.9106
SH513050,中概互联网ETF易方达,2018-11-02,1.2040,2018-11-16,1.1570,2.77%,2.9911
SH512880,证券ETF,2018-11-16,0.8100,2018-11-30,0.7690,-3.92%,2.8738
SZ159941,纳指ETF,2018-11-30,0.3887,2018-12-14,0.3783,-1.36%,2.8348
SZ159928,消费ETF,2018-12-14,1.8690,2018-12-28,1.8150,-5.64%,2.6748
SH511260,十年国债ETF,2018-12-28,104.4225,2019-01-15,104.3891,0.46%,2.6871
SZ159928,消费ETF,2019-01-15,1.9130,2019-01-29,1.9700,6.57%,2.8637
SH513050,中概互联网ETF易方达,2019-01-29,1.1480,2019-02-19,1.1900,5.13%,3.0108
SZ159939,信息技术ETF,2019-02-19,0.4510,2019-03-05,0.5185,14.65%,3.4517
SZ159915,创业板ETF易方达,2019-03-05,1.6150,2019-03-19,1.6330,5.01%,3.6248
SZ159928,消费ETF,2019-03-19,2.4980,2019-04-02,2.6600,6.83%,3.8724
SH512000,券商ETF,2019-04-02,1.0310,2019-04-17,1.0230,-0.39%,3.8574
SH510230,金融ETF,2019-04-17,1.0903,2019-05-08,0.9859,-8.21%,3.5405
SH518880,黄金ETF,2019-05-08,2.8040,2019-05-22,2.8340,1.69%,3.6002
SH518880,黄金ETF,2019-05-22,2.8340,2019-06-05,2.9630,3.88%,3.74
SH518880,黄金ETF,2019-06-05,2.9630,2019-06-20,3.0540,1.53%,3.7971
SH512070,证券保险ETF易方达,2019-06-20,2.2910,2019-07-04,2.3110,6.93%,4.0603
SH512660,军工ETF,2019-07-04,0.7820,2019-07-18,0.7540,-0.65%,4.0341
SH511260,十年国债ETF,2019-07-18,105.3287,2019-08-01,105.4418,0.15%,4.04
SH510170,大宗商品ETF,2019-08-01,0.4125,2019-08-15,0.3990,-2.85%,3.9249
SH512690,酒ETF,2019-08-15,0.3879,2019-08-29,0.4141,4.91%,4.1175
SH512930,AI人工智能ETF,2019-08-29,0.9364,2019-09-12,1.0098,8.51%,4.468
SH512000,券商ETF,2019-09-12,0.9860,2019-09-27,0.9160,-6.38%,4.183
SH510230,金融ETF,2019-09-27,1.0402,2019-10-18,1.0545,3.28%,4.3203
SH513520,日经ETF,2019-10-18,1.0720,2019-11-01,1.0920,1.30%,4.3767
SZ159941,纳指ETF,2019-11-01,0.4543,2019-11-15,0.4627,1.71%,4.4514
SH512480,半导体ETF,2019-11-15,0.6290,2019-11-29,0.6245,-2.36%,4.3463
SH512480,半导体ETF,2019-11-29,0.6245,2019-12-13,0.7310,17.58%,5.1104
SH512480,半导体ETF,2019-12-13,0.7310,2019-12-27,0.7150,1.37%,5.1805
SH512400,有色金属ETF,2019-12-27,0.7038,2020-01-13,0.7420,7.74%,5.5812
SH512480,半导体ETF,2020-01-13,0.8250,2020-02-04,0.8600,5.64%,5.8959
SH511260,十年国债ETF,2020-02-04,109.0576,2020-02-18,108.9936,0.05%,5.8991
SH512480,半导体ETF,2020-02-18,1.0650,2020-03-03,1.0215,0.25%,5.9136
SH512170,医疗ETF,2020-03-03,0.5330,2020-03-17,0.4623,-10.03%,5.3204
SZ159985,豆粕ETF,2020-03-17,0.9600,2020-03-31,1.0230,6.99%,5.6921
SZ159928,消费ETF,2020-03-31,3.0800,2020-04-15,3.1650,7.83%,6.1376
SH512690,酒ETF,2020-04-15,0.4141,2020-04-29,0.4317,5.12%,6.4518
SZ159941,纳指ETF,2020-04-29,0.5242,2020-05-18,0.5140,-0.05%,6.4486
SH518880,黄金ETF,2020-05-18,3.9270,2020-06-01,3.8950,0.78%,6.4991
SH512690,酒ETF,2020-06-01,0.5012,2020-06-15,0.5005,4.59%,6.7976
SH512170,医疗ETF,2020-06-15,0.6093,2020-07-01,0.6617,12.74%,7.6635
SH512690,酒ETF,2020-07-01,0.5847,2020-07-15,0.6825,21.19%,9.287
SH512690,酒ETF,2020-07-15,0.6825,2020-07-29,0.6380,-5.55%,8.7714
SH518880,黄金ETF,2020-07-29,4.2060,2020-08-12,3.9890,1.31%,8.8863
SH515450,红利低波50ETF,2020-08-12,0.7516,2020-08-26,0.7610,2.69%,9.1258
SH513050,中概互联网ETF易方达,2020-08-26,2.1440,2020-09-09,1.9280,-4.94%,8.6749
SH518880,黄金ETF,2020-09-09,4.0680,2020-09-23,3.9250,-1.99%,8.5021
SZ159992,创新药ETF,2020-09-23,1.3340,2020-10-15,1.3910,8.70%,9.242
SZ159996,家电ETF,2020-10-15,1.2710,2020-10-29,1.3090,0.95%,9.33
SH512170,医疗ETF,2020-10-29,0.7653,2020-11-12,0.7247,-3.89%,8.9675
SH513080,法国CAC40ETF,2020-11-12,1.0630,2020-11-26,1.1110,3.59%,9.2893
SH513520,日经ETF,2020-11-26,1.2310,2020-12-10,1.2390,2.22%,9.4955
SH512690,酒ETF,2020-12-10,0.8590,2020-12-24,0.9156,10.44%,10.4869
SH512670,国防ETF,2020-12-24,0.9500,2021-01-08,1.1315,23.28%,12.9286
SH512770,战略新兴ETF,2021-01-08,2.3280,2021-01-22,2.4770,2.57%,13.2609
SH512170,医疗ETF,2021-01-22,0.9330,2021-02-05,0.8913,-0.72%,13.165
SH512690,酒ETF,2021-02-05,1.0418,2021-02-26,0.8947,-10.83%,11.7387
SH511360,短融ETF海富通,2021-02-26,101.4230,2021-03-12,101.5550,0.15%,11.7558
SH513330,恒生互联网ETF,2021-03-12,0.8970,2021-03-26,0.8540,-6.61%,10.9791
SH512170,医疗ETF,2021-03-26,0.7520,2021-04-12,0.7440,6.05%,11.6436
SH515210,钢铁ETF,2021-04-12,1.3532,2021-04-26,1.3472,2.03%,11.8805
SH512170,医疗ETF,2021-04-26,0.8230,2021-05-13,0.8430,1.57%,12.0668
SZ159992,创新药ETF,2021-05-13,1.5270,2021-05-27,1.5580,2.63%,12.3843
SH512480,半导体ETF,2021-05-27,1.0590,2021-06-10,1.1400,10.85%,13.7278
SZ159851,金融科技ETF,2021-06-10,1.1910,2021-06-25,1.2190,6.86%,14.6695
SH515220,煤炭ETF,2021-06-25,1.5606,2021-07-09,1.4030,-8.87%,13.369
SH516780,稀土ETF,2021-07-09,1.1310,2021-07-23,1.2780,21.93%,16.3003
SH516780,稀土ETF,2021-07-23,1.2780,2021-08-06,1.3650,2.19%,16.6571
SH512670,国防ETF,2021-08-06,1.1125,2021-08-20,1.1265,1.76%,16.9506
SH512670,国防ETF,2021-08-20,1.1265,2021-09-03,1.0520,-2.89%,16.4615
SH512880,证券ETF,2021-09-03,1.1780,2021-09-17,1.2000,-0.42%,16.3924
SH512170,医疗ETF,2021-09-17,0.7610,2021-10-12,0.7540,4.02%,17.0508
SH513050,中概互联网ETF易方达,2021-10-12,1.4920,2021-10-26,1.5390,4.32%,17.7868
SH512480,半导体ETF,2021-10-26,1.2570,2021-11-09,1.3150,1.82%,18.1109
SZ159869,游戏ETF,2021-11-09,1.0130,2021-11-23,1.0370,2.65%,18.5917
SH515250,智能汽车ETF,2021-11-23,1.2020,2021-12-07,1.1650,-2.23%,18.1776
SZ159745,建材ETF,2021-12-07,0.9540,2021-12-21,0.9780,2.04%,18.5485
SZ159707,地产ETF,2021-12-21,1.0670,2022-01-05,1.0740,4.96%,19.4677
SZ159869,游戏ETF,2022-01-05,1.1680,2022-01-19,1.1090,-5.42%,18.4117
SH515400,大数据ETF,2022-01-19,1.0160,2022-02-09,0.9270,-10.26%,16.5233
SZ159985,豆粕ETF,2022-02-09,1.4420,2022-02-23,1.5040,5.22%,17.3856
SH515400,大数据ETF,2022-02-23,0.9490,2022-03-09,0.8370,-10.02%,15.6433
SZ159985,豆粕ETF,2022-03-09,1.6240,2022-03-23,1.6970,6.06%,16.5917
SH515220,煤炭ETF,2022-03-23,2.0226,2022-04-08,2.0962,1.92%,16.9104
SZ159745,建材ETF,2022-04-08,0.9750,2022-04-22,0.8460,-12.00%,14.8811
SH513080,法国CAC40ETF,2022-04-22,1.1770,2022-05-11,1.1210,-6.13%,13.969
SH515790,光伏ETF,2022-05-11,1.2810,2022-05-25,1.3770,9.25%,15.2614
SH515220,煤炭ETF,2022-05-25,2.1316,2022-06-09,2.3676,13.35%,17.2994
SH513360,教育ETF博时,2022-06-09,0.3660,2022-06-23,0.4030,10.41%,19.1004
SZ159892,恒生医药ETF,2022-06-23,0.6400,2022-07-07,0.7100,12.90%,21.564
SZ159615,恒生生物科技ETF南方,2022-07-07,1.0330,2022-07-21,1.0050,-2.33%,21.0625
SZ159869,游戏ETF,2022-07-21,0.8180,2022-08-04,0.7650,-6.21%,19.7543
SH512480,半导体ETF,2022-08-04,0.9830,2022-08-18,1.0320,6.22%,20.9825
SH515790,光伏ETF,2022-08-18,1.8690,2022-09-01,1.6090,-11.99%,18.4674
SZ159707,地产ETF,2022-09-01,0.9710,2022-09-16,1.0020,9.17%,20.1602
SH511360,短融ETF海富通,2022-09-16,105.7570,2022-09-30,105.8010,-0.06%,20.1474
SZ159883,医疗器械ETF,2022-09-30,0.6250,2022-10-21,0.7000,11.72%,22.5082
SH511360,短融ETF海富通,2022-10-21,105.9180,2022-11-04,105.9340,0.02%,22.5131
SZ159892,恒生医药ETF,2022-11-04,0.6200,2022-11-18,0.6830,14.05%,25.6755
SZ159869,游戏ETF,2022-11-18,0.8100,2022-12-02,0.7820,-4.21%,24.5951
SH513130,恒生科技ETF,2022-12-02,0.5190,2022-12-16,0.5530,5.17%,25.8672
SH512690,酒ETF,2022-12-16,0.8630,2022-12-30,0.8500,-1.51%,25.4757
SZ159859,生物医药ETF,2022-12-30,0.5910,2023-01-16,0.6660,8.09%,27.5379
SH512070,证券保险ETF易方达,2023-01-16,0.6700,2023-02-06,0.6400,0.15%,27.5798
SZ159869,游戏ETF,2023-02-06,0.8920,2023-02-20,0.9600,4.10%,28.712
SH560080,中药ETF,2023-02-20,1.2560,2023-03-06,1.2710,-0.40%,28.5978
SH513360,教育ETF博时,2023-03-06,0.5910,2023-03-20,0.5080,-12.85%,24.9216
SZ159869,游戏ETF,2023-03-20,1.0170,2023-04-03,1.3120,25.54%,31.2873
SZ159869,游戏ETF,2023-04-03,1.3120,2023-04-18,1.3200,8.07%,33.8129
SZ159930,能源ETF,2023-04-18,1.2220,2023-05-05,1.2150,1.32%,34.2608
SH512980,传媒ETF,2023-05-05,0.9920,2023-05-19,0.8770,-11.87%,30.1925
SH513520,日经ETF,2023-05-19,1.3960,2023-06-02,1.2230,-6.82%,28.1329
SZ159852,软件ETF,2023-06-02,1.0150,2023-06-16,1.0730,2.58%,28.8593
SH515880,通信ETF,2023-06-16,1.2900,2023-07-04,1.3060,5.54%,30.4573
SZ159985,豆粕ETF,2023-07-04,2.0140,2023-07-18,2.0590,0.19%,30.5167
SZ159507,电信ETF,2023-07-18,1.0230,2023-08-01,0.9530,-6.84%,28.4286
SH512000,券商ETF,2023-08-01,0.9650,2023-08-15,0.9920,0.10%,28.4577
SZ159985,豆粕ETF,2023-08-15,2.2370,2023-08-29,2.3720,6.22%,30.2275
SH512200,房地产ETF,2023-08-29,0.6970,2023-09-12,0.6400,-4.32%,28.9231
SH518880,黄金ETF,2023-09-12,4.5460,2023-09-26,4.5780,0.79%,29.1522
SZ159869,游戏ETF,2023-09-26,1.0860,2023-10-18,1.0090,-3.56%,28.113
SH518880,黄金ETF,2023-10-18,4.5230,2023-11-01,4.6030,3.12%,28.9915
SZ159892,恒生医药ETF,2023-11-01,0.5990,2023-11-15,0.6250,3.34%,29.9611
SH512670,国防ETF,2023-11-15,0.7350,2023-11-29,0.7180,-2.57%,29.1908
SH515220,煤炭ETF,2023-11-29,2.1732,2023-12-13,2.1714,1.96%,29.7624
SZ159509,纳指科技ETF景顺,2023-12-13,1.0630,2023-12-27,1.0890,4.70%,31.1607
SH513730,东南亚科技ETF,2023-12-27,1.0720,2024-01-11,1.0350,-6.88%,29.0175
SH513520,日经ETF,2024-01-11,1.4460,2024-01-25,1.4030,10.42%,32.041
SH513850,美国50ETF易方达,2024-01-25,1.5390,2024-02-08,1.1240,-22.47%,24.8403
SH588190,科创100ETF,2024-02-08,0.7910,2024-03-01,0.8420,8.43%,26.9345
SZ159998,计算机ETF,2024-03-01,0.7940,2024-03-15,0.7780,1.98%,27.4668
SZ159992,创新药ETF,2024-03-15,0.7420,2024-03-29,0.6990,-5.91%,25.8424
SH517520,黄金股ETF,2024-03-29,1.1930,2024-04-16,1.2410,15.03%,29.7256
SZ159930,能源ETF,2024-04-16,1.5510,2024-04-30,1.4780,-5.18%,28.1844
SZ159707,地产ETF,2024-04-30,0.5630,2024-05-17,0.6840,7.00%,30.1563
SH512200,房地产ETF,2024-05-17,0.5470,2024-05-31,0.4890,-3.17%,29.199
SZ159840,锂电池ETF工银,2024-05-31,0.4640,2024-06-17,0.4710,-0.86%,28.9473
SH515880,通信ETF,2024-06-17,1.2090,2024-07-01,1.1980,-1.51%,28.5116
SZ159509,纳指科技ETF景顺,2024-07-01,1.7170,2024-07-15,1.7150,-2.05%,27.9284
SH513290,纳指生物科技ETF汇添富,2024-07-15,1.3090,2024-07-29,1.3150,2.18%,28.5379
SH512670,国防ETF,2024-07-29,0.6190,2024-08-12,0.5950,-2.75%,27.7529
SZ159687,亚太精选ETF南方,2024-08-12,1.1960,2024-08-26,1.2590,6.07%,29.4377
SZ159996,家电ETF,2024-08-26,1.0590,2024-09-09,1.0370,0.28%,29.5215
SH512000,券商ETF,2024-09-09,0.7770,2024-09-25,0.8450,6.68%,31.4946
SZ159851,金融科技ETF,2024-09-25,0.8570,2024-10-16,1.2920,52.39%,47.9936
SZ159851,金融科技ETF,2024-10-16,1.2920,2024-10-30,1.4010,7.36%,51.5265
SH515400,大数据ETF,2024-10-30,0.8030,2024-11-13,0.9520,20.48%,62.0777
SH515400,大数据ETF,2024-11-13,0.9520,2024-11-27,0.8500,-14.39%,53.1447
SH513400,道琼斯ETF,2024-11-27,1.1940,2024-12-11,1.1920,-1.24%,52.4854
SH516620,影视ETF,2024-12-11,1.0730,2024-12-25,0.9490,-6.53%,49.0569
SH511030,公司债ETF,2024-12-25,10.5060,2025-01-09,10.5390,0.28%,49.1923
SZ159561,德国ETF嘉实,2025-01-09,1.2090,2025-01-23,1.6710,40.93%,69.3245
SZ159561,德国ETF嘉实,2025-01-23,1.6710,2025-02-14,1.2800,-19.38%,55.8881
SH516620,影视ETF,2025-02-14,1.1750,2025-02-28,1.0120,-10.14%,50.2231
SH510410,资源ETF博时,2025-02-28,1.1510,2025-03-14,1.2250,4.30%,52.3823
SH517520,黄金股ETF,2025-03-14,1.2780,2025-03-28,1.3150,4.12%,54.5403
SZ159822,新经济ETF银华,2025-03-28,0.8010,2025-04-14,0.6230,-18.24%,44.5908
SH517520,黄金股ETF,2025-04-14,1.3960,2025-04-28,1.3570,1.80%,45.3913
SH513850,美国50ETF易方达,2025-04-28,1.2740,2025-05-15,1.3560,6.84%,48.4959
SZ159822,新经济ETF银华,2025-05-15,0.7270,2025-05-29,0.6950,-5.98%,45.5967
SZ159509,纳指科技ETF景顺,2025-05-29,1.5710,2025-06-13,1.5420,1.23%,46.1596
SH517520,黄金股ETF,2025-06-13,1.5250,2025-06-27,1.4740,-1.94%,45.2654
SZ159851,金融科技ETF,2025-06-27,1.6550,2025-07-11,1.7390,0.42%,45.4552
SH516780,稀土ETF,2025-07-11,1.2460,2025-07-25,1.3930,18.76%,53.9805
SZ159608,稀有金属ETF,2025-07-25,0.7580,2025-08-08,0.7480,-2.50%,52.6328
SH516780,稀土ETF,2025-08-08,1.3920,2025-08-22,1.5750,10.17%,57.9865
SZ159995,芯片ETF,2025-08-22,1.5430,2025-09-05,1.5280,5.13%,60.9623
SZ159790,碳中和ETF,2025-09-05,0.7120,2025-09-19,0.7180,8.57%,66.1876
SH515880,通信ETF,2025-09-19,2.6810,2025-10-13,2.5990,-0.41%,65.9134
SH560860,工业有色ETF万家,2025-10-13,1.4760,2025-10-27,1.4510,-2.96%,63.9639
SZ159507,电信ETF,2025-10-27,1.8970,2025-11-10,1.7790,-2.56%,62.3238
SZ159870,化工ETF,2025-11-10,0.7690,2025-11-24,0.7240,-3.19%,60.3374
SH511360,短融ETF海富通,2025-11-24,112.6540,2025-12-08,112.6970,0.04%,60.3615
SZ159206,卫星ETF,2025-12-08,1.3070,2025-12-22,1.4290,9.96%,66.3743
SH512400,有色金属ETF,2025-12-22,1.8470,2026-01-07,2.0680,14.00%,75.6674
SH513310,中韩半导体ETF,2026-01-07,3.1260,2026-01-21,3.1910,4.57%,79.1267
SZ159731,石化ETF,2026-01-21,1.1000,2026-02-04,1.0090,0.30%,79.364
SZ159326,电网设备ETF,2026-02-04,1.8180,2026-02-26,1.9780,6.07%,84.182
SH513310,中韩半导体ETF,2026-02-26,4.3210,2026-03-06,4.1320,4.85%,88.2618
