标的,名称,开始日期,开始价格,结束日期,结束价格,本次收益,总净值
空仓,-,2014-04-24,-,2014-05-12,-,0.00%,1.0
空仓,-,2014-05-12,-,2014-05-26,-,0.00%,1.0
空仓,-,2014-05-26,-,2014-06-10,-,0.00%,1.0
空仓,-,2014-06-10,-,2014-06-24,-,0.00%,1.0
空仓,-,2014-06-24,-,2014-07-08,-,0.00%,1.0
空仓,-,2014-07-08,-,2014-07-22,-,0.00%,1.0
空仓,-,2014-07-22,-,2014-08-05,-,0.00%,1.0
空仓,-,2014-08-05,-,2014-08-19,-,0.00%,1.0
SH510410,资源ETF博时,2014-08-19,0.6390,2014-09-02,0.6380,-0.63%,0.9937
空仓,-,2014-09-02,-,2014-09-17,-,0.00%,0.9937
空仓,-,2014-09-17,-,2014-10-08,-,0.00%,0.9937
SH518880,黄金ETF,2014-10-08,2.4180,2014-10-22,2.4640,1.32%,1.0068
空仓,-,2014-10-22,-,2014-11-05,-,0.00%,1.0068
空仓,-,2014-11-05,-,2014-11-19,-,0.00%,1.0068
空仓,-,2014-11-19,-,2014-12-03,-,0.00%,1.0068
空仓,-,2014-12-03,-,2014-12-17,-,0.00%,1.0068
SH510180,上证180ETF,2014-12-17,2.4346,2014-12-31,2.5936,6.31%,1.0703
SH510880,红利ETF华泰柏瑞,2014-12-31,1.6276,2015-01-16,1.6691,4.02%,1.1133
空仓,-,2015-01-16,-,2015-01-30,-,0.00%,1.1133
空仓,-,2015-01-30,-,2015-02-13,-,0.00%,1.1133
空仓,-,2015-02-13,-,2015-03-06,-,0.00%,1.1133
空仓,-,2015-03-06,-,2015-03-20,-,0.00%,1.1133
SZ159915,创业板ETF易方达,2015-03-20,2.1260,2015-04-03,2.3910,13.08%,1.2589
SZ159939,信息技术ETF,2015-04-03,1.4361,2015-04-20,1.3902,0.01%,1.259
SH510880,红利ETF华泰柏瑞,2015-04-20,2.1473,2015-05-05,2.1627,2.08%,1.2853
SH510050,上证50ETF,2015-05-05,2.5860,2015-05-19,2.5609,-8.25%,1.1792
空仓,-,2015-05-19,-,2015-06-02,-,0.00%,1.1792
SZ159939,信息技术ETF,2015-06-02,2.2010,2015-06-16,2.0072,-0.31%,1.1755
SH510500,中证500ETF,2015-06-16,9.2171,2015-07-01,7.0163,-20.46%,0.935
空仓,-,2015-07-01,-,2015-07-15,-,0.00%,0.935
SZ159939,信息技术ETF,2015-07-15,1.3200,2015-07-29,1.3854,-4.05%,0.8972
空仓,-,2015-07-29,-,2015-08-12,-,0.00%,0.8972
空仓,-,2015-08-12,-,2015-08-26,-,0.00%,0.8972
空仓,-,2015-08-26,-,2015-09-11,-,0.00%,0.8972
空仓,-,2015-09-11,-,2015-09-25,-,0.00%,0.8972
空仓,-,2015-09-25,-,2015-10-16,-,0.00%,0.8972
空仓,-,2015-10-16,-,2015-10-30,-,0.00%,0.8972
SZ159939,信息技术ETF,2015-10-30,1.2765,2015-11-13,1.3895,12.22%,1.0068
空仓,-,2015-11-13,-,2015-11-27,-,0.00%,1.0068
SH518880,黄金ETF,2015-11-27,2.2060,2015-12-11,2.2300,0.59%,1.0127
空仓,-,2015-12-11,-,2015-12-25,-,0.00%,1.0127
空仓,-,2015-12-25,-,2016-01-11,-,0.00%,1.0127
空仓,-,2016-01-11,-,2016-01-25,-,0.00%,1.0127
空仓,-,2016-01-25,-,2016-02-15,-,0.00%,1.0127
SZ159928,消费ETF,2016-02-15,1.1780,2016-02-29,1.1690,-2.26%,0.9898
SH518880,黄金ETF,2016-02-29,2.5870,2016-03-14,2.6240,1.49%,1.0046
空仓,-,2016-03-14,-,2016-03-28,-,0.00%,1.0046
空仓,-,2016-03-28,-,2016-04-12,-,0.00%,1.0046
空仓,-,2016-04-12,-,2016-04-26,-,0.00%,1.0046
空仓,-,2016-04-26,-,2016-05-11,-,0.00%,1.0046
空仓,-,2016-05-11,-,2016-05-25,-,0.00%,1.0046
空仓,-,2016-05-25,-,2016-06-08,-,0.00%,1.0046
空仓,-,2016-06-08,-,2016-06-24,-,0.00%,1.0046
空仓,-,2016-06-24,-,2016-07-08,-,0.00%,1.0046
SH518880,黄金ETF,2016-07-08,2.9160,2016-07-22,2.8440,-3.61%,0.9683
SH510500,中证500ETF,2016-07-22,5.6133,2016-08-05,5.4413,-3.37%,0.9357
SH513500,标普500ETF博时,2016-08-05,0.6935,2016-08-19,0.6890,-1.01%,0.9263
SH511010,国债ETF,2016-08-19,111.1708,2016-09-02,110.9787,-0.28%,0.9237
空仓,-,2016-09-02,-,2016-09-20,-,0.00%,0.9237
空仓,-,2016-09-20,-,2016-10-11,-,0.00%,0.9237
空仓,-,2016-10-11,-,2016-10-25,-,0.00%,0.9237
SH511010,国债ETF,2016-10-25,111.9609,2016-11-08,111.8023,-0.23%,0.9215
