标的,名称,开始日期,开始价格,结束日期,结束价格,本次收益,总净值
SH510500,中证500ETF,2014-03-19,3.3254,2014-04-02,3.2626,-2.33%,0.9767
SZ159920,恒生ETF,2014-04-02,0.9709,2014-04-17,0.9843,1.77%,0.994
SH513500,标普500ETF博时,2014-04-17,0.5165,2014-05-05,0.5205,1.36%,1.0075
SH511010,国债ETF,2014-05-05,96.3940,2014-05-19,96.6204,0.44%,1.0119
SZ159920,恒生ETF,2014-05-19,0.9871,2014-06-03,1.0175,2.12%,1.0334
SH510900,恒生中国企业ETF易方达,2014-06-03,0.8766,2014-06-17,0.8968,3.91%,1.0738
SH510230,金融ETF,2014-06-17,0.4761,2014-07-01,0.4720,-1.88%,1.0536
SZ159915,创业板ETF易方达,2014-07-01,1.3810,2014-07-15,1.3110,-2.48%,1.0275
SZ159928,消费ETF,2014-07-15,0.9420,2014-07-29,0.9810,6.59%,1.0952
SH510230,金融ETF,2014-07-29,0.5263,2014-08-12,0.5198,0.18%,1.0971
SZ159915,创业板ETF易方达,2014-08-12,1.3640,2014-08-26,1.3770,3.07%,1.1309
SH510900,恒生中国企业ETF易方达,2014-08-26,0.9618,2014-09-10,0.9655,2.48%,1.1589
SH510500,中证500ETF,2014-09-10,3.9600,2014-09-24,4.0528,1.14%,1.1721
SZ159929,医药ETF,2014-09-24,1.0840,2014-10-15,1.1900,6.42%,1.2473
SZ159929,医药ETF,2014-10-15,1.1900,2014-10-29,1.1430,-0.61%,1.2397
SH510500,中证500ETF,2014-10-29,4.2024,2014-11-12,4.1695,-0.94%,1.228
SH510230,金融ETF,2014-11-12,0.5761,2014-11-26,0.6115,3.78%,1.2745
SH510230,金融ETF,2014-11-26,0.6115,2014-12-10,0.7832,29.39%,1.649
SH518880,黄金ETF,2014-12-10,2.4630,2014-12-24,2.3780,-1.16%,1.6299
SH513500,标普500ETF博时,2014-12-24,0.5750,2015-01-09,0.5715,-1.57%,1.6043
SZ159915,创业板ETF易方达,2015-01-09,1.5030,2015-01-23,1.6380,12.73%,1.8084
SH510300,沪深300ETF华泰柏瑞,2015-01-23,2.9431,2015-02-06,2.7232,-5.62%,1.7069
SH513500,标普500ETF博时,2015-02-06,0.5680,2015-02-27,0.5850,3.82%,1.772
SH510880,红利ETF华泰柏瑞,2015-02-27,1.6044,2015-03-13,1.6704,3.48%,1.8336
SH510230,金融ETF,2015-03-13,0.8611,2015-03-27,0.9132,6.31%,1.9494
SZ159928,消费ETF,2015-03-27,1.3880,2015-04-13,1.5280,8.38%,2.1127
SH510500,中证500ETF,2015-04-13,7.8064,2015-04-27,7.1522,5.38%,2.2264
SZ159930,能源ETF,2015-04-27,1.5430,2015-05-12,1.3470,-3.85%,2.1407
SZ159939,信息技术ETF,2015-05-12,1.7708,2015-05-26,2.0535,14.16%,2.4438
SZ159930,能源ETF,2015-05-26,1.4760,2015-06-09,1.5860,3.73%,2.535
SZ159930,能源ETF,2015-06-09,1.5860,2015-06-24,1.5090,-8.03%,2.3314
SH513500,标普500ETF博时,2015-06-24,0.5850,2015-07-08,0.5595,-1.97%,2.2854
SH511010,国债ETF,2015-07-08,105.2392,2015-07-22,105.7253,0.99%,2.308
SZ159939,信息技术ETF,2015-07-22,1.4802,2015-08-05,1.2989,-9.33%,2.0926
SH510880,红利ETF华泰柏瑞,2015-08-05,1.9807,2015-08-19,1.9999,-1.99%,2.0509
SH513500,标普500ETF博时,2015-08-19,0.6130,2015-09-02,0.5645,-7.55%,1.896
